Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Sat Apr  1 00:13:00 2006
11508051: 18 Tage idle - Level 30
9421251: 107 Tage idle - Level 3 => LOESCHEN
12410551: 10 Tage idle - Level 8
8184451: 11 Tage idle - Level 5 (KEEP_CHARACTER)
9234351: 11 Tage idle - Level 9
12871551: 0 Tage idle - Level 9
12172651: 14 Tage idle - Level 9
12831051: 12 Tage idle - Level 13
8893651: 25 Tage idle - Level 12
11330451: 2 Tage idle - Level 10 (KEEP_CHARACTER)
13151651: 2 Tage idle - Level 1
8524051: 11 Tage idle - Level 31
12061251: 1 Tage idle - Level 1
13238451: 6 Tage idle - Level 8
12198851: 14 Tage idle - Level 22
12233951: 40 Tage idle - Level 7
13040251: 56 Tage idle - Level 7
8205251: 19 Tage idle - Level 43
8717251: 4 Tage idle - Level 7
13714651: 14 Tage idle - Level 1
11164051: 52 Tage idle - Level 1 => LOESCHEN
13557951: 35 Tage idle - Level 1 => LOESCHEN
11741351: 0 Tage idle - Level 11
12502651: 38 Tage idle - Level 6
12599451: 70 Tage idle - Level 5
8240751: 321 Tage idle - Level 11
8297051: 169 Tage idle - Level 9
10053851: 3 Tage idle - Level 13
11489151: 0 Tage idle - Level 27
12173951: 5 Tage idle - Level 1 (KEEP_CHARACTER)
13639751: 30 Tage idle - Level 1 => LOESCHEN
8104851: 219 Tage idle - Level 12
11398351: 53 Tage idle - Level 1 => LOESCHEN
9473951: 14 Tage idle - Level 3
12290551: 4 Tage idle - Level 7
10692751: 2 Tage idle - Level 7
10936251: 22 Tage idle - Level 9
9089851: 34 Tage idle - Level 21
13781551: 23 Tage idle - Level 1
12564951: 0 Tage idle - Level 1
9019151: 238 Tage idle - Level 11
7992751: 86 Tage idle - Level 6
11155751: 59 Tage idle - Level 11
12615951: 6 Tage idle - Level 1
7957951: 51 Tage idle - Level 9
10693351: 6 Tage idle - Level 8
10055751: 19 Tage idle - Level 7
13833151: 20 Tage idle - Level 1 (KEEP_CHARACTER)
11110251: 1 Tage idle - Level 9
11936451: 10 Tage idle - Level 7
8430151: 64 Tage idle - Level 10
13483951: 12 Tage idle - Level 1
12682151: 0 Tage idle - Level 8
14169651: 0 Tage idle - Level 3
8040451: 12 Tage idle - Level 8 (KEEP_CHARACTER)
14052651: 6 Tage idle - Level 1
13408651: 9 Tage idle - Level 1
14098751: 5 Tage idle - Level 1
8826151: 4 Tage idle - Level 1
11197451: 137 Tage idle - Level 8
13833851: 2 Tage idle - Level 1
13879951: 17 Tage idle - Level 1
13301951: 23 Tage idle - Level 12
8476951: 101 Tage idle - Level 17
9612651: 215 Tage idle - Level 10
14089051: 1 Tage idle - Level 1
12313251: 1 Tage idle - Level 18
8664451: 204 Tage idle - Level 7
12156551: 20 Tage idle - Level 2
12698751: 5 Tage idle - Level 1
7943951: 30 Tage idle - Level 3
12242351: 24 Tage idle - Level 10
13966351: 11 Tage idle - Level 1
13358951: 41 Tage idle - Level 1 => LOESCHEN
14003151: 10 Tage idle - Level 1
13794351: 22 Tage idle - Level 1
12785151: 0 Tage idle - Level 34 (KEEP_CHARACTER)
13191551: 56 Tage idle - Level 1 => LOESCHEN
13774451: 23 Tage idle - Level 3
13612351: 32 Tage idle - Level 3
11477751: 21 Tage idle - Level 2
9715651: 20 Tage idle - Level 10
9720251: 256 Tage idle - Level 12
11857851: 35 Tage idle - Level 6
9199351: 3 Tage idle - Level 8
14150651: 2 Tage idle - Level 1
8716751: 104 Tage idle - Level 9
12796051: 0 Tage idle - Level 17
11407051: 17 Tage idle - Level 9
12674451: 15 Tage idle - Level 7
9330551: 123 Tage idle - Level 6
13947751: 13 Tage idle - Level 1
12943151: 30 Tage idle - Level 7
13876851: 0 Tage idle - Level 6
8504251: 0 Tage idle - Level 19
14106151: 2 Tage idle - Level 1
13279651: 38 Tage idle - Level 1 => LOESCHEN
8124851: 26 Tage idle - Level 25
8196051: 181 Tage idle - Level 10
11914751: 2 Tage idle - Level 1
11388151: 9 Tage idle - Level 1
10044251: 121 Tage idle - Level 4 => LOESCHEN
10332951: 2 Tage idle - Level 17
13168951: 30 Tage idle - Level 1 => LOESCHEN
13913151: 14 Tage idle - Level 1
13858151: 0 Tage idle - Level 9 (KEEP_CHARACTER)
9621051: 2 Tage idle - Level 13 (KEEP_CHARACTER)
14000751: 8 Tage idle - Level 1
13082751: 0 Tage idle - Level 20
14051451: 5 Tage idle - Level 2
11393451: 1 Tage idle - Level 5
8126051: 103 Tage idle - Level 19
13001851: 35 Tage idle - Level 7
9844451: 53 Tage idle - Level 1 => LOESCHEN
12083851: 27 Tage idle - Level 9
8648351: 3 Tage idle - Level 8
12190151: 41 Tage idle - Level 20
10455851: 78 Tage idle - Level 8
13367351: 8 Tage idle - Level 1
13737151: 1 Tage idle - Level 4
9834851: 30 Tage idle - Level 4
9389451: 13 Tage idle - Level 10
13787951: 19 Tage idle - Level 1
8415351: 122 Tage idle - Level 15
10060451: 175 Tage idle - Level 14
12702451: 12 Tage idle - Level 1 (KEEP_CHARACTER)
7958651: 187 Tage idle - Level 17
8638751: 7 Tage idle - Level 7
12844651: 3 Tage idle - Level 1
13859451: 11 Tage idle - Level 6
11551451: 70 Tage idle - Level 7
11268451: 38 Tage idle - Level 1 => LOESCHEN
12728651: 0 Tage idle - Level 51 (KEEP_CHARACTER)
11926951: 113 Tage idle - Level 6
13590351: 20 Tage idle - Level 5
10061051: 30 Tage idle - Level 1 => LOESCHEN
8917751: 142 Tage idle - Level 8
12409851: 3 Tage idle - Level 1
10066751: 84 Tage idle - Level 6
8061051: 125 Tage idle - Level 38
13220851: 54 Tage idle - Level 1 => LOESCHEN
13266951: 27 Tage idle - Level 8
12627551: 69 Tage idle - Level 11
13687451: 28 Tage idle - Level 1
9531551: 200 Tage idle - Level 6 => LOESCHEN
12221951: 8 Tage idle - Level 1
12845251: 57 Tage idle - Level 5
10538251: 123 Tage idle - Level 4 (KEEP_CHARACTER)
12156651: 41 Tage idle - Level 1 => LOESCHEN
13824251: 9 Tage idle - Level 1 (KEEP_CHARACTER)
10345751: 4 Tage idle - Level 1
9800251: 75 Tage idle - Level 15 (KEEP_CHARACTER)
11440751: 6 Tage idle - Level 1 (KEEP_CHARACTER)
10498151: 85 Tage idle - Level 4
13323151: 48 Tage idle - Level 1 => LOESCHEN
12106551: 65 Tage idle - Level 7
8128651: 108 Tage idle - Level 6 (KEEP_CHARACTER)
12289151: 2 Tage idle - Level 3
13860351: 0 Tage idle - Level 14
11011151: 184 Tage idle - Level 6 => LOESCHEN
9006551: 4 Tage idle - Level 11
12152251: 51 Tage idle - Level 1 => LOESCHEN
13293351: 50 Tage idle - Level 1 => LOESCHEN
13587651: 3 Tage idle - Level 8
7990351: 89 Tage idle - Level 4
12952951: 16 Tage idle - Level 8
13638651: 5 Tage idle - Level 5
12897951: 52 Tage idle - Level 4
10002651: 84 Tage idle - Level 7
13659151: 29 Tage idle - Level 1
11513551: 90 Tage idle - Level 9
13552451: 2 Tage idle - Level 3 (KEEP_CHARACTER)
7956151: 282 Tage idle - Level 9 => LOESCHEN
9650051: 18 Tage idle - Level 15
9696151: 1 Tage idle - Level 9
13978651: 6 Tage idle - Level 4
8945451: 174 Tage idle - Level 7
8469951: 1 Tage idle - Level 20 (KEEP_CHARACTER)
13674751: 1 Tage idle - Level 13
11818751: 1 Tage idle - Level 10
10322751: 78 Tage idle - Level 13
13360551: 20 Tage idle - Level 1
13112651: 60 Tage idle - Level 1 => LOESCHEN
13163351: 13 Tage idle - Level 10
12737051: 33 Tage idle - Level 14 (KEEP_CHARACTER)
12706951: 41 Tage idle - Level 10
8515951: 4 Tage idle - Level 12
11788951: 122 Tage idle - Level 9
8652451: 160 Tage idle - Level 8
12433151: 24 Tage idle - Level 1
7982651: 154 Tage idle - Level 6
13377051: 40 Tage idle - Level 1 => LOESCHEN
11560551: 150 Tage idle - Level 1 (KEEP_CHARACTER)
9991351: 147 Tage idle - Level 8
11176451: 16 Tage idle - Level 10
12226351: 18 Tage idle - Level 9
11799851: 0 Tage idle - Level 16
12687351: 68 Tage idle - Level 6
12773151: 0 Tage idle - Level 18
8090751: 6 Tage idle - Level 7
13412851: 43 Tage idle - Level 1 => LOESCHEN
13185151: 49 Tage idle - Level 1 => LOESCHEN
13924851: 9 Tage idle - Level 5
11870351: 101 Tage idle - Level 9
11906451: 21 Tage idle - Level 1
13819051: 1 Tage idle - Level 12
8172551: 44 Tage idle - Level 8
12115651: 29 Tage idle - Level 8
10010451: 4 Tage idle - Level 8
8061151: 39 Tage idle - Level 4
14154551: 2 Tage idle - Level 1
11785151: 130 Tage idle - Level 8
12753951: 0 Tage idle - Level 8 (KEEP_CHARACTER)
10446951: 13 Tage idle - Level 1
9785151: 0 Tage idle - Level 27 (KEEP_CHARACTER)
8081751: 260 Tage idle - Level 13
11056051: 120 Tage idle - Level 15
12516251: 12 Tage idle - Level 19
9557851: 55 Tage idle - Level 6
13176151: 56 Tage idle - Level 1 => LOESCHEN
12126551: 10 Tage idle - Level 1 (KEEP_CHARACTER)
12906651: 11 Tage idle - Level 1
11993251: 13 Tage idle - Level 4
13353451: 40 Tage idle - Level 1 => LOESCHEN
11537951: 59 Tage idle - Level 8
8234451: 129 Tage idle - Level 11
13976851: 12 Tage idle - Level 1
13520451: 37 Tage idle - Level 1 => LOESCHEN
13607251: 26 Tage idle - Level 1
13814751: 0 Tage idle - Level 14
8169151: 98 Tage idle - Level 19
11477251: 71 Tage idle - Level 11
12942051: 31 Tage idle - Level 1 => LOESCHEN
13672951: 2 Tage idle - Level 8
8391551: 183 Tage idle - Level 6 => LOESCHEN
12466551: 8 Tage idle - Level 2
8361351: 32 Tage idle - Level 20
9750651: 0 Tage idle - Level 9 (KEEP_CHARACTER)
12851251: 0 Tage idle - Level 14 (KEEP_CHARACTER)
10002051: 13 Tage idle - Level 12
12649451: 62 Tage idle - Level 4
11477951: 107 Tage idle - Level 6
12993451: 7 Tage idle - Level 7 (KEEP_CHARACTER)
10924351: 2 Tage idle - Level 8
12091751: 19 Tage idle - Level 5
8063051: 3 Tage idle - Level 8 (KEEP_CHARACTER)
8640351: 178 Tage idle - Level 37
10995651: 0 Tage idle - Level 18 (KEEP_CHARACTER)
11883151: 4 Tage idle - Level 4
11964351: 12 Tage idle - Level 3
9098451: 0 Tage idle - Level 36
12239851: 2 Tage idle - Level 11
12325651: 0 Tage idle - Level 18
8266551: 3 Tage idle - Level 21 (KEEP_CHARACTER)
14025151: 7 Tage idle - Level 1
12827351: 55 Tage idle - Level 7
12173551: 25 Tage idle - Level 1
11290651: 145 Tage idle - Level 5
13639351: 1 Tage idle - Level 1
13233751: 44 Tage idle - Level 1 => LOESCHEN
12478051: 74 Tage idle - Level 13
12518851: 1 Tage idle - Level 11
9762151: 185 Tage idle - Level 10
12655351: 29 Tage idle - Level 1
13593651: 18 Tage idle - Level 3
11650851: 3 Tage idle - Level 1
13882251: 3 Tage idle - Level 1
8722851: 0 Tage idle - Level 27
11459251: 8 Tage idle - Level 6
13285051: 9 Tage idle - Level 1 (KEEP_CHARACTER)
13573751: 6 Tage idle - Level 1
8662151: 11 Tage idle - Level 33
12361751: 19 Tage idle - Level 7
8206851: 73 Tage idle - Level 4
8621751: 114 Tage idle - Level 6
13001351: 11 Tage idle - Level 1
13011651: 1 Tage idle - Level 4
10723451: 0 Tage idle - Level 82 (KEEP_CHARACTER)
8353651: 260 Tage idle - Level 13
9114951: 5 Tage idle - Level 5
9494751: 206 Tage idle - Level 10
8196951: 0 Tage idle - Level 13
10120651: 0 Tage idle - Level 6
10126251: 90 Tage idle - Level 2 => LOESCHEN
10951451: 163 Tage idle - Level 9
12079351: 111 Tage idle - Level 7
13751651: 25 Tage idle - Level 1
11773751: 130 Tage idle - Level 13
12413351: 5 Tage idle - Level 1 (KEEP_CHARACTER)
8394751: 0 Tage idle - Level 19
8475951: 276 Tage idle - Level 9 => LOESCHEN
11900251: 9 Tage idle - Level 10
11794251: 0 Tage idle - Level 17
8734351: 92 Tage idle - Level 12 (KEEP_CHARACTER)
11136051: 62 Tage idle - Level 14
13119651: 8 Tage idle - Level 9
11110551: 13 Tage idle - Level 12
12125351: 66 Tage idle - Level 1 => LOESCHEN
13018551: 41 Tage idle - Level 3
13843751: 11 Tage idle - Level 5
10117251: 93 Tage idle - Level 3 => LOESCHEN
8121951: 348 Tage idle - Level 12
9015051: 0 Tage idle - Level 29 (KEEP_CHARACTER)
13180251: 56 Tage idle - Level 1 => LOESCHEN
8431051: 72 Tage idle - Level 10
12065351: 15 Tage idle - Level 4
10087451: 61 Tage idle - Level 6
9795551: 42 Tage idle - Level 2
12156851: 82 Tage idle - Level 2 => LOESCHEN
9557951: 96 Tage idle - Level 6
13915951: 15 Tage idle - Level 1
13713051: 1 Tage idle - Level 1
12587651: 28 Tage idle - Level 7
11988751: 15 Tage idle - Level 11
12668851: 74 Tage idle - Level 3
13855251: 19 Tage idle - Level 1
14049551: 6 Tage idle - Level 6
13120551: 12 Tage idle - Level 3
8994451: 6 Tage idle - Level 21
14059851: 0 Tage idle - Level 6
9223851: 207 Tage idle - Level 7
8007151: 0 Tage idle - Level 57
13875851: 16 Tage idle - Level 1
13339251: 47 Tage idle - Level 1 => LOESCHEN
8184151: 78 Tage idle - Level 10
7955051: 21 Tage idle - Level 12
13597451: 21 Tage idle - Level 1 (KEEP_CHARACTER)
13678651: 24 Tage idle - Level 1
10726651: 0 Tage idle - Level 34
10534051: 40 Tage idle - Level 8
10584851: 111 Tage idle - Level 4
8873451: 121 Tage idle - Level 11
7945451: 12 Tage idle - Level 1
13187851: 56 Tage idle - Level 1 => LOESCHEN
13927451: 3 Tage idle - Level 2
13562251: 34 Tage idle - Level 1 => LOESCHEN
13025751: 9 Tage idle - Level 1
10575151: 1 Tage idle - Level 7
10413051: 209 Tage idle - Level 8
13785651: 9 Tage idle - Level 1
11149551: 10 Tage idle - Level 5
10347851: 119 Tage idle - Level 5
9802351: 197 Tage idle - Level 21
8630851: 47 Tage idle - Level 10 (KEEP_CHARACTER)
13137751: 1 Tage idle - Level 7
11367251: 8 Tage idle - Level 6
12179251: 14 Tage idle - Level 3
14080651: 2 Tage idle - Level 2
13644051: 0 Tage idle - Level 11
10287151: 202 Tage idle - Level 8
9042851: 16 Tage idle - Level 5
12316051: 6 Tage idle - Level 9
13000851: 56 Tage idle - Level 4
13482351: 13 Tage idle - Level 1
10322951: 43 Tage idle - Level 17
13817351: 0 Tage idle - Level 8
13452151: 21 Tage idle - Level 8 (KEEP_CHARACTER)
11894851: 18 Tage idle - Level 3
8500151: 237 Tage idle - Level 8
12944751: 31 Tage idle - Level 10
11600851: 26 Tage idle - Level 11 (KEEP_CHARACTER)
13675551: 0 Tage idle - Level 2
11409251: 120 Tage idle - Level 4 => LOESCHEN
13984751: 12 Tage idle - Level 1
8329151: 43 Tage idle - Level 13
9009251: 81 Tage idle - Level 6
13326551: 48 Tage idle - Level 1 => LOESCHEN
12980151: 19 Tage idle - Level 14
10957151: 111 Tage idle - Level 8
8911051: 29 Tage idle - Level 2
9763551: 35 Tage idle - Level 7
9814551: 0 Tage idle - Level 24
13432951: 5 Tage idle - Level 6
9530551: 114 Tage idle - Level 10
8202551: 0 Tage idle - Level 4
8952151: 141 Tage idle - Level 6
8460751: 224 Tage idle - Level 10
13955151: 13 Tage idle - Level 1
11987551: 86 Tage idle - Level 6
8800351: 27 Tage idle - Level 25
13433551: 10 Tage idle - Level 4
8517351: 100 Tage idle - Level 22
13803351: 2 Tage idle - Level 5
13236351: 8 Tage idle - Level 1
7943651: 199 Tage idle - Level 18
12991751: 26 Tage idle - Level 2
11942051: 115 Tage idle - Level 2 (KEEP_CHARACTER)
12004451: 100 Tage idle - Level 12
12875751: 0 Tage idle - Level 17
13190651: 32 Tage idle - Level 1 => LOESCHEN
14079151: 6 Tage idle - Level 1
12880351: 51 Tage idle - Level 5
12556951: 91 Tage idle - Level 1 => LOESCHEN
9542051: 170 Tage idle - Level 12
8370551: 33 Tage idle - Level 11 (KEEP_CHARACTER)
10538551: 70 Tage idle - Level 14
13657551: 27 Tage idle - Level 1
13166051: 6 Tage idle - Level 1
8249951: 214 Tage idle - Level 12
8664851: 4 Tage idle - Level 6
8335751: 38 Tage idle - Level 9
10138551: 56 Tage idle - Level 7
13095151: 22 Tage idle - Level 6
9107251: 171 Tage idle - Level 29
9152351: 263 Tage idle - Level 10
8923251: 20 Tage idle - Level 12
8072251: 0 Tage idle - Level 22
11097351: 54 Tage idle - Level 13
8092851: 286 Tage idle - Level 15
8878551: 256 Tage idle - Level 10
8468251: 36 Tage idle - Level 10
12299751: 49 Tage idle - Level 1 (KEEP_CHARACTER)
13349651: 33 Tage idle - Level 1 => LOESCHEN
12912051: 44 Tage idle - Level 1 => LOESCHEN
8194551: 22 Tage idle - Level 7
13191951: 0 Tage idle - Level 13
9817051: 25 Tage idle - Level 15
9244451: 159 Tage idle - Level 14
13445751: 0 Tage idle - Level 7
10042751: 219 Tage idle - Level 7 => LOESCHEN
14054951: 4 Tage idle - Level 1
12857051: 3 Tage idle - Level 1
8129551: 0 Tage idle - Level 33
11037651: 3 Tage idle - Level 5
13269051: 9 Tage idle - Level 13
9939351: 55 Tage idle - Level 8
10240551: 4 Tage idle - Level 12
8534851: 44 Tage idle - Level 3
12487951: 0 Tage idle - Level 13
7940551: 3 Tage idle - Level 5
13907651: 0 Tage idle - Level 13 (KEEP_CHARACTER)
14015051: 10 Tage idle - Level 1
13629251: 26 Tage idle - Level 5
10514951: 4 Tage idle - Level 6
9280551: 0 Tage idle - Level 32
8809151: 6 Tage idle - Level 40 (KEEP_CHARACTER)
13071551: 3 Tage idle - Level 1
13786351: 18 Tage idle - Level 1
13132851: 32 Tage idle - Level 24
9317251: 216 Tage idle - Level 9
10570951: 3 Tage idle - Level 9
11874351: 112 Tage idle - Level 3 => LOESCHEN
12478951: 3 Tage idle - Level 23
14127751: 0 Tage idle - Level 3 (KEEP_CHARACTER)
10004151: 76 Tage idle - Level 16
8379351: 135 Tage idle - Level 4 => LOESCHEN
11444151: 0 Tage idle - Level 36
12792751: 67 Tage idle - Level 5
12707151: 13 Tage idle - Level 15
13027751: 18 Tage idle - Level 8
10865851: 35 Tage idle - Level 8
14092251: 4 Tage idle - Level 5
11718551: 133 Tage idle - Level 8
12778451: 0 Tage idle - Level 17 (KEEP_CHARACTER)
10309351: 0 Tage idle - Level 10
12464251: 29 Tage idle - Level 1
9369251: 0 Tage idle - Level 21
9373951: 8 Tage idle - Level 1
11910751: 61 Tage idle - Level 5
10096651: 11 Tage idle - Level 11
13742151: 0 Tage idle - Level 8
9222051: 38 Tage idle - Level 12 (KEEP_CHARACTER)
7989151: 150 Tage idle - Level 20
11729451: 10 Tage idle - Level 1
9769951: 188 Tage idle - Level 7
10972851: 157 Tage idle - Level 8
8840951: 13 Tage idle - Level 13
12211351: 91 Tage idle - Level 6
13803451: 5 Tage idle - Level 8
10081351: 217 Tage idle - Level 10
11212451: 0 Tage idle - Level 39 (KEEP_CHARACTER)
7973951: 9 Tage idle - Level 9
8117451: 183 Tage idle - Level 8
13297451: 48 Tage idle - Level 2
13550251: 8 Tage idle - Level 9
13267251: 0 Tage idle - Level 24 (KEEP_CHARACTER)
11531951: 0 Tage idle - Level 3
13358751: 19 Tage idle - Level 1
13439951: 42 Tage idle - Level 1 => LOESCHEN
13865051: 13 Tage idle - Level 11
11887151: 129 Tage idle - Level 5
9355251: 7 Tage idle - Level 11
8219851: 214 Tage idle - Level 7 => LOESCHEN
8715951: 218 Tage idle - Level 10
9810951: 216 Tage idle - Level 11
13510451: 9 Tage idle - Level 1
12592451: 81 Tage idle - Level 1 (KEEP_CHARACTER)
13769651: 5 Tage idle - Level 1 (KEEP_CHARACTER)
11127951: 48 Tage idle - Level 5
10376951: 173 Tage idle - Level 6
14094851: 5 Tage idle - Level 1
11979251: 25 Tage idle - Level 16
11695251: 1 Tage idle - Level 6
8306251: 127 Tage idle - Level 6
12795951: 40 Tage idle - Level 16
8721151: 0 Tage idle - Level 12
10286051: 213 Tage idle - Level 12
13106451: 60 Tage idle - Level 1 => LOESCHEN
8442851: 5 Tage idle - Level 13
12233851: 46 Tage idle - Level 8
12360051: 13 Tage idle - Level 1
13947551: 5 Tage idle - Level 1
9918951: 46 Tage idle - Level 6
13456051: 41 Tage idle - Level 1 => LOESCHEN
9553751: 256 Tage idle - Level 9
7945651: 12 Tage idle - Level 16
12948651: 41 Tage idle - Level 3
10985651: 100 Tage idle - Level 8
13152151: 0 Tage idle - Level 13
10656551: 103 Tage idle - Level 11
11625251: 43 Tage idle - Level 13
8240651: 25 Tage idle - Level 1
13446451: 36 Tage idle - Level 3
11012151: 184 Tage idle - Level 7
13942551: 12 Tage idle - Level 1
8205851: 7 Tage idle - Level 6
8250951: 4 Tage idle - Level 20
13208851: 15 Tage idle - Level 1
13178351: 0 Tage idle - Level 1
13137951: 0 Tage idle - Level 2
10104751: 4 Tage idle - Level 3
13847052: 0 Tage idle - Level 10
12503152: 0 Tage idle - Level 7
12300352: 5 Tage idle - Level 8
8074252: 111 Tage idle - Level 10
8980652: 77 Tage idle - Level 14
10783452: 33 Tage idle - Level 5
11889752: 10 Tage idle - Level 2
14060952: 7 Tage idle - Level 1
14188152: 0 Tage idle - Level 1
12452852: 16 Tage idle - Level 8
10348652: 30 Tage idle - Level 1 => LOESCHEN
14147752: 2 Tage idle - Level 1
8550452: 43 Tage idle - Level 14
13219752: 14 Tage idle - Level 8
13391052: 14 Tage idle - Level 7
13472252: 0 Tage idle - Level 30 (KEEP_CHARACTER)
10895452: 3 Tage idle - Level 15
13720452: 26 Tage idle - Level 1
9788652: 4 Tage idle - Level 1
13776852: 0 Tage idle - Level 1
13994552: 10 Tage idle - Level 1
12605552: 0 Tage idle - Level 14
9302052: 63 Tage idle - Level 10
13584252: 0 Tage idle - Level 6
11069852: 173 Tage idle - Level 7
13706152: 1 Tage idle - Level 11
13133552: 59 Tage idle - Level 1 => LOESCHEN
13913652: 1 Tage idle - Level 6
9976152: 200 Tage idle - Level 7
14071852: 6 Tage idle - Level 1
13888852: 0 Tage idle - Level 18
13356952: 0 Tage idle - Level 9
12185352: 2 Tage idle - Level 1
10248152: 4 Tage idle - Level 11
12398452: 73 Tage idle - Level 8
11637452: 26 Tage idle - Level 1
8465952: 7 Tage idle - Level 18
9191052: 6 Tage idle - Level 12
10151752: 11 Tage idle - Level 19
14113152: 3 Tage idle - Level 7
8151752: 95 Tage idle - Level 10
10375052: 35 Tage idle - Level 12
12687752: 45 Tage idle - Level 6
10907252: 17 Tage idle - Level 10
14022352: 3 Tage idle - Level 8 (KEEP_CHARACTER)
12170752: 2 Tage idle - Level 5
11329552: 63 Tage idle - Level 6
13230952: 49 Tage idle - Level 1 => LOESCHEN
13312052: 23 Tage idle - Level 1
12678052: 15 Tage idle - Level 9
12890152: 50 Tage idle - Level 1 => LOESCHEN
13874852: 18 Tage idle - Level 1
11440552: 1 Tage idle - Level 19
12095852: 15 Tage idle - Level 4
13019452: 7 Tage idle - Level 2
13769052: 4 Tage idle - Level 6
8071852: 11 Tage idle - Level 14
12967352: 28 Tage idle - Level 2
10370752: 72 Tage idle - Level 4
13373752: 3 Tage idle - Level 2
12699252: 71 Tage idle - Level 8
12815552: 16 Tage idle - Level 12 (KEEP_CHARACTER)
10710352: 136 Tage idle - Level 8
10224552: 23 Tage idle - Level 3
13510552: 1 Tage idle - Level 13
9491952: 19 Tage idle - Level 9
12501352: 5 Tage idle - Level 1 (KEEP_CHARACTER)
12836052: 75 Tage idle - Level 4
12598152: 0 Tage idle - Level 23
12101352: 3 Tage idle - Level 14
13577152: 2 Tage idle - Level 5
11285052: 104 Tage idle - Level 1 (KEEP_CHARACTER)
13141352: 58 Tage idle - Level 1 => LOESCHEN
10934352: 11 Tage idle - Level 1 (KEEP_CHARACTER)
12755552: 29 Tage idle - Level 1
10286152: 0 Tage idle - Level 10
8863452: 20 Tage idle - Level 10
8164552: 30 Tage idle - Level 18
13820352: 19 Tage idle - Level 1
8377652: 195 Tage idle - Level 15
10595352: 184 Tage idle - Level 8
12943052: 68 Tage idle - Level 1 (KEEP_CHARACTER)
13466452: 20 Tage idle - Level 3
14191652: 0 Tage idle - Level 1
13137352: 57 Tage idle - Level 1 => LOESCHEN
8428652: 93 Tage idle - Level 6
10317252: 206 Tage idle - Level 7
8691452: 258 Tage idle - Level 20
8028652: 30 Tage idle - Level 10
14085952: 3 Tage idle - Level 1
11594952: 1 Tage idle - Level 1
13289852: 47 Tage idle - Level 1 => LOESCHEN
8180052: 158 Tage idle - Level 6
13259652: 36 Tage idle - Level 1 => LOESCHEN
11337352: 142 Tage idle - Level 5
12351152: 51 Tage idle - Level 7
12275652: 19 Tage idle - Level 1
14005652: 2 Tage idle - Level 4 (KEEP_CHARACTER)
10211152: 32 Tage idle - Level 11
11271052: 163 Tage idle - Level 6
13923352: 15 Tage idle - Level 1
8804352: 155 Tage idle - Level 12
11251152: 6 Tage idle - Level 19
12144352: 8 Tage idle - Level 6
13604552: 31 Tage idle - Level 1 => LOESCHEN
9585952: 0 Tage idle - Level 11
11915252: 8 Tage idle - Level 10
13741052: 7 Tage idle - Level 1
13549552: 27 Tage idle - Level 1
13838152: 14 Tage idle - Level 1
10435152: 9 Tage idle - Level 6
12666652: 34 Tage idle - Level 3
12210252: 3 Tage idle - Level 5
11991152: 2 Tage idle - Level 23 (KEEP_CHARACTER)
8480252: 230 Tage idle - Level 12
13310952: 0 Tage idle - Level 11
9702852: 70 Tage idle - Level 5
8288752: 176 Tage idle - Level 5 => LOESCHEN
12069452: 1 Tage idle - Level 16
8901052: 4 Tage idle - Level 9
14006952: 9 Tage idle - Level 1
14149052: 0 Tage idle - Level 1
13757652: 23 Tage idle - Level 1
13762252: 5 Tage idle - Level 5
12261652: 30 Tage idle - Level 6
13985652: 6 Tage idle - Level 1
12854852: 74 Tage idle - Level 2 => LOESCHEN
13226352: 13 Tage idle - Level 1
8355252: 0 Tage idle - Level 115 (KEEP_CHARACTER)
8107352: 54 Tage idle - Level 13
13439452: 42 Tage idle - Level 1 => LOESCHEN
13570352: 32 Tage idle - Level 3
8988952: 3 Tage idle - Level 11
8209052: 14 Tage idle - Level 15
7943952: 5 Tage idle - Level 17 (KEEP_CHARACTER)
13667452: 1 Tage idle - Level 1
8760552: 33 Tage idle - Level 14
9856552: 35 Tage idle - Level 9
8766152: 40 Tage idle - Level 16
13064652: 4 Tage idle - Level 1 (KEEP_CHARACTER)
8644552: 86 Tage idle - Level 6 (KEEP_CHARACTER)
14084052: 6 Tage idle - Level 1
9456552: 7 Tage idle - Level 6
8528552: 134 Tage idle - Level 8
8654852: 204 Tage idle - Level 7
11501952: 5 Tage idle - Level 21
9588452: 21 Tage idle - Level 19
10376452: 164 Tage idle - Level 7
12516752: 79 Tage idle - Level 9
8370852: 195 Tage idle - Level 6 => LOESCHEN
13668052: 1 Tage idle - Level 1
11107552: 1 Tage idle - Level 24
12167452: 96 Tage idle - Level 4
13672752: 11 Tage idle - Level 6
12537252: 29 Tage idle - Level 8 (KEEP_CHARACTER)
12744752: 18 Tage idle - Level 10
12430552: 92 Tage idle - Level 7
14170552: 0 Tage idle - Level 1
9254352: 242 Tage idle - Level 12
9461852: 168 Tage idle - Level 11
11072052: 61 Tage idle - Level 3
9153252: 70 Tage idle - Level 16
13511252: 3 Tage idle - Level 13
13638552: 20 Tage idle - Level 1
13232952: 33 Tage idle - Level 8
12061352: 114 Tage idle - Level 6
13988152: 8 Tage idle - Level 1
13243152: 27 Tage idle - Level 1
13820452: 2 Tage idle - Level 1
12776152: 55 Tage idle - Level 1 => LOESCHEN
8185152: 18 Tage idle - Level 12
