Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Sun Jan  1 00:13:00 2006
11585348: 52 Tage idle - Level 1 => LOESCHEN
12472948: 5 Tage idle - Level 1
8864848: 23 Tage idle - Level 12
10054548: 13 Tage idle - Level 4
10302748: 21 Tage idle - Level 20
10308348: 67 Tage idle - Level 2 => LOESCHEN
8186448: 1 Tage idle - Level 11
8475048: 3 Tage idle - Level 4
8769348: 2 Tage idle - Level 1
8930748: 1 Tage idle - Level 5
8601648: 12 Tage idle - Level 7
8784248: 1 Tage idle - Level 20
12311448: 14 Tage idle - Level 3
9135248: 0 Tage idle - Level 6
12079148: 27 Tage idle - Level 1
10835248: 62 Tage idle - Level 5
8217548: 227 Tage idle - Level 9
12534848: 0 Tage idle - Level 11
10354048: 3 Tage idle - Level 26
11535948: 2 Tage idle - Level 10
12013148: 1 Tage idle - Level 1
9267848: 184 Tage idle - Level 7
10470748: 118 Tage idle - Level 9
11987248: 29 Tage idle - Level 1
9530948: 2 Tage idle - Level 10
8324548: 15 Tage idle - Level 27
8178048: 14 Tage idle - Level 15
11648548: 36 Tage idle - Level 3
11987948: 34 Tage idle - Level 1 => LOESCHEN
8229048: 106 Tage idle - Level 13
8851448: 46 Tage idle - Level 9
8603548: 10 Tage idle - Level 5 (KEEP_CHARACTER)
11460648: 39 Tage idle - Level 1 => LOESCHEN
12140748: 0 Tage idle - Level 29
10249648: 26 Tage idle - Level 6
11643548: 10 Tage idle - Level 2
8674848: 3 Tage idle - Level 5
11653848: 55 Tage idle - Level 1 => LOESCHEN
8142948: 12 Tage idle - Level 13
9982948: 70 Tage idle - Level 2 => LOESCHEN
11948048: 36 Tage idle - Level 1 => LOESCHEN
8360648: 61 Tage idle - Level 20 (KEEP_CHARACTER)
11952748: 30 Tage idle - Level 1 => LOESCHEN
8569048: 11 Tage idle - Level 6
10330448: 0 Tage idle - Level 16 (KEEP_CHARACTER)
11010548: 1 Tage idle - Level 10
10953848: 6 Tage idle - Level 1
10381148: 105 Tage idle - Level 12
10098148: 144 Tage idle - Level 7
8589648: 12 Tage idle - Level 8
12289148: 10 Tage idle - Level 1
9851648: 8 Tage idle - Level 11
8888548: 59 Tage idle - Level 7
9649848: 113 Tage idle - Level 9
11861948: 42 Tage idle - Level 1 => LOESCHEN
9244148: 32 Tage idle - Level 8
11710048: 42 Tage idle - Level 1 => LOESCHEN
11264748: 12 Tage idle - Level 5
10665848: 108 Tage idle - Level 5
10792048: 62 Tage idle - Level 2 => LOESCHEN
11396648: 2 Tage idle - Level 1
12157948: 0 Tage idle - Level 15
9427048: 29 Tage idle - Level 14
8417948: 215 Tage idle - Level 8
9189148: 188 Tage idle - Level 12
11644848: 56 Tage idle - Level 1 => LOESCHEN
11979548: 3 Tage idle - Level 6
8422548: 201 Tage idle - Level 14
11336248: 76 Tage idle - Level 5
9204348: 189 Tage idle - Level 10
11624948: 27 Tage idle - Level 5
10408248: 15 Tage idle - Level 2
10296648: 3 Tage idle - Level 9
11767048: 3 Tage idle - Level 20
12087648: 2 Tage idle - Level 3
9280248: 14 Tage idle - Level 1
8398348: 5 Tage idle - Level 1
8104348: 161 Tage idle - Level 5 (KEEP_CHARACTER)
11042648: 4 Tage idle - Level 8
11412448: 13 Tage idle - Level 2
12224448: 13 Tage idle - Level 1
9129448: 97 Tage idle - Level 10
12437548: 0 Tage idle - Level 10
12482648: 0 Tage idle - Level 9 (KEEP_CHARACTER)
12108448: 8 Tage idle - Level 1
8008948: 0 Tage idle - Level 3
11109548: 88 Tage idle - Level 2 => LOESCHEN
9975148: 48 Tage idle - Level 6
11656348: 55 Tage idle - Level 1 => LOESCHEN
12098548: 26 Tage idle - Level 1
9448948: 0 Tage idle - Level 36 (KEEP_CHARACTER)
9205648: 7 Tage idle - Level 19
11843948: 3 Tage idle - Level 7
12159848: 0 Tage idle - Level 6
7947148: 5 Tage idle - Level 1 (KEEP_CHARACTER)
7951848: 109 Tage idle - Level 15
8302848: 15 Tage idle - Level 33
8191148: 79 Tage idle - Level 7
9783248: 5 Tage idle - Level 6
9945648: 27 Tage idle - Level 16
8617648: 0 Tage idle - Level 31
10136448: 28 Tage idle - Level 11
10693548: 52 Tage idle - Level 13
11621848: 40 Tage idle - Level 1 => LOESCHEN
10242848: 2 Tage idle - Level 5
9789548: 3 Tage idle - Level 14
10496348: 0 Tage idle - Level 26
10167248: 96 Tage idle - Level 8
8496348: 3 Tage idle - Level 12
11140648: 6 Tage idle - Level 7
12317848: 13 Tage idle - Level 1
10212648: 58 Tage idle - Level 11
10420048: 95 Tage idle - Level 9
10395248: 7 Tage idle - Level 20
9024648: 199 Tage idle - Level 8
12211048: 19 Tage idle - Level 1
11166848: 2 Tage idle - Level 2
12180648: 11 Tage idle - Level 5
10243448: 6 Tage idle - Level 10
8157648: 240 Tage idle - Level 11
10167948: 0 Tage idle - Level 78 (KEEP_CHARACTER)
8127448: 48 Tage idle - Level 13
9511048: 13 Tage idle - Level 1
10390248: 14 Tage idle - Level 16
11653248: 48 Tage idle - Level 1 => LOESCHEN
10446948: 21 Tage idle - Level 3
10128048: 8 Tage idle - Level 1
10953248: 45 Tage idle - Level 1 => LOESCHEN
10051548: 11 Tage idle - Level 10
11846448: 37 Tage idle - Level 1 => LOESCHEN
11689748: 0 Tage idle - Level 1
10923048: 50 Tage idle - Level 9
11937948: 30 Tage idle - Level 1 => LOESCHEN
8061848: 1 Tage idle - Level 10
9527648: 14 Tage idle - Level 3
11993248: 2 Tage idle - Level 6
10665248: 2 Tage idle - Level 1 (KEEP_CHARACTER)
8868048: 0 Tage idle - Level 6
10184048: 2 Tage idle - Level 4
8098248: 202 Tage idle - Level 6 => LOESCHEN
8913448: 1 Tage idle - Level 8
10974448: 26 Tage idle - Level 3
9735748: 144 Tage idle - Level 9
11948848: 8 Tage idle - Level 1
11908348: 1 Tage idle - Level 1
10655648: 56 Tage idle - Level 2
8939648: 52 Tage idle - Level 12
8574448: 0 Tage idle - Level 18
7975548: 6 Tage idle - Level 19 (KEEP_CHARACTER)
12036348: 30 Tage idle - Level 1 => LOESCHEN
11482548: 57 Tage idle - Level 6
8052848: 48 Tage idle - Level 12
9720448: 3 Tage idle - Level 13
8711248: 2 Tage idle - Level 8 (KEEP_CHARACTER)
11569348: 22 Tage idle - Level 21
10438548: 34 Tage idle - Level 5
12051248: 3 Tage idle - Level 1
11584248: 2 Tage idle - Level 8 (KEEP_CHARACTER)
11001648: 75 Tage idle - Level 12
11964348: 28 Tage idle - Level 1
11265448: 8 Tage idle - Level 1
9387048: 40 Tage idle - Level 11
10093948: 3 Tage idle - Level 12 (KEEP_CHARACTER)
11721048: 50 Tage idle - Level 1 => LOESCHEN
10469348: 60 Tage idle - Level 1 => LOESCHEN
10555148: 92 Tage idle - Level 7
8636348: 35 Tage idle - Level 18
12417048: 0 Tage idle - Level 1
9655848: 41 Tage idle - Level 4
9290648: 121 Tage idle - Level 16
11747248: 48 Tage idle - Level 1 => LOESCHEN
11792348: 42 Tage idle - Level 1 => LOESCHEN
12305748: 0 Tage idle - Level 1
9666048: 160 Tage idle - Level 11
8864348: 18 Tage idle - Level 3
9544448: 9 Tage idle - Level 8
9625648: 118 Tage idle - Level 11
10955848: 21 Tage idle - Level 14
9757548: 72 Tage idle - Level 2 => LOESCHEN
11433048: 66 Tage idle - Level 2 => LOESCHEN
12447948: 4 Tage idle - Level 1
11802948: 31 Tage idle - Level 1 => LOESCHEN
12245048: 0 Tage idle - Level 11
9802948: 158 Tage idle - Level 9
12539348: 0 Tage idle - Level 1
11038748: 47 Tage idle - Level 1 => LOESCHEN
8515348: 146 Tage idle - Level 8
12549648: 1 Tage idle - Level 1 (KEEP_CHARACTER)
11205748: 84 Tage idle - Level 1 (KEEP_CHARACTER)
9863948: 1 Tage idle - Level 17
8728448: 132 Tage idle - Level 6
12473048: 4 Tage idle - Level 2
9210348: 158 Tage idle - Level 10
9423448: 0 Tage idle - Level 23
11722348: 27 Tage idle - Level 5
11773048: 47 Tage idle - Level 1 => LOESCHEN
11783348: 0 Tage idle - Level 1
8855348: 3 Tage idle - Level 32
12144648: 23 Tage idle - Level 1
8339348: 144 Tage idle - Level 9
9105248: 143 Tage idle - Level 9
8187248: 2 Tage idle - Level 25
11241848: 12 Tage idle - Level 1
12469748: 5 Tage idle - Level 1
10618348: 86 Tage idle - Level 3
11146348: 3 Tage idle - Level 1
11723648: 0 Tage idle - Level 23
10800248: 90 Tage idle - Level 5
11526448: 42 Tage idle - Level 7
8800248: 110 Tage idle - Level 15
11951648: 29 Tage idle - Level 1
11592048: 58 Tage idle - Level 1 => LOESCHEN
12308248: 5 Tage idle - Level 1
10375448: 52 Tage idle - Level 1 => LOESCHEN
7989648: 32 Tage idle - Level 19
11561948: 1 Tage idle - Level 11
10917948: 12 Tage idle - Level 1
12004348: 20 Tage idle - Level 8 (KEEP_CHARACTER)
11592748: 55 Tage idle - Level 6
8168648: 38 Tage idle - Level 11
12567048: 0 Tage idle - Level 3
9972848: 4 Tage idle - Level 1
8264748: 9 Tage idle - Level 8
10847648: 2 Tage idle - Level 2
9942648: 2 Tage idle - Level 15
10573948: 5 Tage idle - Level 1
11922748: 5 Tage idle - Level 8
8411848: 23 Tage idle - Level 7
9477348: 17 Tage idle - Level 18
10300448: 29 Tage idle - Level 6
10923848: 20 Tage idle - Level 1
8057948: 0 Tage idle - Level 9
8391648: 220 Tage idle - Level 11
8685948: 158 Tage idle - Level 18
11472348: 3 Tage idle - Level 15 (KEEP_CHARACTER)
8701048: 45 Tage idle - Level 15 (KEEP_CHARACTER)
12036448: 26 Tage idle - Level 2
12451348: 6 Tage idle - Level 1
12502348: 3 Tage idle - Level 1
12553048: 0 Tage idle - Level 2
12031448: 30 Tage idle - Level 1 => LOESCHEN
11771948: 28 Tage idle - Level 4
7950748: 147 Tage idle - Level 15
11863348: 36 Tage idle - Level 1 => LOESCHEN
10281548: 118 Tage idle - Level 6
11296348: 45 Tage idle - Level 2
8525048: 130 Tage idle - Level 6
8778648: 109 Tage idle - Level 9
10990748: 10 Tage idle - Level 1
11706948: 45 Tage idle - Level 1 => LOESCHEN
10378648: 11 Tage idle - Level 10
12037748: 4 Tage idle - Level 9
8348448: 84 Tage idle - Level 15
8358748: 0 Tage idle - Level 1
11378148: 44 Tage idle - Level 1 => LOESCHEN
9327448: 151 Tage idle - Level 11
8160548: 33 Tage idle - Level 13
8495248: 135 Tage idle - Level 11
9626348: 92 Tage idle - Level 5
11195948: 7 Tage idle - Level 10
11444048: 0 Tage idle - Level 10
12412848: 1 Tage idle - Level 1
12256048: 1 Tage idle - Level 1
11611048: 0 Tage idle - Level 8 (KEEP_CHARACTER)
9697648: 78 Tage idle - Level 7
12469148: 0 Tage idle - Level 3
10242348: 56 Tage idle - Level 1 => LOESCHEN
9094848: 12 Tage idle - Level 7
8298748: 8 Tage idle - Level 42 (KEEP_CHARACTER)
12114548: 16 Tage idle - Level 1
10840148: 0 Tage idle - Level 13
12408848: 2 Tage idle - Level 9
9895448: 0 Tage idle - Level 11
11444748: 0 Tage idle - Level 12
11814548: 0 Tage idle - Level 1
12008848: 0 Tage idle - Level 11
8693748: 202 Tage idle - Level 6 => LOESCHEN
11668048: 54 Tage idle - Level 1 => LOESCHEN
12439648: 0 Tage idle - Level 7
10314548: 8 Tage idle - Level 9
12308348: 10 Tage idle - Level 9
12560948: 0 Tage idle - Level 1
10871648: 0 Tage idle - Level 23
10097148: 130 Tage idle - Level 4 => LOESCHEN
10847048: 6 Tage idle - Level 15
11947748: 36 Tage idle - Level 1 => LOESCHEN
9860948: 0 Tage idle - Level 14
11050648: 1 Tage idle - Level 8
12100548: 13 Tage idle - Level 1
12480348: 4 Tage idle - Level 1
10710148: 68 Tage idle - Level 13 (KEEP_CHARACTER)
8589248: 0 Tage idle - Level 33 (KEEP_CHARACTER)
12242748: 1 Tage idle - Level 2
8051748: 75 Tage idle - Level 20
10892848: 3 Tage idle - Level 9 (KEEP_CHARACTER)
7964848: 35 Tage idle - Level 8
12354748: 11 Tage idle - Level 1
10330748: 130 Tage idle - Level 5
11183148: 48 Tage idle - Level 4
8204448: 143 Tage idle - Level 8
12238748: 10 Tage idle - Level 4
8954048: 142 Tage idle - Level 20
7944948: 5 Tage idle - Level 21
12121748: 1 Tage idle - Level 6
11568948: 31 Tage idle - Level 4
11295148: 7 Tage idle - Level 1
10245548: 103 Tage idle - Level 3 => LOESCHEN
9700048: 143 Tage idle - Level 8
11300048: 68 Tage idle - Level 1 (KEEP_CHARACTER)
12152548: 5 Tage idle - Level 4
8822848: 119 Tage idle - Level 13
9918848: 108 Tage idle - Level 14
12446848: 3 Tage idle - Level 5
8255848: 207 Tage idle - Level 12
7945548: 0 Tage idle - Level 40 (KEEP_CHARACTER)
11123448: 88 Tage idle - Level 3
8696948: 85 Tage idle - Level 6
12350348: 12 Tage idle - Level 1
12396448: 9 Tage idle - Level 1 (KEEP_CHARACTER)
8904648: 1 Tage idle - Level 15
9275948: 5 Tage idle - Level 8
12457748: 1 Tage idle - Level 1
8347948: 84 Tage idle - Level 15
11124048: 4 Tage idle - Level 21
11250348: 70 Tage idle - Level 6
10606348: 53 Tage idle - Level 1 => LOESCHEN
10449648: 84 Tage idle - Level 8
10535448: 11 Tage idle - Level 13
12103048: 5 Tage idle - Level 13
9636048: 11 Tage idle - Level 1
9063448: 1 Tage idle - Level 37
12407648: 2 Tage idle - Level 1
8186148: 74 Tage idle - Level 16
12539548: 1 Tage idle - Level 2
11089648: 39 Tage idle - Level 10
8074848: 41 Tage idle - Level 3
9580048: 5 Tage idle - Level 17
8363448: 181 Tage idle - Level 6 => LOESCHEN
12068648: 16 Tage idle - Level 1
11884648: 40 Tage idle - Level 1 => LOESCHEN
9884648: 8 Tage idle - Level 4
9606548: 144 Tage idle - Level 14
12398348: 0 Tage idle - Level 1
11186348: 9 Tage idle - Level 10
8415048: 83 Tage idle - Level 10
10354448: 3 Tage idle - Level 2
9282448: 16 Tage idle - Level 8
7958348: 247 Tage idle - Level 2 (KEEP_CHARACTER)
12008948: 1 Tage idle - Level 1
10937348: 60 Tage idle - Level 5
12393348: 0 Tage idle - Level 2
11749348: 42 Tage idle - Level 4
12352948: 0 Tage idle - Level 8
12312448: 10 Tage idle - Level 1
10005448: 8 Tage idle - Level 7
8415748: 3 Tage idle - Level 28
11359648: 0 Tage idle - Level 21
12328348: 5 Tage idle - Level 4
8714648: 20 Tage idle - Level 30
12257448: 17 Tage idle - Level 1
9445448: 0 Tage idle - Level 22
8147648: 218 Tage idle - Level 15
9496148: 48 Tage idle - Level 18
11663148: 22 Tage idle - Level 1
10446548: 51 Tage idle - Level 9
11997948: 16 Tage idle - Level 8
10780248: 5 Tage idle - Level 1
10117448: 48 Tage idle - Level 8
12267748: 16 Tage idle - Level 1 (KEEP_CHARACTER)
9090548: 16 Tage idle - Level 5
8491648: 1 Tage idle - Level 25 (KEEP_CHARACTER)
10867048: 94 Tage idle - Level 1 => LOESCHEN
12242148: 18 Tage idle - Level 1
12576948: 0 Tage idle - Level 1
11521648: 52 Tage idle - Level 1 => LOESCHEN
11567748: 60 Tage idle - Level 1 => LOESCHEN
11238648: 1 Tage idle - Level 7
11080948: 9 Tage idle - Level 16 (KEEP_CHARACTER)
10857448: 62 Tage idle - Level 14
8158548: 217 Tage idle - Level 8
8370648: 19 Tage idle - Level 1
11598548: 1 Tage idle - Level 25
11714848: 23 Tage idle - Level 1
10380948: 131 Tage idle - Level 5
11922248: 37 Tage idle - Level 1 => LOESCHEN
7944348: 143 Tage idle - Level 4 => LOESCHEN
10062048: 18 Tage idle - Level 8
11654148: 55 Tage idle - Level 1 => LOESCHEN
8482648: 2 Tage idle - Level 29
11259848: 80 Tage idle - Level 4
11183248: 6 Tage idle - Level 20
9837048: 66 Tage idle - Level 10
9558748: 0 Tage idle - Level 14
10559848: 7 Tage idle - Level 22
12000148: 28 Tage idle - Level 1
11609748: 9 Tage idle - Level 17
10974748: 21 Tage idle - Level 6
12334948: 12 Tage idle - Level 1
9604048: 0 Tage idle - Level 24
10777548: 1 Tage idle - Level 20 (KEEP_CHARACTER)
8032548: 1 Tage idle - Level 13
8078648: 184 Tage idle - Level 7
11710448: 40 Tage idle - Level 13
9599848: 7 Tage idle - Level 11
11801948: 25 Tage idle - Level 4
11929148: 37 Tage idle - Level 1 => LOESCHEN
12081748: 7 Tage idle - Level 8
8422948: 144 Tage idle - Level 7
12122448: 25 Tage idle - Level 1
8554848: 111 Tage idle - Level 6
12132748: 21 Tage idle - Level 1
12502548: 0 Tage idle - Level 3
11625248: 57 Tage idle - Level 1 => LOESCHEN
10499848: 123 Tage idle - Level 4 => LOESCHEN
10616048: 10 Tage idle - Level 8
10337748: 126 Tage idle - Level 5
9964648: 115 Tage idle - Level 15
10712148: 55 Tage idle - Level 6
11524148: 2 Tage idle - Level 13
12417348: 0 Tage idle - Level 1
12062448: 28 Tage idle - Level 1
11463548: 33 Tage idle - Level 1 (KEEP_CHARACTER)
8241248: 178 Tage idle - Level 16
10454348: 9 Tage idle - Level 1
12108849: 26 Tage idle - Level 1
10009249: 137 Tage idle - Level 7
8261849: 16 Tage idle - Level 1
11935049: 37 Tage idle - Level 1 => LOESCHEN
9079449: 0 Tage idle - Level 29
10647549: 43 Tage idle - Level 1 => LOESCHEN
10743649: 48 Tage idle - Level 1 => LOESCHEN
8373849: 151 Tage idle - Level 7
9712349: 36 Tage idle - Level 1 => LOESCHEN
8211749: 3 Tage idle - Level 22
9515149: 59 Tage idle - Level 2
7957849: 0 Tage idle - Level 58 (KEEP_CHARACTER)
11530049: 5 Tage idle - Level 5
9819749: 13 Tage idle - Level 5 (KEEP_CHARACTER)
8520949: 217 Tage idle - Level 11
11793949: 0 Tage idle - Level 1
11875049: 2 Tage idle - Level 1
11464849: 0 Tage idle - Level 6
11672249: 49 Tage idle - Level 1 => LOESCHEN
10126549: 0 Tage idle - Level 20 (KEEP_CHARACTER)
9627149: 143 Tage idle - Level 8
11302749: 78 Tage idle - Level 2 => LOESCHEN
11105549: 84 Tage idle - Level 2 => LOESCHEN
12206149: 20 Tage idle - Level 1
8147049: 11 Tage idle - Level 21
9779649: 104 Tage idle - Level 9
9288149: 3 Tage idle - Level 7
9404449: 0 Tage idle - Level 32 (KEEP_CHARACTER)
11298449: 8 Tage idle - Level 13
11703349: 27 Tage idle - Level 6
10324349: 55 Tage idle - Level 13
10172249: 55 Tage idle - Level 8
8040349: 56 Tage idle - Level 4
11632449: 36 Tage idle - Level 7
11845549: 5 Tage idle - Level 6
7953449: 1 Tage idle - Level 43
9156949: 4 Tage idle - Level 10
8314749: 227 Tage idle - Level 9
10735249: 58 Tage idle - Level 7
10867149: 40 Tage idle - Level 1 => LOESCHEN
11709649: 4 Tage idle - Level 1
11430249: 67 Tage idle - Level 2 => LOESCHEN
10467149: 79 Tage idle - Level 5
10010849: 145 Tage idle - Level 4 => LOESCHEN
12495849: 2 Tage idle - Level 5
11861049: 29 Tage idle - Level 5
11289449: 4 Tage idle - Level 13
9446149: 39 Tage idle - Level 8
9491249: 7 Tage idle - Level 16
11410349: 24 Tage idle - Level 1
11537649: 0 Tage idle - Level 9
12425149: 8 Tage idle - Level 3
8295149: 69 Tage idle - Level 31
10133049: 41 Tage idle - Level 13 (KEEP_CHARACTER)
8173549: 32 Tage idle - Level 4
11846849: 19 Tage idle - Level 8
12035449: 2 Tage idle - Level 3
10710349: 70 Tage idle - Level 8
8133049: 237 Tage idle - Level 8
8179149: 32 Tage idle - Level 15
8929049: 207 Tage idle - Level 6 => LOESCHEN
9375949: 57 Tage idle - Level 6
11958849: 31 Tage idle - Level 1 => LOESCHEN
10994749: 48 Tage idle - Level 1 => LOESCHEN
8245049: 42 Tage idle - Level 15
11345749: 7 Tage idle - Level 9
11224049: 8 Tage idle - Level 11
10913849: 85 Tage idle - Level 2 => LOESCHEN
10184449: 4 Tage idle - Level 17
9274849: 87 Tage idle - Level 5
10432649: 62 Tage idle - Level 10
8473049: 188 Tage idle - Level 8
11817249: 35 Tage idle - Level 8
9533249: 3 Tage idle - Level 28
12426449: 1 Tage idle - Level 1
12269749: 0 Tage idle - Level 8
8858849: 1 Tage idle - Level 1 (KEEP_CHARACTER)
11011649: 91 Tage idle - Level 9
8053149: 88 Tage idle - Level 15
11199949: 11 Tage idle - Level 11
10433249: 2 Tage idle - Level 9
10357749: 115 Tage idle - Level 8
8225849: 0 Tage idle - Level 13
12386349: 0 Tage idle - Level 6
11843049: 14 Tage idle - Level 1
8459449: 7 Tage idle - Level 15
8504849: 1 Tage idle - Level 3 (KEEP_CHARACTER)
8773249: 3 Tage idle - Level 1 (KEEP_CHARACTER)
11337349: 1 Tage idle - Level 22
11185249: 2 Tage idle - Level 11
9879549: 42 Tage idle - Level 20
12569949: 0 Tage idle - Level 1
12078449: 0 Tage idle - Level 8
11069249: 21 Tage idle - Level 8
11894449: 40 Tage idle - Level 1 => LOESCHEN
10556149: 4 Tage idle - Level 7
9443749: 130 Tage idle - Level 8
9626649: 97 Tage idle - Level 10
8207149: 204 Tage idle - Level 15
8333449: 61 Tage idle - Level 16
11352949: 8 Tage idle - Level 1
11196149: 50 Tage idle - Level 6
12413049: 6 Tage idle - Level 3
8272849: 241 Tage idle - Level 11
11201049: 8 Tage idle - Level 1 (KEEP_CHARACTER)
11956349: 2 Tage idle - Level 11
9095049: 41 Tage idle - Level 17
10587649: 120 Tage idle - Level 4 => LOESCHEN
10703949: 29 Tage idle - Level 4
7942649: 124 Tage idle - Level 1 (KEEP_CHARACTER)
12413749: 8 Tage idle - Level 1
11247849: 18 Tage idle - Level 6
11794649: 34 Tage idle - Level 7
11910949: 27 Tage idle - Level 1
11591849: 13 Tage idle - Level 1
12515449: 2 Tage idle - Level 1
8248949: 2 Tage idle - Level 9
12444549: 7 Tage idle - Level 1
8830849: 11 Tage idle - Level 8 (KEEP_CHARACTER)
12298049: 0 Tage idle - Level 9
11405149: 0 Tage idle - Level 1
11663349: 10 Tage idle - Level 1
11425749: 8 Tage idle - Level 7
11765049: 6 Tage idle - Level 5
11025749: 9 Tage idle - Level 2
7954149: 5 Tage idle - Level 42
8770849: 42 Tage idle - Level 19
11355449: 11 Tage idle - Level 1
11857149: 0 Tage idle - Level 32 (KEEP_CHARACTER)
9152649: 133 Tage idle - Level 5
9112149: 1 Tage idle - Level 10
9816749: 14 Tage idle - Level 9
8072549: 93 Tage idle - Level 1 (KEEP_CHARACTER)
9760749: 123 Tage idle - Level 6
11973849: 0 Tage idle - Level 2
9305349: 166 Tage idle - Level 9
11082349: 1 Tage idle - Level 1
11868049: 41 Tage idle - Level 3
8645849: 30 Tage idle - Level 28
10985149: 94 Tage idle - Level 5
11001449: 23 Tage idle - Level 8
8038349: 236 Tage idle - Level 11
8534449: 36 Tage idle - Level 6
8331649: 88 Tage idle - Level 4
12244249: 13 Tage idle - Level 2
11523749: 63 Tage idle - Level 2 => LOESCHEN
12092149: 10 Tage idle - Level 7
11498949: 23 Tage idle - Level 1
11909449: 0 Tage idle - Level 1
9458449: 0 Tage idle - Level 18
10661349: 89 Tage idle - Level 8
11184749: 0 Tage idle - Level 7
11554549: 33 Tage idle - Level 10
11680849: 48 Tage idle - Level 1 => LOESCHEN
8585849: 3 Tage idle - Level 8
8620949: 0 Tage idle - Level 19
10798949: 5 Tage idle - Level 14
12092849: 6 Tage idle - Level 1
8515149: 43 Tage idle - Level 5
12513649: 0 Tage idle - Level 8
8738549: 0 Tage idle - Level 77
11595649: 48 Tage idle - Level 1 => LOESCHEN
8510149: 0 Tage idle - Level 9
11621049: 14 Tage idle - Level 1
11003349: 79 Tage idle - Level 8 (KEEP_CHARACTER)
8779649: 1 Tage idle - Level 4
12195149: 0 Tage idle - Level 18
12286649: 1 Tage idle - Level 17
8875749: 89 Tage idle - Level 6
9925649: 2 Tage idle - Level 7 (KEEP_CHARACTER)
9241649: 13 Tage idle - Level 7
12230949: 18 Tage idle - Level 1
8906849: 58 Tage idle - Level 1 => LOESCHEN
11804649: 45 Tage idle - Level 1 => LOESCHEN
10222849: 2 Tage idle - Level 17
9936549: 3 Tage idle - Level 35
9004649: 184 Tage idle - Level 7
11678749: 22 Tage idle - Level 1
9435449: 178 Tage idle - Level 7
8390149: 36 Tage idle - Level 1 (KEEP_CHARACTER)
10558149: 73 Tage idle - Level 4
10568449: 97 Tage idle - Level 6
8694749: 68 Tage idle - Level 7
10826949: 106 Tage idle - Level 3 => LOESCHEN
9218349: 181 Tage idle - Level 7
11481149: 19 Tage idle - Level 1
11517249: 4 Tage idle - Level 19
9066249: 65 Tage idle - Level 8
9101349: 111 Tage idle - Level 10
7959949: 55 Tage idle - Level 21
11613349: 2 Tage idle - Level 2
12141349: 24 Tage idle - Level 1
8730449: 207 Tage idle - Level 11
12192049: 1 Tage idle - Level 2
8781149: 146 Tage idle - Level 13
12076049: 21 Tage idle - Level 1
7985049: 30 Tage idle - Level 4
11973249: 34 Tage idle - Level 2
11725349: 3 Tage idle - Level 10
9020849: 84 Tage idle - Level 21
10017249: 39 Tage idle - Level 7
11938449: 0 Tage idle - Level 6
8062349: 0 Tage idle - Level 32 (KEEP_CHARACTER)
11827049: 8 Tage idle - Level 1
10164049: 115 Tage idle - Level 5
11796649: 44 Tage idle - Level 1 => LOESCHEN
11831749: 43 Tage idle - Level 1 => LOESCHEN
11138449: 81 Tage idle - Level 5
8371549: 209 Tage idle - Level 7
11553349: 0 Tage idle - Level 18
10129249: 6 Tage idle - Level 4
10706549: 50 Tage idle - Level 6
11512949: 21 Tage idle - Level 12
12324949: 0 Tage idle - Level 1
11523149: 46 Tage idle - Level 2
11163649: 37 Tage idle - Level 1 (KEEP_CHARACTER)
9285249: 12 Tage idle - Level 11
11123149: 11 Tage idle - Level 3
8564749: 64 Tage idle - Level 8
10615749: 57 Tage idle - Level 8
10377849: 23 Tage idle - Level 8
11508949: 25 Tage idle - Level 9
10337349: 4 Tage idle - Level 12 (KEEP_CHARACTER)
9710749: 4 Tage idle - Level 1
11143749: 0 Tage idle - Level 14
11969949: 35 Tage idle - Level 1 => LOESCHEN
11194449: 1 Tage idle - Level 20
10889849: 4 Tage idle - Level 20
11731249: 47 Tage idle - Level 1 => LOESCHEN
12462049: 6 Tage idle - Level 1
11818049: 44 Tage idle - Level 1 => LOESCHEN
10610749: 17 Tage idle - Level 10
11139749: 31 Tage idle - Level 1 => LOESCHEN
10585949: 113 Tage idle - Level 7
11301049: 15 Tage idle - Level 4
8702149: 13 Tage idle - Level 5
9428349: 173 Tage idle - Level 7
11483749: 65 Tage idle - Level 4
9691149: 25 Tage idle - Level 5
8064249: 49 Tage idle - Level 11
11038649: 8 Tage idle - Level 1
11337549: 4 Tage idle - Level 2
8495049: 1 Tage idle - Level 22
12194649: 12 Tage idle - Level 1
9798549: 133 Tage idle - Level 6
11220549: 70 Tage idle - Level 7
11063849: 6 Tage idle - Level 7
9195749: 139 Tage idle - Level 12
11621149: 57 Tage idle - Level 1 => LOESCHEN
11464449: 2 Tage idle - Level 6
9621149: 59 Tage idle - Level 3
11348449: 17 Tage idle - Level 1 (KEEP_CHARACTER)
7942149: 48 Tage idle - Level 28
12083949: 0 Tage idle - Level 7
10349549: 132 Tage idle - Level 6
11854849: 10 Tage idle - Level 4
11155949: 44 Tage idle - Level 1 => LOESCHEN
12210449: 0 Tage idle - Level 9
8971949: 17 Tage idle - Level 10
11621849: 1 Tage idle - Level 2
10496349: 91 Tage idle - Level 14
12023549: 4 Tage idle - Level 1
10171949: 86 Tage idle - Level 6
9546249: 3 Tage idle - Level 11
11885649: 0 Tage idle - Level 12 (KEEP_CHARACTER)
11642349: 0 Tage idle - Level 16
12368549: 11 Tage idle - Level 1
