Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Wed Mar  1 00:13:00 2006
12123264: 1 Tage idle - Level 21
12204464: 72 Tage idle - Level 9
12994564: 0 Tage idle - Level 11
10277264: 0 Tage idle - Level 16
8980864: 18 Tage idle - Level 4
9377964: 30 Tage idle - Level 17
11752364: 45 Tage idle - Level 9
13284964: 4 Tage idle - Level 4 (KEEP_CHARACTER)
13128464: 11 Tage idle - Level 3
12655864: 12 Tage idle - Level 4
12751964: 47 Tage idle - Level 1 => LOESCHEN
13458164: 1 Tage idle - Level 1
10961564: 36 Tage idle - Level 11 (KEEP_CHARACTER)
8384264: 281 Tage idle - Level 11
8136364: 43 Tage idle - Level 1 => LOESCHEN
8349464: 40 Tage idle - Level 18
12874164: 23 Tage idle - Level 1
11991264: 42 Tage idle - Level 5
12053664: 50 Tage idle - Level 1 => LOESCHEN
10238064: 86 Tage idle - Level 12
12712064: 35 Tage idle - Level 1 => LOESCHEN
11333064: 0 Tage idle - Level 26
10496264: 3 Tage idle - Level 9 (KEEP_CHARACTER)
11956464: 11 Tage idle - Level 1
13321264: 17 Tage idle - Level 1
9338764: 234 Tage idle - Level 8
12778764: 31 Tage idle - Level 1 => LOESCHEN
8177464: 298 Tage idle - Level 14
9227364: 198 Tage idle - Level 10
12297564: 10 Tage idle - Level 20
11733764: 80 Tage idle - Level 1 (KEEP_CHARACTER)
8430264: 29 Tage idle - Level 4
10602964: 17 Tage idle - Level 1 (KEEP_CHARACTER)
12960664: 0 Tage idle - Level 15
9530964: 168 Tage idle - Level 8
9946864: 10 Tage idle - Level 6
8618864: 19 Tage idle - Level 16
8704664: 86 Tage idle - Level 5
11521264: 80 Tage idle - Level 3
8917764: 231 Tage idle - Level 9
9137164: 24 Tage idle - Level 8
12987464: 23 Tage idle - Level 1
10477664: 33 Tage idle - Level 1 (KEEP_CHARACTER)
11937864: 7 Tage idle - Level 3
9040764: 124 Tage idle - Level 9
13312964: 1 Tage idle - Level 9
9917964: 14 Tage idle - Level 1 (KEEP_CHARACTER)
11477164: 3 Tage idle - Level 12
8665164: 158 Tage idle - Level 8
12243064: 0 Tage idle - Level 11
13627764: 0 Tage idle - Level 3
8756664: 11 Tage idle - Level 12
12663664: 54 Tage idle - Level 1 => LOESCHEN
13343764: 15 Tage idle - Level 4
12952264: 5 Tage idle - Level 5
8726464: 250 Tage idle - Level 11
8072664: 1 Tage idle - Level 30
13319164: 0 Tage idle - Level 5
11350564: 106 Tage idle - Level 4
9508264: 147 Tage idle - Level 14
13045464: 20 Tage idle - Level 13
12608964: 49 Tage idle - Level 1 => LOESCHEN
12056864: 3 Tage idle - Level 1
12142664: 21 Tage idle - Level 1
10823164: 4 Tage idle - Level 4
13162064: 0 Tage idle - Level 4
11472864: 51 Tage idle - Level 8
12938664: 16 Tage idle - Level 1
11285964: 133 Tage idle - Level 5
10975664: 0 Tage idle - Level 1
10281364: 31 Tage idle - Level 2
11909564: 44 Tage idle - Level 8
8813564: 8 Tage idle - Level 8
13087164: 0 Tage idle - Level 22 (KEEP_CHARACTER)
12776964: 47 Tage idle - Level 1 => LOESCHEN
12159164: 10 Tage idle - Level 1
12939264: 3 Tage idle - Level 16
13006264: 35 Tage idle - Level 1 => LOESCHEN
12614864: 10 Tage idle - Level 13
12204564: 71 Tage idle - Level 6
10226664: 52 Tage idle - Level 1 => LOESCHEN
13553064: 4 Tage idle - Level 1
7956864: 0 Tage idle - Level 69 (KEEP_CHARACTER)
8925564: 63 Tage idle - Level 2 => LOESCHEN
13305164: 14 Tage idle - Level 5 (KEEP_CHARACTER)
13148464: 1 Tage idle - Level 1 (KEEP_CHARACTER)
11124464: 47 Tage idle - Level 7
12265564: 67 Tage idle - Level 3
11666664: 23 Tage idle - Level 7
8738664: 0 Tage idle - Level 24 (KEEP_CHARACTER)
8864964: 4 Tage idle - Level 20
9798564: 77 Tage idle - Level 1 (KEEP_CHARACTER)
13579264: 0 Tage idle - Level 7
11641064: 14 Tage idle - Level 6
11023364: 58 Tage idle - Level 8
12326864: 41 Tage idle - Level 4
9514864: 0 Tage idle - Level 8
8505664: 292 Tage idle - Level 9 => LOESCHEN
8550764: 99 Tage idle - Level 15
11864464: 0 Tage idle - Level 16
11297464: 0 Tage idle - Level 29 (KEEP_CHARACTER)
10652464: 117 Tage idle - Level 8
13361164: 6 Tage idle - Level 6 (KEEP_CHARACTER)
11966164: 2 Tage idle - Level 19
9505164: 97 Tage idle - Level 11
11226864: 80 Tage idle - Level 4
9920064: 4 Tage idle - Level 8
12367964: 7 Tage idle - Level 7
8217664: 0 Tage idle - Level 25
13265764: 9 Tage idle - Level 1
13346964: 3 Tage idle - Level 5
8982164: 157 Tage idle - Level 6
12844064: 44 Tage idle - Level 1 => LOESCHEN
10992464: 129 Tage idle - Level 7
8242864: 106 Tage idle - Level 11
11632064: 97 Tage idle - Level 8
8334264: 22 Tage idle - Level 21
10141764: 78 Tage idle - Level 2 => LOESCHEN
9779964: 0 Tage idle - Level 20 (KEEP_CHARACTER)
9116064: 1 Tage idle - Level 53
10653764: 167 Tage idle - Level 6
10699864: 65 Tage idle - Level 7
8694164: 19 Tage idle - Level 7
10861164: 0 Tage idle - Level 8
11095964: 24 Tage idle - Level 16
13281264: 1 Tage idle - Level 4
10659364: 39 Tage idle - Level 7
13246464: 0 Tage idle - Level 18
8618964: 34 Tage idle - Level 2
13413464: 4 Tage idle - Level 1
12865264: 0 Tage idle - Level 1
12409964: 12 Tage idle - Level 8
10639464: 3 Tage idle - Level 7
11319564: 2 Tage idle - Level 13
11490964: 32 Tage idle - Level 10
9941964: 4 Tage idle - Level 7
9825964: 18 Tage idle - Level 22
10122464: 0 Tage idle - Level 8
8872064: 189 Tage idle - Level 9
11800364: 4 Tage idle - Level 9 (KEEP_CHARACTER)
9897164: 44 Tage idle - Level 5
12951764: 38 Tage idle - Level 1 => LOESCHEN
13064864: 19 Tage idle - Level 1
9780164: 34 Tage idle - Level 14
13485364: 0 Tage idle - Level 1 (KEEP_CHARACTER)
8817364: 44 Tage idle - Level 9
12480864: 1 Tage idle - Level 1 (KEEP_CHARACTER)
11892164: 0 Tage idle - Level 8
10842564: 76 Tage idle - Level 6
8756764: 33 Tage idle - Level 28 (KEEP_CHARACTER)
8553964: 160 Tage idle - Level 14
13222164: 23 Tage idle - Level 1
13510864: 5 Tage idle - Level 3
9447064: 99 Tage idle - Level 12
13227864: 11 Tage idle - Level 1
11254564: 0 Tage idle - Level 9
12192864: 3 Tage idle - Level 3
12522164: 37 Tage idle - Level 4
13293464: 8 Tage idle - Level 1
13090664: 30 Tage idle - Level 1 => LOESCHEN
12821064: 0 Tage idle - Level 1
13628464: 0 Tage idle - Level 1
8058464: 20 Tage idle - Level 19
10028264: 1 Tage idle - Level 15
10782564: 0 Tage idle - Level 5
9827864: 157 Tage idle - Level 14
13324564: 17 Tage idle - Level 1
13450864: 3 Tage idle - Level 1
12234164: 50 Tage idle - Level 2
12654764: 22 Tage idle - Level 1
8691764: 71 Tage idle - Level 3
12695864: 41 Tage idle - Level 1 => LOESCHEN
8667164: 0 Tage idle - Level 63 (KEEP_CHARACTER)
8955864: 218 Tage idle - Level 1 (KEEP_CHARACTER)
8687764: 0 Tage idle - Level 50 (KEEP_CHARACTER)
9656464: 1 Tage idle - Level 2 (KEEP_CHARACTER)
10570764: 167 Tage idle - Level 8
8647264: 51 Tage idle - Level 1 => LOESCHEN
13487964: 8 Tage idle - Level 5
12478764: 3 Tage idle - Level 18
12605264: 57 Tage idle - Level 1 => LOESCHEN
11687264: 10 Tage idle - Level 32
9935464: 17 Tage idle - Level 8
11990864: 67 Tage idle - Level 7
11535464: 9 Tage idle - Level 3
10445064: 51 Tage idle - Level 1 => LOESCHEN
12514464: 11 Tage idle - Level 5
11180564: 0 Tage idle - Level 3
11348564: 16 Tage idle - Level 4
12362364: 13 Tage idle - Level 19
11970964: 50 Tage idle - Level 1 => LOESCHEN
10167364: 10 Tage idle - Level 8
12687464: 0 Tage idle - Level 5
9130464: 6 Tage idle - Level 9
8820164: 2 Tage idle - Level 10
8131564: 56 Tage idle - Level 21
8957764: 26 Tage idle - Level 11
12611164: 1 Tage idle - Level 16 (KEEP_CHARACTER)
13433464: 8 Tage idle - Level 1 (KEEP_CHARACTER)
11252764: 140 Tage idle - Level 6
13565364: 2 Tage idle - Level 1
11749864: 30 Tage idle - Level 1 => LOESCHEN
13616364: 0 Tage idle - Level 1
10259464: 193 Tage idle - Level 8
11567564: 8 Tage idle - Level 7 (KEEP_CHARACTER)
12743764: 6 Tage idle - Level 13
9324264: 25 Tage idle - Level 9 (KEEP_CHARACTER)
9947664: 11 Tage idle - Level 10
11466464: 1 Tage idle - Level 1
13251864: 20 Tage idle - Level 2
10467564: 94 Tage idle - Level 2 (KEEP_CHARACTER)
10264764: 6 Tage idle - Level 15
11107164: 0 Tage idle - Level 8
9765364: 197 Tage idle - Level 9
13591164: 2 Tage idle - Level 1
12663164: 5 Tage idle - Level 1
8766464: 70 Tage idle - Level 6
13019864: 0 Tage idle - Level 1
12263164: 32 Tage idle - Level 1 => LOESCHEN
8072164: 3 Tage idle - Level 1
8817464: 22 Tage idle - Level 8
10665364: 3 Tage idle - Level 7
11223864: 63 Tage idle - Level 8 (KEEP_CHARACTER)
11193364: 2 Tage idle - Level 14
11695064: 89 Tage idle - Level 1 (KEEP_CHARACTER)
12998564: 27 Tage idle - Level 1
12299664: 19 Tage idle - Level 7
13475864: 4 Tage idle - Level 1
12876964: 34 Tage idle - Level 1 => LOESCHEN
12958064: 38 Tage idle - Level 1 => LOESCHEN
12501764: 17 Tage idle - Level 3
8280264: 47 Tage idle - Level 12
8493364: 33 Tage idle - Level 12
12071264: 0 Tage idle - Level 1
8129464: 93 Tage idle - Level 4
12497464: 3 Tage idle - Level 8
13177564: 1 Tage idle - Level 1
11153564: 2 Tage idle - Level 28 (KEEP_CHARACTER)
9482664: 3 Tage idle - Level 32
9852464: 28 Tage idle - Level 6
11781564: 1 Tage idle - Level 14
9700664: 106 Tage idle - Level 16
13578164: 2 Tage idle - Level 1
11888964: 0 Tage idle - Level 1
9300664: 72 Tage idle - Level 2 => LOESCHEN
11726864: 106 Tage idle - Level 3 => LOESCHEN
13633864: 0 Tage idle - Level 1
13193064: 0 Tage idle - Level 5
12356564: 57 Tage idle - Level 1 => LOESCHEN
12933864: 32 Tage idle - Level 2
13249764: 21 Tage idle - Level 1
13294864: 15 Tage idle - Level 7
13411064: 7 Tage idle - Level 2
8748464: 13 Tage idle - Level 15
9889564: 148 Tage idle - Level 11
13213964: 13 Tage idle - Level 3
12660064: 44 Tage idle - Level 1 => LOESCHEN
10763364: 82 Tage idle - Level 8
8059864: 34 Tage idle - Level 33
13315664: 4 Tage idle - Level 1 (KEEP_CHARACTER)
10743464: 16 Tage idle - Level 11
11423564: 2 Tage idle - Level 13
9677064: 136 Tage idle - Level 6
12858964: 0 Tage idle - Level 6
10343464: 189 Tage idle - Level 14
12331664: 58 Tage idle - Level 5
12666364: 54 Tage idle - Level 1 => LOESCHEN
12129864: 0 Tage idle - Level 9 (KEEP_CHARACTER)
12256064: 2 Tage idle - Level 8
12134464: 79 Tage idle - Level 5
11540164: 0 Tage idle - Level 8 (KEEP_CHARACTER)
9378864: 0 Tage idle - Level 15
13032264: 25 Tage idle - Level 1
9338364: 27 Tage idle - Level 13
8455464: 43 Tage idle - Level 11
10880664: 0 Tage idle - Level 21
13381964: 14 Tage idle - Level 1
10228064: 2 Tage idle - Level 19
8845864: 95 Tage idle - Level 26
12671664: 3 Tage idle - Level 6
10157164: 199 Tage idle - Level 10
9130564: 7 Tage idle - Level 15
11920964: 83 Tage idle - Level 3
8968064: 24 Tage idle - Level 41
9698964: 11 Tage idle - Level 8 (KEEP_CHARACTER)
12784264: 24 Tage idle - Level 4
13216464: 0 Tage idle - Level 4 (KEEP_CHARACTER)
11572264: 20 Tage idle - Level 8
12100564: 5 Tage idle - Level 7
12805064: 31 Tage idle - Level 1 => LOESCHEN
11304464: 34 Tage idle - Level 14
8583664: 192 Tage idle - Level 10
12319264: 63 Tage idle - Level 3
13130264: 5 Tage idle - Level 8
8214064: 119 Tage idle - Level 11
13343364: 12 Tage idle - Level 1
12830264: 37 Tage idle - Level 1 => LOESCHEN
10072264: 39 Tage idle - Level 7
11871864: 25 Tage idle - Level 1
13404664: 13 Tage idle - Level 1
12157564: 14 Tage idle - Level 5
11325664: 5 Tage idle - Level 3
9401164: 77 Tage idle - Level 4
8149464: 182 Tage idle - Level 13
8650164: 143 Tage idle - Level 12
12922364: 16 Tage idle - Level 1
12430964: 21 Tage idle - Level 20
11386664: 82 Tage idle - Level 11
8499064: 15 Tage idle - Level 18
12897564: 10 Tage idle - Level 1
13374864: 0 Tage idle - Level 5
13618364: 0 Tage idle - Level 1
7945564: 116 Tage idle - Level 9
12953164: 37 Tage idle - Level 1 => LOESCHEN
11787264: 57 Tage idle - Level 2
12502464: 60 Tage idle - Level 4
11832664: 19 Tage idle - Level 6 (KEEP_CHARACTER)
10124564: 18 Tage idle - Level 8
12427564: 24 Tage idle - Level 11
13522564: 0 Tage idle - Level 8
13370464: 3 Tage idle - Level 9
10338264: 73 Tage idle - Level 8
8413864: 37 Tage idle - Level 11
12777164: 44 Tage idle - Level 6
8464564: 3 Tage idle - Level 24
12082964: 73 Tage idle - Level 2 => LOESCHEN
13051664: 0 Tage idle - Level 14
10348564: 158 Tage idle - Level 7
10763464: 13 Tage idle - Level 6 (KEEP_CHARACTER)
11605964: 75 Tage idle - Level 6
9028664: 15 Tage idle - Level 5
13477864: 0 Tage idle - Level 6
11297064: 0 Tage idle - Level 9
9327564: 59 Tage idle - Level 10
13604364: 0 Tage idle - Level 3
13285264: 19 Tage idle - Level 1
10581164: 8 Tage idle - Level 12
13082464: 1 Tage idle - Level 7
8166264: 43 Tage idle - Level 20
13589864: 2 Tage idle - Level 1
11484664: 6 Tage idle - Level 2
10804864: 7 Tage idle - Level 3
8065164: 184 Tage idle - Level 11
13513564: 0 Tage idle - Level 7
9494964: 38 Tage idle - Level 7
10237864: 66 Tage idle - Level 2 => LOESCHEN
10116164: 68 Tage idle - Level 8
11180764: 0 Tage idle - Level 7
12975664: 1 Tage idle - Level 7
10668664: 169 Tage idle - Level 6
12651164: 8 Tage idle - Level 7
13331264: 4 Tage idle - Level 8
12819164: 40 Tage idle - Level 1 => LOESCHEN
9560864: 41 Tage idle - Level 1 (KEEP_CHARACTER)
12545464: 53 Tage idle - Level 1 => LOESCHEN
11900464: 3 Tage idle - Level 2
13276264: 20 Tage idle - Level 1
11683064: 6 Tage idle - Level 1
13089364: 0 Tage idle - Level 10
12570664: 53 Tage idle - Level 7
8460864: 0 Tage idle - Level 45 (KEEP_CHARACTER)
13063864: 31 Tage idle - Level 1 (KEEP_CHARACTER)
10603264: 44 Tage idle - Level 2
9323864: 2 Tage idle - Level 9 (KEEP_CHARACTER)
13155264: 17 Tage idle - Level 12
12688264: 33 Tage idle - Level 1 => LOESCHEN
10796164: 19 Tage idle - Level 3
12814864: 10 Tage idle - Level 7
9643264: 156 Tage idle - Level 8
13216564: 0 Tage idle - Level 30 (KEEP_CHARACTER)
13231464: 6 Tage idle - Level 7 (KEEP_CHARACTER)
12222264: 4 Tage idle - Level 1
11056364: 132 Tage idle - Level 11
10664964: 63 Tage idle - Level 10
13201264: 24 Tage idle - Level 1
13328564: 2 Tage idle - Level 9
13409764: 0 Tage idle - Level 1
10796864: 3 Tage idle - Level 1
9476964: 188 Tage idle - Level 22
11152464: 1 Tage idle - Level 9
12299164: 0 Tage idle - Level 14 (KEEP_CHARACTER)
11532564: 51 Tage idle - Level 6
8974064: 158 Tage idle - Level 8
10695764: 75 Tage idle - Level 7
8979764: 107 Tage idle - Level 8
8569464: 282 Tage idle - Level 11
8614864: 245 Tage idle - Level 8 => LOESCHEN
10635364: 52 Tage idle - Level 5
12040664: 10 Tage idle - Level 1
9229664: 47 Tage idle - Level 10
7955264: 325 Tage idle - Level 14
9604064: 126 Tage idle - Level 8
11082164: 150 Tage idle - Level 5 => LOESCHEN
11943464: 9 Tage idle - Level 1
12912164: 36 Tage idle - Level 1 => LOESCHEN
8310964: 9 Tage idle - Level 3
8159864: 137 Tage idle - Level 5
11553764: 1 Tage idle - Level 21
10544564: 121 Tage idle - Level 9
10798064: 4 Tage idle - Level 13
13334464: 3 Tage idle - Level 10 (KEEP_CHARACTER)
8220064: 142 Tage idle - Level 7
12999364: 13 Tage idle - Level 1
11407565: 15 Tage idle - Level 7
8686765: 1 Tage idle - Level 24
13578365: 3 Tage idle - Level 1
8043465: 61 Tage idle - Level 17 (KEEP_CHARACTER)
8205865: 158 Tage idle - Level 7
10423565: 5 Tage idle - Level 9
8960065: 131 Tage idle - Level 8
12953965: 36 Tage idle - Level 1 => LOESCHEN
12133365: 77 Tage idle - Level 8
11995465: 2 Tage idle - Level 1
9083465: 62 Tage idle - Level 6 (KEEP_CHARACTER)
13355665: 16 Tage idle - Level 1
11458965: 0 Tage idle - Level 16
10813965: 1 Tage idle - Level 17
8606465: 265 Tage idle - Level 8 => LOESCHEN
10990965: 86 Tage idle - Level 8
8160065: 32 Tage idle - Level 13
8094865: 5 Tage idle - Level 10
12498965: 5 Tage idle - Level 1 (KEEP_CHARACTER)
12822665: 1 Tage idle - Level 1
12868765: 0 Tage idle - Level 7
10064665: 34 Tage idle - Level 7
12296065: 3 Tage idle - Level 6
10641965: 0 Tage idle - Level 20
12792165: 6 Tage idle - Level 4
8718465: 12 Tage idle - Level 14
11378365: 95 Tage idle - Level 6
8156065: 33 Tage idle - Level 14 (KEEP_CHARACTER)
13234665: 0 Tage idle - Level 8
9043665: 26 Tage idle - Level 4
8814565: 211 Tage idle - Level 9
9620965: 25 Tage idle - Level 7
12357365: 62 Tage idle - Level 7
12114065: 3 Tage idle - Level 14
10009965: 122 Tage idle - Level 4 => LOESCHEN
8262465: 261 Tage idle - Level 13
10272765: 74 Tage idle - Level 5
9363065: 8 Tage idle - Level 21
12839165: 0 Tage idle - Level 7
11956265: 0 Tage idle - Level 23
12271165: 63 Tage idle - Level 4
13331365: 4 Tage idle - Level 8
13458665: 9 Tage idle - Level 1
10886465: 106 Tage idle - Level 8
12742765: 35 Tage idle - Level 1 => LOESCHEN
11404465: 6 Tage idle - Level 9
11120465: 16 Tage idle - Level 4 (KEEP_CHARACTER)
8896765: 24 Tage idle - Level 13
8988165: 117 Tage idle - Level 1 (KEEP_CHARACTER)
8496765: 40 Tage idle - Level 1 => LOESCHEN
7943165: 54 Tage idle - Level 1 (KEEP_CHARACTER)
13175265: 13 Tage idle - Level 8
10507265: 5 Tage idle - Level 18
8592865: 63 Tage idle - Level 19
10142065: 85 Tage idle - Level 3
10562665: 2 Tage idle - Level 12
9110865: 74 Tage idle - Level 7
12211465: 6 Tage idle - Level 1
13271365: 11 Tage idle - Level 2
11202265: 38 Tage idle - Level 1 => LOESCHEN
11293465: 12 Tage idle - Level 11
12424565: 46 Tage idle - Level 1 => LOESCHEN
13104665: 5 Tage idle - Level 11
8076865: 8 Tage idle - Level 39
11962165: 85 Tage idle - Level 2 => LOESCHEN
10502265: 0 Tage idle - Level 29
12581665: 54 Tage idle - Level 4
12298665: 72 Tage idle - Level 2 => LOESCHEN
10725665: 168 Tage idle - Level 6
8973565: 30 Tage idle - Level 12
10522865: 1 Tage idle - Level 28
11202965: 10 Tage idle - Level 5
10695165: 69 Tage idle - Level 6
12678765: 1 Tage idle - Level 17
10573565: 139 Tage idle - Level 9
9121765: 130 Tage idle - Level 22
8811465: 3 Tage idle - Level 8
9000065: 120 Tage idle - Level 7
9061065: 167 Tage idle - Level 5 => LOESCHEN
13095365: 30 Tage idle - Level 1 => LOESCHEN
9229065: 18 Tage idle - Level 23
12901365: 34 Tage idle - Level 1 => LOESCHEN
11938265: 1 Tage idle - Level 19
8508565: 220 Tage idle - Level 18
8062165: 0 Tage idle - Level 30
10356465: 163 Tage idle - Level 5 => LOESCHEN
9775965: 1 Tage idle - Level 18
8685565: 104 Tage idle - Level 11
10812065: 92 Tage idle - Level 6
13156665: 3 Tage idle - Level 1
9548565: 204 Tage idle - Level 6 => LOESCHEN
12856665: 3 Tage idle - Level 8
8832665: 19 Tage idle - Level 11 (KEEP_CHARACTER)
10149665: 36 Tage idle - Level 12
8559965: 0 Tage idle - Level 9
11452065: 51 Tage idle - Level 8
13197765: 24 Tage idle - Level 1
12922565: 39 Tage idle - Level 2
8159965: 2 Tage idle - Level 22
12973265: 37 Tage idle - Level 1 => LOESCHEN
12897765: 8 Tage idle - Level 1
12573265: 8 Tage idle - Level 8
10225865: 186 Tage idle - Level 11
8276565: 101 Tage idle - Level 5
9665865: 16 Tage idle - Level 7
12193865: 3 Tage idle - Level 1 (KEEP_CHARACTER)
12898365: 6 Tage idle - Level 1
12939065: 1 Tage idle - Level 1
9306565: 1 Tage idle - Level 37 (KEEP_CHARACTER)
13593365: 0 Tage idle - Level 1
12539065: 44 Tage idle - Level 8
12336265: 70 Tage idle - Level 4
8849865: 85 Tage idle - Level 8
8074365: 84 Tage idle - Level 2 => LOESCHEN
11792765: 15 Tage idle - Level 1
13487665: 4 Tage idle - Level 8
11707165: 70 Tage idle - Level 5
10824265: 35 Tage idle - Level 1 => LOESCHEN
13047165: 0 Tage idle - Level 18
9640965: 0 Tage idle - Level 14 (KEEP_CHARACTER)
9697265: 0 Tage idle - Level 36
11869965: 33 Tage idle - Level 2
8312965: 41 Tage idle - Level 10
9869965: 32 Tage idle - Level 6
12686565: 53 Tage idle - Level 1 => LOESCHEN
11758565: 17 Tage idle - Level 11
13452465: 9 Tage idle - Level 1
11803965: 1 Tage idle - Level 15
13255265: 21 Tage idle - Level 1
13554165: 1 Tage idle - Level 10
12590065: 50 Tage idle - Level 1 => LOESCHEN
9530165: 30 Tage idle - Level 8
9373465: 27 Tage idle - Level 1
10116365: 142 Tage idle - Level 7
11702865: 33 Tage idle - Level 8
11054665: 41 Tage idle - Level 8
9003965: 17 Tage idle - Level 7
8577365: 66 Tage idle - Level 16
13371965: 0 Tage idle - Level 11
12241065: 3 Tage idle - Level 5
8177365: 261 Tage idle - Level 8 => LOESCHEN
9146065: 187 Tage idle - Level 15
11490065: 0 Tage idle - Level 20
11530865: 61 Tage idle - Level 5
9490065: 6 Tage idle - Level 8
9607365: 2 Tage idle - Level 9
11784365: 8 Tage idle - Level 3
9495765: 0 Tage idle - Level 46 (KEEP_CHARACTER)
11343965: 129 Tage idle - Level 6
9713765: 1 Tage idle - Level 8
9014865: 210 Tage idle - Level 11
12779265: 43 Tage idle - Level 1 => LOESCHEN
12115465: 38 Tage idle - Level 1 => LOESCHEN
12409765: 27 Tage idle - Level 9
11283265: 21 Tage idle - Level 1
10643965: 12 Tage idle - Level 6
8274065: 235 Tage idle - Level 9
8233665: 82 Tage idle - Level 10
8400665: 77 Tage idle - Level 11
11339965: 29 Tage idle - Level 11
11218265: 108 Tage idle - Level 4
11846265: 96 Tage idle - Level 4
11117165: 1 Tage idle - Level 24
11324665: 36 Tage idle - Level 1 => LOESCHEN
13064665: 10 Tage idle - Level 1 (KEEP_CHARACTER)
8193565: 273 Tage idle - Level 10
8229665: 118 Tage idle - Level 11
9532065: 60 Tage idle - Level 11
11836665: 37 Tage idle - Level 8
12238365: 6 Tage idle - Level 3
10675365: 153 Tage idle - Level 5 => LOESCHEN
7944565: 17 Tage idle - Level 16
13546465: 0 Tage idle - Level 1
8183965: 4 Tage idle - Level 4
12618465: 56 Tage idle - Level 1 => LOESCHEN
13268065: 0 Tage idle - Level 11
13556765: 3 Tage idle - Level 1
10078165: 51 Tage idle - Level 3
8604765: 120 Tage idle - Level 6
12800365: 46 Tage idle - Level 4
9877765: 16 Tage idle - Level 1
10700865: 31 Tage idle - Level 1 => LOESCHEN
9553265: 58 Tage idle - Level 8
12527665: 0 Tage idle - Level 11
13339665: 11 Tage idle - Level 1
8919565: 8 Tage idle - Level 14
12790465: 47 Tage idle - Level 1 => LOESCHEN
12127665: 23 Tage idle - Level 1
10235565: 192 Tage idle - Level 6 => LOESCHEN
11340865: 1 Tage idle - Level 1
8453265: 49 Tage idle - Level 8
11553965: 90 Tage idle - Level 1 (KEEP_CHARACTER)
11802065: 71 Tage idle - Level 9
12244265: 76 Tage idle - Level 1 (KEEP_CHARACTER)
13096765: 30 Tage idle - Level 1 => LOESCHEN
13259065: 0 Tage idle - Level 14
12710165: 51 Tage idle - Level 1 => LOESCHEN
12882565: 42 Tage idle - Level 2
11098965: 0 Tage idle - Level 11
10823765: 148 Tage idle - Level 5
7940865: 250 Tage idle - Level 41
13380365: 0 Tage idle - Level 5
9068765: 214 Tage idle - Level 2 (KEEP_CHARACTER)
9975065: 45 Tage idle - Level 8 (KEEP_CHARACTER)
12123265: 32 Tage idle - Level 1 => LOESCHEN
11737465: 101 Tage idle - Level 4
13477465: 9 Tage idle - Level 2 (KEEP_CHARACTER)
11788165: 3 Tage idle - Level 21 (KEEP_CHARACTER)
9459065: 91 Tage idle - Level 6
9479665: 164 Tage idle - Level 8
9768265: 0 Tage idle - Level 22
12458665: 24 Tage idle - Level 2
11454065: 44 Tage idle - Level 1 => LOESCHEN
13021765: 34 Tage idle - Level 1 => LOESCHEN
11251265: 0 Tage idle - Level 26
8485365: 25 Tage idle - Level 6
7972265: 0 Tage idle - Level 74
10166565: 0 Tage idle - Level 11
12646165: 54 Tage idle - Level 4
12489465: 27 Tage idle - Level 1
9145565: 5 Tage idle - Level 26
12296965: 2 Tage idle - Level 1
13058165: 32 Tage idle - Level 1 => LOESCHEN
10561565: 10 Tage idle - Level 11
13478765: 3 Tage idle - Level 1
11409665: 68 Tage idle - Level 2 => LOESCHEN
13109165: 8 Tage idle - Level 1
11794065: 78 Tage idle - Level 7
8445565: 63 Tage idle - Level 10 (KEEP_CHARACTER)
13286165: 0 Tage idle - Level 5
8405065: 50 Tage idle - Level 6
10744465: 3 Tage idle - Level 8
12484465: 57 Tage idle - Level 1 => LOESCHEN
8744465: 36 Tage idle - Level 13
13412765: 12 Tage idle - Level 1
10673565: 27 Tage idle - Level 9 (KEEP_CHARACTER)
11981665: 50 Tage idle - Level 8 (KEEP_CHARACTER)
9278065: 0 Tage idle - Level 23
11445065: 66 Tage idle - Level 7
10066065: 177 Tage idle - Level 6
11987265: 86 Tage idle - Level 4
13509865: 4 Tage idle - Level 3
13554965: 4 Tage idle - Level 1
9658165: 143 Tage idle - Level 5
12769065: 39 Tage idle - Level 1 => LOESCHEN
12520165: 12 Tage idle - Level 1
11967365: 7 Tage idle - Level 1
8178065: 100 Tage idle - Level 7
8881665: 25 Tage idle - Level 5
13388565: 0 Tage idle - Level 2
11450365: 72 Tage idle - Level 4
13104865: 23 Tage idle - Level 1
11050365: 125 Tage idle - Level 7
9045765: 150 Tage idle - Level 10
12688565: 1 Tage idle - Level 17
9957765: 7 Tage idle - Level 15
9921965: 30 Tage idle - Level 5
12126465: 6 Tage idle - Level 5
13267565: 0 Tage idle - Level 1
11952765: 3 Tage idle - Level 9
12222565: 0 Tage idle - Level 26 (KEEP_CHARACTER)
13318565: 10 Tage idle - Level 1
13034565: 2 Tage idle - Level 8
8614465: 3 Tage idle - Level 1
11471565: 18 Tage idle - Level 1
10953865: 27 Tage idle - Level 10
8538965: 1 Tage idle - Level 6
9633965: 30 Tage idle - Level 19
12699465: 52 Tage idle - Level 1 => LOESCHEN
10710565: 10 Tage idle - Level 8
12785265: 47 Tage idle - Level 1 (KEEP_CHARACTER)
11811165: 0 Tage idle - Level 10
10397065: 72 Tage idle - Level 5
8108765: 40 Tage idle - Level 17
8660165: 0 Tage idle - Level 42
9016865: 95 Tage idle - Level 4
13151865: 19 Tage idle - Level 4
