Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Thu Dec  1 00:13:00 2005
11916943: 3 Tage idle - Level 5
9673343: 25 Tage idle - Level 8
9344243: 1 Tage idle - Level 6
10912343: 1 Tage idle - Level 1
9060243: 10 Tage idle - Level 4
10056743: 12 Tage idle - Level 1
11977943: 3 Tage idle - Level 1
8755643: 31 Tage idle - Level 7
8056743: 33 Tage idle - Level 4
11577943: 7 Tage idle - Level 10
10360243: 25 Tage idle - Level 8
12014743: 0 Tage idle - Level 1
10087543: 6 Tage idle - Level 16
11218643: 6 Tage idle - Level 15
10340343: 49 Tage idle - Level 9
10421543: 84 Tage idle - Level 2 => LOESCHEN
9101643: 145 Tage idle - Level 7
10102743: 7 Tage idle - Level 9
11654043: 24 Tage idle - Level 1
9654043: 110 Tage idle - Level 5
8518643: 9 Tage idle - Level 15
11461543: 10 Tage idle - Level 1 (KEEP_CHARACTER)
11051243: 52 Tage idle - Level 6
11502243: 26 Tage idle - Level 5
8118643: 7 Tage idle - Level 5
11599043: 0 Tage idle - Level 16
10417543: 11 Tage idle - Level 1
9138043: 5 Tage idle - Level 8
11639843: 25 Tage idle - Level 1
11684943: 22 Tage idle - Level 1
11811443: 13 Tage idle - Level 1
8062643: 3 Tage idle - Level 26
9791243: 39 Tage idle - Level 7
9953643: 5 Tage idle - Level 12
11963943: 1 Tage idle - Level 1
11553643: 12 Tage idle - Level 1
10063243: 22 Tage idle - Level 1
8225643: 13 Tage idle - Level 1
11371343: 33 Tage idle - Level 2
9781643: 129 Tage idle - Level 7
9468443: 76 Tage idle - Level 10
10429043: 0 Tage idle - Level 23
9848543: 76 Tage idle - Level 8
10768443: 39 Tage idle - Level 1 => LOESCHEN
11412743: 2 Tage idle - Level 8 (KEEP_CHARACTER)
8287243: 52 Tage idle - Level 7
8094743: 133 Tage idle - Level 10
8590843: 154 Tage idle - Level 8
9853843: 38 Tage idle - Level 6
9362343: 81 Tage idle - Level 21
10936043: 12 Tage idle - Level 1
8520143: 0 Tage idle - Level 8
11545243: 4 Tage idle - Level 1
10991443: 39 Tage idle - Level 2
9636743: 21 Tage idle - Level 9
8591443: 3 Tage idle - Level 16 (KEEP_CHARACTER)
8753843: 14 Tage idle - Level 20
11525343: 32 Tage idle - Level 1 => LOESCHEN
10024743: 1 Tage idle - Level 8
8931043: 19 Tage idle - Level 2
11956143: 0 Tage idle - Level 5
11550543: 2 Tage idle - Level 1
8784643: 188 Tage idle - Level 6 => LOESCHEN
11019643: 28 Tage idle - Level 1
10628143: 25 Tage idle - Level 1 (KEEP_CHARACTER)
8911143: 91 Tage idle - Level 12
8916843: 37 Tage idle - Level 1 => LOESCHEN
10683543: 45 Tage idle - Level 1 => LOESCHEN
11739043: 18 Tage idle - Level 1
11373943: 43 Tage idle - Level 1 => LOESCHEN
11044843: 58 Tage idle - Level 1 => LOESCHEN
11997243: 1 Tage idle - Level 8
11546543: 30 Tage idle - Level 1 => LOESCHEN
8860843: 0 Tage idle - Level 29
9211843: 123 Tage idle - Level 6
11890543: 9 Tage idle - Level 1
8460843: 1 Tage idle - Level 11
10395543: 29 Tage idle - Level 8
11490543: 31 Tage idle - Level 1 => LOESCHEN
10101543: 65 Tage idle - Level 1 (KEEP_CHARACTER)
8015743: 33 Tage idle - Level 3
10273943: 17 Tage idle - Level 6 (KEEP_CHARACTER)
11202143: 53 Tage idle - Level 1 => LOESCHEN
8152243: 2 Tage idle - Level 8
12014143: 0 Tage idle - Level 8
9911343: 4 Tage idle - Level 17
10912443: 40 Tage idle - Level 1 => LOESCHEN
10958543: 0 Tage idle - Level 8
11354643: 13 Tage idle - Level 2 (KEEP_CHARACTER)
11106743: 45 Tage idle - Level 1 => LOESCHEN
8183043: 17 Tage idle - Level 9 (KEEP_CHARACTER)
10193343: 65 Tage idle - Level 8
10851843: 7 Tage idle - Level 1
11820543: 0 Tage idle - Level 7
11121643: 59 Tage idle - Level 1 => LOESCHEN
8107843: 17 Tage idle - Level 7
11907343: 7 Tage idle - Level 1
8330143: 9 Tage idle - Level 18 (KEEP_CHARACTER)
8092243: 6 Tage idle - Level 62
7954643: 19 Tage idle - Level 11 (KEEP_CHARACTER)
9497443: 18 Tage idle - Level 10
8082643: 9 Tage idle - Level 16
8088243: 24 Tage idle - Level 5
8007343: 21 Tage idle - Level 19
11898043: 8 Tage idle - Level 3
11315443: 2 Tage idle - Level 1
8710943: 83 Tage idle - Level 8
11730343: 19 Tage idle - Level 1
7955243: 29 Tage idle - Level 16
8842843: 110 Tage idle - Level 17
11583943: 28 Tage idle - Level 1
9756543: 19 Tage idle - Level 2
10625743: 32 Tage idle - Level 1 => LOESCHEN
11574243: 0 Tage idle - Level 23
8514343: 41 Tage idle - Level 1 => LOESCHEN
11371443: 6 Tage idle - Level 1
10286743: 8 Tage idle - Level 8
11422443: 0 Tage idle - Level 2
11757143: 4 Tage idle - Level 1
10833843: 70 Tage idle - Level 2 => LOESCHEN
11721343: 5 Tage idle - Level 7
7950943: 0 Tage idle - Level 51
11782343: 2 Tage idle - Level 3
11823043: 12 Tage idle - Level 1
8600843: 6 Tage idle - Level 15
11833343: 4 Tage idle - Level 6
10677743: 0 Tage idle - Level 9
11768044: 17 Tage idle - Level 1
11565244: 30 Tage idle - Level 1 => LOESCHEN
10358944: 24 Tage idle - Level 7
11246444: 0 Tage idle - Level 4
8312844: 142 Tage idle - Level 11
9748144: 4 Tage idle - Level 3
8495444: 7 Tage idle - Level 11
11469844: 10 Tage idle - Level 12
9677244: 69 Tage idle - Level 15
11849944: 0 Tage idle - Level 11
9697844: 5 Tage idle - Level 10
11991044: 2 Tage idle - Level 1
8232244: 1 Tage idle - Level 23 (KEEP_CHARACTER)
11950644: 1 Tage idle - Level 8
10202044: 6 Tage idle - Level 3
9003844: 0 Tage idle - Level 7
11424344: 0 Tage idle - Level 10
8460244: 5 Tage idle - Level 1
9560944: 50 Tage idle - Level 7
11779644: 0 Tage idle - Level 1
11581444: 28 Tage idle - Level 1
11794544: 12 Tage idle - Level 1
10410144: 4 Tage idle - Level 1
10005544: 11 Tage idle - Level 22
9293444: 0 Tage idle - Level 6
10988844: 33 Tage idle - Level 1 => LOESCHEN
11668944: 13 Tage idle - Level 8
8127844: 11 Tage idle - Level 15
9689444: 41 Tage idle - Level 8 (KEEP_CHARACTER)
11491244: 24 Tage idle - Level 1
10148344: 3 Tage idle - Level 2
10229544: 2 Tage idle - Level 11
9699744: 3 Tage idle - Level 12
11866744: 10 Tage idle - Level 1
8518144: 21 Tage idle - Level 10
11958144: 2 Tage idle - Level 1
10614244: 3 Tage idle - Level 2
10700044: 68 Tage idle - Level 1 (KEEP_CHARACTER)
11714944: 18 Tage idle - Level 1
9507444: 2 Tage idle - Level 7 (KEEP_CHARACTER)
10710344: 0 Tage idle - Level 14
8878044: 71 Tage idle - Level 4
8386644: 39 Tage idle - Level 8
10761044: 74 Tage idle - Level 4
8923444: 7 Tage idle - Level 3
8862844: 6 Tage idle - Level 5 (KEEP_CHARACTER)
9542944: 143 Tage idle - Level 4 => LOESCHEN
9213844: 25 Tage idle - Level 8
9199244: 1 Tage idle - Level 9 (KEEP_CHARACTER)
8777644: 3 Tage idle - Level 10
11138944: 3 Tage idle - Level 2
11553844: 29 Tage idle - Level 3
8124044: 40 Tage idle - Level 12
11848044: 3 Tage idle - Level 1
10220144: 86 Tage idle - Level 13
12011144: 1 Tage idle - Level 1
8109844: 48 Tage idle - Level 4
9129244: 68 Tage idle - Level 6
10043544: 11 Tage idle - Level 1
10833944: 59 Tage idle - Level 3 (KEEP_CHARACTER)
10469744: 27 Tage idle - Level 4
7991444: 24 Tage idle - Level 15
8013344: 1 Tage idle - Level 20
9524244: 11 Tage idle - Level 8
9650544: 85 Tage idle - Level 4
7966944: 3 Tage idle - Level 49
10160144: 112 Tage idle - Level 5
8074344: 8 Tage idle - Level 6
9048744: 17 Tage idle - Level 8
10550544: 41 Tage idle - Level 1 (KEEP_CHARACTER)
8140244: 0 Tage idle - Level 27
8429944: 206 Tage idle - Level 13
9697244: 0 Tage idle - Level 13
11084144: 14 Tage idle - Level 6
11200444: 37 Tage idle - Level 1 => LOESCHEN
11089844: 5 Tage idle - Level 5
9884844: 10 Tage idle - Level 5
11560344: 28 Tage idle - Level 1
11803944: 14 Tage idle - Level 1
8885944: 74 Tage idle - Level 1 => LOESCHEN
8394444: 10 Tage idle - Level 3
10729444: 9 Tage idle - Level 1
8156844: 83 Tage idle - Level 4 (KEEP_CHARACTER)
10618044: 1 Tage idle - Level 11
11642144: 3 Tage idle - Level 6
10263144: 31 Tage idle - Level 1 => LOESCHEN
11930844: 6 Tage idle - Level 1
8263144: 3 Tage idle - Level 9 (KEEP_CHARACTER)
8015244: 1 Tage idle - Level 16 (KEEP_CHARACTER)
11784344: 15 Tage idle - Level 1
10111344: 15 Tage idle - Level 4
8815944: 181 Tage idle - Level 11
11835344: 0 Tage idle - Level 5
10172344: 111 Tage idle - Level 4
10253544: 71 Tage idle - Level 10
10669444: 8 Tage idle - Level 1 (KEEP_CHARACTER)
11896344: 4 Tage idle - Level 1
11283244: 10 Tage idle - Level 1
9197444: 142 Tage idle - Level 10
10927944: 50 Tage idle - Level 1 => LOESCHEN
7969444: 14 Tage idle - Level 5
10162744: 42 Tage idle - Level 9
10867244: 46 Tage idle - Level 1 => LOESCHEN
10410944: 63 Tage idle - Level 9
8046744: 1 Tage idle - Level 39
10259844: 0 Tage idle - Level 8
10599144: 72 Tage idle - Level 2 (KEEP_CHARACTER)
10431444: 1 Tage idle - Level 7
8487844: 143 Tage idle - Level 27
11881744: 1 Tage idle - Level 9
10908644: 11 Tage idle - Level 1
9598744: 1 Tage idle - Level 11
11066844: 2 Tage idle - Level 8
11193044: 27 Tage idle - Level 18
10685644: 48 Tage idle - Level 1 => LOESCHEN
9365744: 0 Tage idle - Level 19
11740144: 0 Tage idle - Level 5
11411044: 0 Tage idle - Level 7
8234944: 2 Tage idle - Level 30
9750444: 6 Tage idle - Level 9
11390944: 35 Tage idle - Level 1 => LOESCHEN
9837244: 31 Tage idle - Level 15
8458244: 0 Tage idle - Level 22
10767444: 73 Tage idle - Level 9
8513944: 0 Tage idle - Level 22
10656044: 7 Tage idle - Level 2
8367444: 214 Tage idle - Level 8
9179444: 0 Tage idle - Level 22
10747544: 15 Tage idle - Level 7
9503144: 134 Tage idle - Level 4 => LOESCHEN
9964144: 73 Tage idle - Level 3
11432244: 31 Tage idle - Level 2
11802044: 14 Tage idle - Level 2
9189744: 57 Tage idle - Level 2
11519044: 25 Tage idle - Level 3
9513444: 1 Tage idle - Level 12
11452844: 5 Tage idle - Level 3
9320944: 3 Tage idle - Level 7
11123744: 2 Tage idle - Level 20
10240844: 74 Tage idle - Level 8
8281244: 138 Tage idle - Level 20
8697144: 197 Tage idle - Level 8
10530044: 52 Tage idle - Level 6
11479644: 33 Tage idle - Level 1 => LOESCHEN
11864344: 0 Tage idle - Level 14
9955844: 1 Tage idle - Level 6
11059744: 36 Tage idle - Level 1 => LOESCHEN
11393444: 41 Tage idle - Level 1 => LOESCHEN
11064344: 57 Tage idle - Level 2
7988144: 5 Tage idle - Level 1
8591744: 7 Tage idle - Level 14
8272944: 74 Tage idle - Level 6
11961044: 0 Tage idle - Level 6
11267844: 16 Tage idle - Level 8
10840544: 7 Tage idle - Level 7
8709644: 0 Tage idle - Level 39
9282744: 70 Tage idle - Level 2 => LOESCHEN
8101144: 17 Tage idle - Level 1
9652544: 75 Tage idle - Level 6
11120644: 37 Tage idle - Level 1 => LOESCHEN
11201844: 39 Tage idle - Level 1 => LOESCHEN
9329044: 49 Tage idle - Level 6
10035944: 9 Tage idle - Level 4
8319944: 8 Tage idle - Level 8
10745044: 0 Tage idle - Level 1
9709144: 80 Tage idle - Level 8
8172444: 1 Tage idle - Level 7
9713844: 75 Tage idle - Level 4
8299744: 18 Tage idle - Level 25 (KEEP_CHARACTER)
8912044: 0 Tage idle - Level 10
8213144: 45 Tage idle - Level 8
10188344: 91 Tage idle - Level 7
8836544: 48 Tage idle - Level 5
10223444: 2 Tage idle - Level 8
8263944: 15 Tage idle - Level 4 (KEEP_CHARACTER)
10725144: 82 Tage idle - Level 2 => LOESCHEN
8806344: 115 Tage idle - Level 6
9126944: 173 Tage idle - Level 5 => LOESCHEN
11269044: 1 Tage idle - Level 14
10396444: 11 Tage idle - Level 10
11608744: 27 Tage idle - Level 1
8061744: 20 Tage idle - Level 8
9613344: 31 Tage idle - Level 6
11259444: 11 Tage idle - Level 11
10462344: 54 Tage idle - Level 1 => LOESCHEN
11922544: 1 Tage idle - Level 1
10340744: 33 Tage idle - Level 9
11770444: 1 Tage idle - Level 6
8397044: 7 Tage idle - Level 20
10690344: 7 Tage idle - Level 8
11041344: 41 Tage idle - Level 1 => LOESCHEN
7965144: 42 Tage idle - Level 11 (KEEP_CHARACTER)
10285744: 12 Tage idle - Level 12
9705444: 0 Tage idle - Level 27
11305444: 47 Tage idle - Level 1 => LOESCHEN
10012244: 3 Tage idle - Level 23
10300944: 8 Tage idle - Level 8
11898344: 0 Tage idle - Level 9
8397744: 36 Tage idle - Level 16
9781344: 59 Tage idle - Level 16
11376744: 42 Tage idle - Level 5
10078944: 22 Tage idle - Level 10 (KEEP_CHARACTER)
8899444: 179 Tage idle - Level 8
10924944: 23 Tage idle - Level 5 (KEEP_CHARACTER)
8839044: 100 Tage idle - Level 14
9934044: 4 Tage idle - Level 5
7956144: 0 Tage idle - Level 5
11863144: 8 Tage idle - Level 3
8640944: 13 Tage idle - Level 10
9119144: 25 Tage idle - Level 19
10535144: 23 Tage idle - Level 10
11503944: 0 Tage idle - Level 22 (KEEP_CHARACTER)
10626644: 11 Tage idle - Level 1
10839744: 40 Tage idle - Level 1 => LOESCHEN
11899644: 0 Tage idle - Level 9 (KEEP_CHARACTER)
11731944: 19 Tage idle - Level 1
10434044: 58 Tage idle - Level 1 => LOESCHEN
11246044: 51 Tage idle - Level 1 => LOESCHEN
10155744: 29 Tage idle - Level 6
9453544: 153 Tage idle - Level 5 => LOESCHEN
8444344: 0 Tage idle - Level 13 (KEEP_CHARACTER)
11707344: 2 Tage idle - Level 14
10580944: 4 Tage idle - Level 8
8611344: 5 Tage idle - Level 2
10905644: 17 Tage idle - Level 5
9590044: 32 Tage idle - Level 4
9626144: 0 Tage idle - Level 37
10267744: 0 Tage idle - Level 12 (KEEP_CHARACTER)
9803444: 71 Tage idle - Level 10
11317644: 1 Tage idle - Level 17 (KEEP_CHARACTER)
10399644: 7 Tage idle - Level 6 (KEEP_CHARACTER)
11241044: 0 Tage idle - Level 28
11864444: 9 Tage idle - Level 2
8434744: 7 Tage idle - Level 2
11332544: 27 Tage idle - Level 3
10323344: 10 Tage idle - Level 13
11353044: 37 Tage idle - Level 1 => LOESCHEN
9647344: 85 Tage idle - Level 14
8025044: 3 Tage idle - Level 15 (KEEP_CHARACTER)
10364444: 30 Tage idle - Level 20
11044544: 5 Tage idle - Level 20
11465044: 28 Tage idle - Level 8
8126844: 84 Tage idle - Level 1 (KEEP_CHARACTER)
11718944: 0 Tage idle - Level 7
11601944: 27 Tage idle - Level 1
7953044: 90 Tage idle - Level 10
11526344: 32 Tage idle - Level 1 => LOESCHEN
11825244: 13 Tage idle - Level 1
11997644: 1 Tage idle - Level 5
8162244: 224 Tage idle - Level 7 => LOESCHEN
9794844: 0 Tage idle - Level 7
11228044: 12 Tage idle - Level 1
7949044: 3 Tage idle - Level 62 (KEEP_CHARACTER)
10968544: 1 Tage idle - Level 11
8887344: 23 Tage idle - Level 8
11815644: 7 Tage idle - Level 1
10932744: 3 Tage idle - Level 7 (KEEP_CHARACTER)
11612844: 0 Tage idle - Level 1
11992644: 2 Tage idle - Level 1
11673844: 0 Tage idle - Level 2
11476644: 5 Tage idle - Level 1
11684044: 22 Tage idle - Level 1
11152144: 0 Tage idle - Level 7
10072044: 68 Tage idle - Level 9
8563544: 39 Tage idle - Level 10
10730544: 0 Tage idle - Level 19
11588644: 18 Tage idle - Level 1
9881944: 0 Tage idle - Level 16
10675544: 49 Tage idle - Level 3
11315144: 15 Tage idle - Level 8 (KEEP_CHARACTER)
11522644: 32 Tage idle - Level 1 => LOESCHEN
11031144: 5 Tage idle - Level 7
9938544: 102 Tage idle - Level 5
12005544: 0 Tage idle - Level 5 (KEEP_CHARACTER)
11786444: 16 Tage idle - Level 1
8316244: 2 Tage idle - Level 15
10412344: 1 Tage idle - Level 18
8463044: 3 Tage idle - Level 5
9766544: 30 Tage idle - Level 5
10144244: 72 Tage idle - Level 8
9852344: 39 Tage idle - Level 1 => LOESCHEN
11326044: 42 Tage idle - Level 1 => LOESCHEN
10235744: 98 Tage idle - Level 7
11336344: 18 Tage idle - Level 6
8869344: 180 Tage idle - Level 13
7950644: 34 Tage idle - Level 16
8717544: 102 Tage idle - Level 8
9731344: 10 Tage idle - Level 11
8069344: 3 Tage idle - Level 24
8195644: 201 Tage idle - Level 7
9418144: 0 Tage idle - Level 12
11317044: 44 Tage idle - Level 1 => LOESCHEN
7951244: 195 Tage idle - Level 12
9646144: 65 Tage idle - Level 7
11671344: 0 Tage idle - Level 6
8322844: 213 Tage idle - Level 7 => LOESCHEN
10834844: 5 Tage idle - Level 9 (KEEP_CHARACTER)
9681644: 21 Tage idle - Level 1
8383844: 143 Tage idle - Level 9
11600744: 21 Tage idle - Level 1
7951944: 3 Tage idle - Level 18 (KEEP_CHARACTER)
11241144: 51 Tage idle - Level 1 => LOESCHEN
11996444: 2 Tage idle - Level 1
9864544: 74 Tage idle - Level 10
11332644: 11 Tage idle - Level 8
8075244: 3 Tage idle - Level 17
9424044: 88 Tage idle - Level 10
8045044: 203 Tage idle - Level 13
10961744: 6 Tage idle - Level 20 (KEEP_CHARACTER)
11698144: 0 Tage idle - Level 11 (KEEP_CHARACTER)
8886144: 87 Tage idle - Level 2 => LOESCHEN
9601344: 85 Tage idle - Level 1 => LOESCHEN
11125844: 2 Tage idle - Level 17
10242944: 39 Tage idle - Level 6
11211644: 53 Tage idle - Level 1 => LOESCHEN
9703044: 134 Tage idle - Level 8
9794244: 111 Tage idle - Level 13
9753844: 85 Tage idle - Level 5
10709844: 3 Tage idle - Level 9
10962344: 68 Tage idle - Level 2 => LOESCHEN
9764044: 36 Tage idle - Level 1 => LOESCHEN
8592544: 1 Tage idle - Level 17
11981844: 3 Tage idle - Level 1
8425844: 41 Tage idle - Level 7
7953144: 42 Tage idle - Level 10
7963444: 40 Tage idle - Level 6
8025844: 135 Tage idle - Level 1 (KEEP_CHARACTER)
9384644: 154 Tage idle - Level 5 => LOESCHEN
11678944: 0 Tage idle - Level 8
10420844: 52 Tage idle - Level 1 => LOESCHEN
11927044: 2 Tage idle - Level 2
11354444: 43 Tage idle - Level 1 => LOESCHEN
7949144: 132 Tage idle - Level 14
11283544: 47 Tage idle - Level 1 => LOESCHEN
10800944: 3 Tage idle - Level 1
10928144: 43 Tage idle - Level 1 => LOESCHEN
8887444: 53 Tage idle - Level 8
10770444: 3 Tage idle - Level 1
10851644: 7 Tage idle - Level 5
8193144: 1 Tage idle - Level 17
10603744: 82 Tage idle - Level 8
8603744: 66 Tage idle - Level 6
8694944: 95 Tage idle - Level 7
9952244: 125 Tage idle - Level 8
11592744: 11 Tage idle - Level 7
8000944: 80 Tage idle - Level 11
11891644: 7 Tage idle - Level 1
11932344: 1 Tage idle - Level 9
11162544: 51 Tage idle - Level 1 => LOESCHEN
8234544: 9 Tage idle - Level 9
11264244: 26 Tage idle - Level 1
9836944: 25 Tage idle - Level 7
9142644: 99 Tage idle - Level 8
8179544: 226 Tage idle - Level 7 => LOESCHEN
11851844: 6 Tage idle - Level 1 (KEEP_CHARACTER)
10062544: 0 Tage idle - Level 11
10149344: 96 Tage idle - Level 7
8062544: 0 Tage idle - Level 25
8923844: 96 Tage idle - Level 10
9811344: 8 Tage idle - Level 11
10818044: 2 Tage idle - Level 7
8818044: 33 Tage idle - Level 7
7985944: 2 Tage idle - Level 8
11148944: 31 Tage idle - Level 1 => LOESCHEN
9062044: 9 Tage idle - Level 43
11690044: 22 Tage idle - Level 1
10924444: 45 Tage idle - Level 1 (KEEP_CHARACTER)
11366644: 0 Tage idle - Level 12
10727244: 57 Tage idle - Level 6
8788244: 16 Tage idle - Level 8
8792944: 74 Tage idle - Level 7
9899144: 41 Tage idle - Level 1 (KEEP_CHARACTER)
8768344: 149 Tage idle - Level 4 => LOESCHEN
10378644: 0 Tage idle - Level 26 (KEEP_CHARACTER)
9215444: 5 Tage idle - Level 8
9889544: 51 Tage idle - Level 26
11727444: 5 Tage idle - Level 1
11788444: 0 Tage idle - Level 6
8570844: 193 Tage idle - Level 6 => LOESCHEN
10900144: 28 Tage idle - Level 9 (KEEP_CHARACTER)
8865044: 0 Tage idle - Level 40 (KEEP_CHARACTER)
8789544: 186 Tage idle - Level 7
8125744: 4 Tage idle - Level 4
10916044: 57 Tage idle - Level 4
11023544: 6 Tage idle - Level 1
9925244: 1 Tage idle - Level 19
11809244: 6 Tage idle - Level 2
11373144: 41 Tage idle - Level 1 => LOESCHEN
10577044: 50 Tage idle - Level 1 => LOESCHEN
8916744: 1 Tage idle - Level 3
8262944: 6 Tage idle - Level 4
8713944: 6 Tage idle - Level 7
8982344: 1 Tage idle - Level 29
10866344: 0 Tage idle - Level 3
11632244: 13 Tage idle - Level 1
11637944: 25 Tage idle - Level 3
9602044: 52 Tage idle - Level 8
9319044: 12 Tage idle - Level 8
9739644: 2 Tage idle - Level 11
11880844: 0 Tage idle - Level 6
10871644: 1 Tage idle - Level 6
11597844: 20 Tage idle - Level 1
9506644: 0 Tage idle - Level 16
7943644: 65 Tage idle - Level 1 => LOESCHEN
10010644: 60 Tage idle - Level 8
11699544: 16 Tage idle - Level 1
8857344: 73 Tage idle - Level 5
9547744: 67 Tage idle - Level 9
11887044: 1 Tage idle - Level 3
9010144: 99 Tage idle - Level 8
9887044: 82 Tage idle - Level 3
7944244: 102 Tage idle - Level 4
8842044: 7 Tage idle - Level 19
8766544: 1 Tage idle - Level 1
11902244: 8 Tage idle - Level 1
11456944: 32 Tage idle - Level 1 => LOESCHEN
8771144: 180 Tage idle - Level 6 => LOESCHEN
10655144: 4 Tage idle - Level 26
11588844: 11 Tage idle - Level 1
8655144: 4 Tage idle - Level 13
11183144: 55 Tage idle - Level 1 => LOESCHEN
11219244: 52 Tage idle - Level 1 => LOESCHEN
9958644: 113 Tage idle - Level 11
11634144: 25 Tage idle - Level 1
9593444: 128 Tage idle - Level 15
10432444: 84 Tage idle - Level 6
9071844: 19 Tage idle - Level 10
9411444: 12 Tage idle - Level 8
11675244: 21 Tage idle - Level 1
9467844: 58 Tage idle - Level 5
8377444: 7 Tage idle - Level 1
8751944: 8 Tage idle - Level 10
11817744: 9 Tage idle - Level 2
8808544: 1 Tage idle - Level 16
11462844: 36 Tage idle - Level 1 => LOESCHEN
8945044: 6 Tage idle - Level 7
10185544: 21 Tage idle - Level 1
8914944: 69 Tage idle - Level 3
9124044: 0 Tage idle - Level 5
9377644: 60 Tage idle - Level 8 (KEEP_CHARACTER)
11640744: 25 Tage idle - Level 2
11803044: 4 Tage idle - Level 1
10190844: 4 Tage idle - Level 7
11240744: 31 Tage idle - Level 1 (KEEP_CHARACTER)
10692544: 39 Tage idle - Level 4
11210544: 19 Tage idle - Level 1
8525844: 28 Tage idle - Level 2
10703044: 31 Tage idle - Level 15
9677144: 49 Tage idle - Level 13
8146344: 173 Tage idle - Level 13
10110544: 0 Tage idle - Level 14
10815044: 68 Tage idle - Level 8
7972644: 11 Tage idle - Level 6
9702644: 81 Tage idle - Level 9
11110044: 58 Tage idle - Level 4
8425344: 0 Tage idle - Level 11
9231744: 155 Tage idle - Level 5 => LOESCHEN
10435644: 93 Tage idle - Level 7
11611844: 27 Tage idle - Level 1
8192044: 2 Tage idle - Level 36
8931744: 107 Tage idle - Level 7
11951144: 0 Tage idle - Level 8
8521444: 180 Tage idle - Level 14
9171044: 149 Tage idle - Level 12
11961444: 2 Tage idle - Level 5
10876744: 58 Tage idle - Level 3
8045944: 0 Tage idle - Level 80 (KEEP_CHARACTER)
10212944: 4 Tage idle - Level 2
10881344: 67 Tage idle - Level 4
9435144: 18 Tage idle - Level 6
9480244: 15 Tage idle - Level 5
9278444: 50 Tage idle - Level 7
7953344: 14 Tage idle - Level 8 (KEEP_CHARACTER)
8192744: 39 Tage idle - Level 9
8152244: 0 Tage idle - Level 15
10036244: 68 Tage idle - Level 8
8046544: 51 Tage idle - Level 2
8461444: 4 Tage idle - Level 20
10552944: 79 Tage idle - Level 6
8507844: 191 Tage idle - Level 8
10695044: 65 Tage idle - Level 8
9901744: 9 Tage idle - Level 1
8857444: 3 Tage idle - Level 6 (KEEP_CHARACTER)
9430844: 11 Tage idle - Level 11 (KEEP_CHARACTER)
8756344: 70 Tage idle - Level 4
10726144: 65 Tage idle - Level 2 (KEEP_CHARACTER)
9578644: 32 Tage idle - Level 15
8315944: 134 Tage idle - Level 8
11183244: 49 Tage idle - Level 1 => LOESCHEN
10255244: 14 Tage idle - Level 10
10316544: 26 Tage idle - Level 4
11953744: 0 Tage idle - Level 7 (KEEP_CHARACTER)
9254844: 97 Tage idle - Level 8
11756544: 16 Tage idle - Level 1
10331444: 99 Tage idle - Level 3 => LOESCHEN
11346244: 16 Tage idle - Level 4
11888444: 5 Tage idle - Level 1
10260544: 69 Tage idle - Level 12
11690244: 19 Tage idle - Level 1
8504044: 103 Tage idle - Level 7
10104044: 3 Tage idle - Level 20
8144544: 2 Tage idle - Level 4
10691344: 1 Tage idle - Level 20 (KEEP_CHARACTER)
11757144: 17 Tage idle - Level 1
11883444: 1 Tage idle - Level 1
9387344: 155 Tage idle - Level 5 => LOESCHEN
11680644: 20 Tage idle - Level 4
9306444: 126 Tage idle - Level 11
9513944: 1 Tage idle - Level 20
8879944: 2 Tage idle - Level 18
10104744: 116 Tage idle - Level 4
8160044: 1 Tage idle - Level 13
11833344: 12 Tage idle - Level 1
10616744: 3 Tage idle - Level 15
11266344: 0 Tage idle - Level 15
8125244: 174 Tage idle - Level 19
11924844: 6 Tage idle - Level 1
10799344: 37 Tage idle - Level 5
11924845: 6 Tage idle - Level 1
7941245: 181 Tage idle - Level 9
11772745: 0 Tage idle - Level 1
11449245: 3 Tage idle - Level 1
8308145: 4 Tage idle - Level 14
8560745: 41 Tage idle - Level 1 => LOESCHEN
11585845: 28 Tage idle - Level 1
8698245: 24 Tage idle - Level 12
11707745: 0 Tage idle - Level 16
9393245: 0 Tage idle - Level 37 (KEEP_CHARACTER)
11986445: 1 Tage idle - Level 3 (KEEP_CHARACTER)
8369845: 118 Tage idle - Level 9
7988645: 17 Tage idle - Level 54
9064845: 58 Tage idle - Level 1 => LOESCHEN
8835745: 0 Tage idle - Level 15
10309445: 10 Tage idle - Level 13
11252345: 29 Tage idle - Level 7
10501645: 8 Tage idle - Level 14
9931345: 25 Tage idle - Level 4
11319245: 13 Tage idle - Level 6
10694545: 81 Tage idle - Level 3
11870745: 0 Tage idle - Level 8
8780345: 174 Tage idle - Level 8
10294545: 46 Tage idle - Level 3
9622845: 144 Tage idle - Level 4 => LOESCHEN
11643345: 8 Tage idle - Level 1
11314245: 2 Tage idle - Level 9
10887745: 1 Tage idle - Level 3
10928445: 42 Tage idle - Level 5
8234145: 17 Tage idle - Level 9
8730245: 41 Tage idle - Level 13
11588345: 16 Tage idle - Level 3
9507445: 99 Tage idle - Level 9
8173545: 53 Tage idle - Level 25
11314945: 41 Tage idle - Level 1 => LOESCHEN
10199745: 0 Tage idle - Level 24
11168445: 55 Tage idle - Level 1 => LOESCHEN
8771345: 50 Tage idle - Level 17
11386145: 2 Tage idle - Level 18
