Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Thu Sep  1 00:13:00 2005
9103355: 26 Tage idle - Level 14
8711955: 89 Tage idle - Level 4
9129555: 44 Tage idle - Level 4 (KEEP_CHARACTER)
8003355: 7 Tage idle - Level 11 (KEEP_CHARACTER)
8590655: 54 Tage idle - Level 8
9737655: 29 Tage idle - Level 1
10424555: 8 Tage idle - Level 1
9479855: 60 Tage idle - Level 1 (KEEP_CHARACTER)
9986155: 24 Tage idle - Level 1
8237655: 86 Tage idle - Level 6
8530955: 117 Tage idle - Level 3 => LOESCHEN
10298655: 0 Tage idle - Level 8
9834355: 0 Tage idle - Level 10
9135455: 3 Tage idle - Level 2 (KEEP_CHARACTER)
9342955: 7 Tage idle - Level 10
8825155: 0 Tage idle - Level 21
9013855: 72 Tage idle - Level 3
9221255: 9 Tage idle - Level 2 (KEEP_CHARACTER)
10262855: 17 Tage idle - Level 1
9637155: 35 Tage idle - Level 1 => LOESCHEN
10268455: 15 Tage idle - Level 1 (KEEP_CHARACTER)
9981155: 33 Tage idle - Level 1 => LOESCHEN
10445755: 6 Tage idle - Level 1
10116655: 3 Tage idle - Level 12
10450355: 6 Tage idle - Level 1
8860655: 81 Tage idle - Level 3
8825855: 76 Tage idle - Level 2 => LOESCHEN
8714455: 98 Tage idle - Level 5
10070955: 0 Tage idle - Level 22
8481155: 7 Tage idle - Level 2
7969055: 2 Tage idle - Level 13
8937855: 0 Tage idle - Level 4
9617955: 52 Tage idle - Level 1 => LOESCHEN
9460155: 32 Tage idle - Level 1 => LOESCHEN
8081155: 12 Tage idle - Level 6
9749855: 4 Tage idle - Level 1 (KEEP_CHARACTER)
10420855: 2 Tage idle - Level 6
7943555: 6 Tage idle - Level 1 (KEEP_CHARACTER)
9764755: 32 Tage idle - Level 1 => LOESCHEN
9480755: 60 Tage idle - Level 1 => LOESCHEN
8471555: 14 Tage idle - Level 1
9111155: 23 Tage idle - Level 1
7959455: 0 Tage idle - Level 22
8198855: 110 Tage idle - Level 8
8654455: 4 Tage idle - Level 23
9304355: 64 Tage idle - Level 10
8756155: 2 Tage idle - Level 12
9562555: 54 Tage idle - Level 2
8685255: 44 Tage idle - Level 8 (KEEP_CHARACTER)
8108255: 0 Tage idle - Level 35 (KEEP_CHARACTER)
8153355: 2 Tage idle - Level 11 (KEEP_CHARACTER)
9619155: 54 Tage idle - Level 1 => LOESCHEN
9664255: 0 Tage idle - Level 18
8528855: 8 Tage idle - Level 1
9831255: 24 Tage idle - Level 1
8047655: 1 Tage idle - Level 6
8098355: 143 Tage idle - Level 4 => LOESCHEN
8635155: 25 Tage idle - Level 15
9244355: 54 Tage idle - Level 1 => LOESCHEN
10534055: 2 Tage idle - Level 1
8822755: 10 Tage idle - Level 1
10514155: 3 Tage idle - Level 1
8509555: 19 Tage idle - Level 3
10357455: 0 Tage idle - Level 3
9326155: 0 Tage idle - Level 25
9452455: 6 Tage idle - Level 28
9787155: 0 Tage idle - Level 6
9417655: 1 Tage idle - Level 1
7986555: 14 Tage idle - Level 1 (KEEP_CHARACTER)
9782155: 44 Tage idle - Level 1 => LOESCHEN
8565555: 57 Tage idle - Level 10
9504055: 0 Tage idle - Level 9
8419355: 103 Tage idle - Level 15
9306955: 2 Tage idle - Level 4
8342855: 4 Tage idle - Level 13 (KEEP_CHARACTER)
8186055: 104 Tage idle - Level 5
8682155: 18 Tage idle - Level 1
10318255: 12 Tage idle - Level 1
9788455: 1 Tage idle - Level 9
10039955: 28 Tage idle - Level 1 (KEEP_CHARACTER)
8409755: 9 Tage idle - Level 5
9099855: 0 Tage idle - Level 23
9960055: 34 Tage idle - Level 1 => LOESCHEN
8581055: 46 Tage idle - Level 3
8004055: 143 Tage idle - Level 9
9271455: 42 Tage idle - Level 4
9641255: 1 Tage idle - Level 11
9029155: 2 Tage idle - Level 4
8682855: 10 Tage idle - Level 1
9403655: 47 Tage idle - Level 7 (KEEP_CHARACTER)
8981755: 49 Tage idle - Level 1 => LOESCHEN
8318955: 9 Tage idle - Level 3 (KEEP_CHARACTER)
8658255: 59 Tage idle - Level 1 => LOESCHEN
9834455: 0 Tage idle - Level 14
9920255: 0 Tage idle - Level 4
9150455: 5 Tage idle - Level 6
9485155: 9 Tage idle - Level 13
9733355: 35 Tage idle - Level 1 => LOESCHEN
9940855: 34 Tage idle - Level 1 => LOESCHEN
8283455: 49 Tage idle - Level 4
9591555: 55 Tage idle - Level 1 => LOESCHEN
10056055: 28 Tage idle - Level 1
10263555: 16 Tage idle - Level 1
8258955: 63 Tage idle - Level 6
10269155: 5 Tage idle - Level 10
9931155: 0 Tage idle - Level 3
7999355: 31 Tage idle - Level 1 => LOESCHEN
10111755: 12 Tage idle - Level 1
8107055: 12 Tage idle - Level 29 (KEEP_CHARACTER)
8117355: 119 Tage idle - Level 12
10208855: 0 Tage idle - Level 13
8056755: 11 Tage idle - Level 14
7953955: 40 Tage idle - Level 8
9653455: 14 Tage idle - Level 8
9035755: 36 Tage idle - Level 8
9121555: 26 Tage idle - Level 6
8522655: 7 Tage idle - Level 12
8568755: 3 Tage idle - Level 8 (KEEP_CHARACTER)
8603855: 72 Tage idle - Level 4
9091055: 32 Tage idle - Level 1 => LOESCHEN
8989255: 16 Tage idle - Level 3
9891755: 2 Tage idle - Level 2
8396755: 92 Tage idle - Level 3 => LOESCHEN
8193955: 0 Tage idle - Level 4
9294555: 52 Tage idle - Level 1 => LOESCHEN
10163755: 8 Tage idle - Level 1
9745555: 38 Tage idle - Level 1 => LOESCHEN
9796255: 16 Tage idle - Level 1
8169355: 3 Tage idle - Level 17
10543855: 0 Tage idle - Level 1
9918155: 26 Tage idle - Level 7
10432455: 0 Tage idle - Level 9 (KEEP_CHARACTER)
9047255: 1 Tage idle - Level 7
9796955: 28 Tage idle - Level 13
10479155: 4 Tage idle - Level 1
8276355: 70 Tage idle - Level 8
8696955: 3 Tage idle - Level 8 (KEEP_CHARACTER)
8240555: 50 Tage idle - Level 1 => LOESCHEN
9462855: 28 Tage idle - Level 1
8337655: 68 Tage idle - Level 2 => LOESCHEN
8884455: 6 Tage idle - Level 1
8681655: 5 Tage idle - Level 9
10312055: 0 Tage idle - Level 7
10236555: 2 Tage idle - Level 1
8661755: 42 Tage idle - Level 1 => LOESCHEN
10216655: 12 Tage idle - Level 1
7951455: 9 Tage idle - Level 13
9443555: 57 Tage idle - Level 1 (KEEP_CHARACTER)
7967355: 41 Tage idle - Level 1 => LOESCHEN
9337855: 10 Tage idle - Level 19
9626455: 13 Tage idle - Level 1
10257755: 15 Tage idle - Level 5
9287455: 42 Tage idle - Level 1 => LOESCHEN
8232155: 48 Tage idle - Level 7
9910055: 32 Tage idle - Level 6
9560855: 54 Tage idle - Level 1 => LOESCHEN
9312955: 1 Tage idle - Level 8
10100955: 25 Tage idle - Level 2
9160855: 41 Tage idle - Level 4
10405455: 0 Tage idle - Level 11
10537355: 0 Tage idle - Level 1
10208255: 17 Tage idle - Level 1
9506055: 3 Tage idle - Level 16 (KEEP_CHARACTER)
8415755: 32 Tage idle - Level 4
8962555: 76 Tage idle - Level 12
10157955: 4 Tage idle - Level 8
9167055: 80 Tage idle - Level 4
9744355: 47 Tage idle - Level 1 => LOESCHEN
8780255: 50 Tage idle - Level 1 => LOESCHEN
9592255: 13 Tage idle - Level 1 (KEEP_CHARACTER)
9470655: 20 Tage idle - Level 6 (KEEP_CHARACTER)
9846055: 27 Tage idle - Level 1
9435855: 8 Tage idle - Level 5
10431255: 2 Tage idle - Level 7
9653555: 0 Tage idle - Level 14
9202855: 44 Tage idle - Level 1 => LOESCHEN
10163155: 19 Tage idle - Level 3
8386555: 126 Tage idle - Level 9
10553555: 0 Tage idle - Level 1
8057455: 0 Tage idle - Level 11
8138655: 105 Tage idle - Level 4
10518755: 1 Tage idle - Level 1
9400655: 0 Tage idle - Level 2
9213755: 74 Tage idle - Level 6
10391855: 1 Tage idle - Level 7
8710955: 29 Tage idle - Level 9
8184355: 30 Tage idle - Level 5 (KEEP_CHARACTER)
8964455: 29 Tage idle - Level 2
8767255: 18 Tage idle - Level 1 (KEEP_CHARACTER)
9406955: 3 Tage idle - Level 1
9011555: 80 Tage idle - Level 7 (KEEP_CHARACTER)
9508655: 60 Tage idle - Level 1 => LOESCHEN
8717155: 1 Tage idle - Level 11
9817855: 12 Tage idle - Level 2
8489555: 0 Tage idle - Level 1
9295955: 0 Tage idle - Level 17
10372555: 0 Tage idle - Level 1
8205855: 18 Tage idle - Level 11 (KEEP_CHARACTER)
10545155: 0 Tage idle - Level 1
8585655: 0 Tage idle - Level 1
7940655: 48 Tage idle - Level 3
10008655: 1 Tage idle - Level 8
9767456: 0 Tage idle - Level 21
9113956: 56 Tage idle - Level 7
10373156: 8 Tage idle - Level 1
9260756: 3 Tage idle - Level 30 (KEEP_CHARACTER)
8049756: 0 Tage idle - Level 28
9489756: 45 Tage idle - Level 8
8925956: 8 Tage idle - Level 1
9823756: 0 Tage idle - Level 19
8115656: 42 Tage idle - Level 4
9504956: 0 Tage idle - Level 3
9190456: 0 Tage idle - Level 5 (KEEP_CHARACTER)
7952156: 52 Tage idle - Level 9 (KEEP_CHARACTER)
9697856: 11 Tage idle - Level 11
9530056: 0 Tage idle - Level 17
9783656: 29 Tage idle - Level 10
9996756: 1 Tage idle - Level 9
8815156: 1 Tage idle - Level 3
9960956: 2 Tage idle - Level 11 (KEEP_CHARACTER)
10181956: 20 Tage idle - Level 1
9926056: 2 Tage idle - Level 2
10303856: 1 Tage idle - Level 2
9485356: 0 Tage idle - Level 12
9576856: 55 Tage idle - Level 1 => LOESCHEN
8076156: 16 Tage idle - Level 1 (KEEP_CHARACTER)
8618656: 0 Tage idle - Level 1
8460956: 42 Tage idle - Level 17
10060956: 21 Tage idle - Level 2
9850156: 35 Tage idle - Level 1 => LOESCHEN
8684256: 3 Tage idle - Level 3
10071156: 27 Tage idle - Level 1
9541656: 58 Tage idle - Level 1 => LOESCHEN
9344456: 66 Tage idle - Level 2 => LOESCHEN
9714256: 0 Tage idle - Level 10 (KEEP_CHARACTER)
8345556: 116 Tage idle - Level 8
8841656: 48 Tage idle - Level 1 => LOESCHEN
8922856: 0 Tage idle - Level 6
10441656: 2 Tage idle - Level 1
7964356: 94 Tage idle - Level 10
8983856: 56 Tage idle - Level 1 => LOESCHEN
10006856: 31 Tage idle - Level 3
7944456: 2 Tage idle - Level 6
9973056: 11 Tage idle - Level 9
8553656: 97 Tage idle - Level 3 => LOESCHEN
8933756: 0 Tage idle - Level 7
8984456: 21 Tage idle - Level 7
10336556: 1 Tage idle - Level 1
9553156: 16 Tage idle - Level 1
9973756: 10 Tage idle - Level 10
8761756: 4 Tage idle - Level 11
10078756: 20 Tage idle - Level 1
8038256: 11 Tage idle - Level 2
7940056: 4 Tage idle - Level 1 (KEEP_CHARACTER)
9842456: 37 Tage idle - Level 1 => LOESCHEN
9529256: 58 Tage idle - Level 1 => LOESCHEN
10236056: 13 Tage idle - Level 1
10321956: 13 Tage idle - Level 2
9680756: 32 Tage idle - Level 1 => LOESCHEN
9767556: 29 Tage idle - Level 1
8317956: 58 Tage idle - Level 8
10084656: 26 Tage idle - Level 1
9792756: 39 Tage idle - Level 1 => LOESCHEN
8292056: 23 Tage idle - Level 4
8257256: 3 Tage idle - Level 1
10034556: 30 Tage idle - Level 1 => LOESCHEN
8611856: 0 Tage idle - Level 8
8044856: 14 Tage idle - Level 1
8333456: 11 Tage idle - Level 19
9393356: 66 Tage idle - Level 4
10268156: 2 Tage idle - Level 7
8977356: 5 Tage idle - Level 8
9247156: 41 Tage idle - Level 5
9713056: 48 Tage idle - Level 1 => LOESCHEN
8334056: 15 Tage idle - Level 1
8131256: 34 Tage idle - Level 42
9019856: 21 Tage idle - Level 1
9146056: 66 Tage idle - Level 2 (KEEP_CHARACTER)
8470656: 122 Tage idle - Level 1 (KEEP_CHARACTER)
8430156: 1 Tage idle - Level 2
8076256: 0 Tage idle - Level 22
9536456: 54 Tage idle - Level 4
9252456: 14 Tage idle - Level 1
9333656: 0 Tage idle - Level 8 (KEEP_CHARACTER)
8040456: 118 Tage idle - Level 4
8167756: 92 Tage idle - Level 14
9921156: 15 Tage idle - Level 1
8385456: 99 Tage idle - Level 12
10188256: 5 Tage idle - Level 2
9896356: 38 Tage idle - Level 1 => LOESCHEN
10274056: 1 Tage idle - Level 3
9288956: 13 Tage idle - Level 9
10491856: 3 Tage idle - Level 5
7974056: 73 Tage idle - Level 17
10091856: 3 Tage idle - Level 2
9724656: 47 Tage idle - Level 7 (KEEP_CHARACTER)
7959856: 120 Tage idle - Level 5
8153056: 0 Tage idle - Level 5
8199156: 39 Tage idle - Level 14
8092456: 5 Tage idle - Level 8
8908656: 72 Tage idle - Level 4
9633856: 53 Tage idle - Level 1 => LOESCHEN
10340656: 12 Tage idle - Level 1
9968556: 16 Tage idle - Level 20
10472556: 2 Tage idle - Level 1
9152656: 3 Tage idle - Level 12
10356556: 0 Tage idle - Level 9
10498756: 0 Tage idle - Level 8
8574256: 87 Tage idle - Level 4
8412156: 1 Tage idle - Level 14
10260056: 17 Tage idle - Level 1
9189056: 72 Tage idle - Level 2 => LOESCHEN
9193756: 14 Tage idle - Level 10
7955456: 0 Tage idle - Level 30
10022456: 0 Tage idle - Level 11
9695456: 40 Tage idle - Level 1 => LOESCHEN
8818456: 21 Tage idle - Level 1
8904256: 1 Tage idle - Level 10
9017356: 30 Tage idle - Level 1 => LOESCHEN
8418456: 64 Tage idle - Level 15
8058956: 97 Tage idle - Level 6
8063556: 2 Tage idle - Level 23
9290456: 57 Tage idle - Level 1 => LOESCHEN
8691556: 35 Tage idle - Level 5
9042556: 22 Tage idle - Level 5
9260256: 67 Tage idle - Level 3
8590456: 104 Tage idle - Level 6
10348156: 12 Tage idle - Level 1
8555656: 82 Tage idle - Level 6 (KEEP_CHARACTER)
10484756: 0 Tage idle - Level 3
8647056: 30 Tage idle - Level 1 => LOESCHEN
10084756: 19 Tage idle - Level 3
9626056: 21 Tage idle - Level 2
9260956: 2 Tage idle - Level 1
8257356: 87 Tage idle - Level 17
7947056: 14 Tage idle - Level 3
9849456: 4 Tage idle - Level 2
10019756: 31 Tage idle - Level 1 => LOESCHEN
10272256: 3 Tage idle - Level 1 (KEEP_CHARACTER)
9691756: 8 Tage idle - Level 2
8692856: 39 Tage idle - Level 13
8728956: 41 Tage idle - Level 1 => LOESCHEN
8814756: 76 Tage idle - Level 2 => LOESCHEN
10167156: 17 Tage idle - Level 9
8171856: 138 Tage idle - Level 7
8258656: 1 Tage idle - Level 32
9981656: 33 Tage idle - Level 1 => LOESCHEN
8151956: 10 Tage idle - Level 7
10289456: 0 Tage idle - Level 5
8527356: 1 Tage idle - Level 13
9252556: 38 Tage idle - Level 1 => LOESCHEN
8000056: 2 Tage idle - Level 15 (KEEP_CHARACTER)
8172456: 7 Tage idle - Level 14
8887256: 84 Tage idle - Level 15
10522356: 0 Tage idle - Level 1
8441156: 0 Tage idle - Level 22
9901356: 1 Tage idle - Level 5
9501356: 2 Tage idle - Level 11 (KEEP_CHARACTER)
8375956: 100 Tage idle - Level 5
9917256: 36 Tage idle - Level 1 => LOESCHEN
8461756: 2 Tage idle - Level 9
8057056: 16 Tage idle - Level 11
9643556: 52 Tage idle - Level 3
9127556: 37 Tage idle - Level 7
10087956: 9 Tage idle - Level 4 (KEEP_CHARACTER)
9466956: 59 Tage idle - Level 1 => LOESCHEN
8295356: 128 Tage idle - Level 11
9426456: 60 Tage idle - Level 3
8209856: 12 Tage idle - Level 4
9887456: 4 Tage idle - Level 8
8179356: 7 Tage idle - Level 4 (KEEP_CHARACTER)
9020856: 40 Tage idle - Level 1 => LOESCHEN
9274356: 27 Tage idle - Level 5
7954956: 4 Tage idle - Level 17
10437856: 0 Tage idle - Level 2 (KEEP_CHARACTER)
9938456: 35 Tage idle - Level 1 => LOESCHEN
9528156: 1 Tage idle - Level 9
10448056: 6 Tage idle - Level 1
8777156: 102 Tage idle - Level 4
10539556: 1 Tage idle - Level 1 (KEEP_CHARACTER)
8042456: 14 Tage idle - Level 6 (KEEP_CHARACTER)
10255556: 17 Tage idle - Level 1
9629956: 53 Tage idle - Level 1 => LOESCHEN
8700956: 45 Tage idle - Level 1 (KEEP_CHARACTER)
8139556: 12 Tage idle - Level 1
10351656: 11 Tage idle - Level 1
8225356: 55 Tage idle - Level 1 => LOESCHEN
9528856: 16 Tage idle - Level 4
8103756: 0 Tage idle - Level 29 (KEEP_CHARACTER)
9123156: 0 Tage idle - Level 22
10377856: 9 Tage idle - Level 1
8008256: 23 Tage idle - Level 1
8595556: 96 Tage idle - Level 11
7956156: 71 Tage idle - Level 2 (KEEP_CHARACTER)
9569956: 49 Tage idle - Level 1 => LOESCHEN
9129456: 0 Tage idle - Level 4 (KEEP_CHARACTER)
8656856: 107 Tage idle - Level 4
9422756: 37 Tage idle - Level 1 => LOESCHEN
7991656: 37 Tage idle - Level 1 => LOESCHEN
7951156: 2 Tage idle - Level 18 (KEEP_CHARACTER)
8185956: 4 Tage idle - Level 20
8271756: 1 Tage idle - Level 3 (KEEP_CHARACTER)
8196156: 34 Tage idle - Level 2
9291156: 2 Tage idle - Level 6
8074556: 2 Tage idle - Level 9
9534756: 58 Tage idle - Level 1 => LOESCHEN
8530156: 109 Tage idle - Level 3 => LOESCHEN
8125556: 35 Tage idle - Level 4
8297956: 34 Tage idle - Level 1 => LOESCHEN
9439256: 0 Tage idle - Level 21
10282656: 0 Tage idle - Level 1
8490056: 17 Tage idle - Level 11
8733656: 4 Tage idle - Level 4
10455256: 6 Tage idle - Level 1
9596356: 13 Tage idle - Level 4
8910956: 43 Tage idle - Level 1 => LOESCHEN
8678656: 20 Tage idle - Level 4
9287856: 51 Tage idle - Level 1 => LOESCHEN
7962756: 34 Tage idle - Level 1 => LOESCHEN
9581056: 19 Tage idle - Level 3
10405156: 9 Tage idle - Level 1
8364456: 2 Tage idle - Level 10
10395256: 3 Tage idle - Level 1
8598056: 108 Tage idle - Level 17
8309756: 2 Tage idle - Level 7
10450956: 6 Tage idle - Level 1
8294156: 0 Tage idle - Level 5
9880656: 23 Tage idle - Level 1
7938856: 154 Tage idle - Level 1 (KEEP_CHARACTER)
9638356: 44 Tage idle - Level 1 => LOESCHEN
10355456: 3 Tage idle - Level 1
9490956: 0 Tage idle - Level 8 (KEEP_CHARACTER)
9699356: 0 Tage idle - Level 21
8355456: 1 Tage idle - Level 11
10162956: 14 Tage idle - Level 1
8112156: 29 Tage idle - Level 14
10087356: 3 Tage idle - Level 1
8989056: 12 Tage idle - Level 1
7979956: 0 Tage idle - Level 24
9886956: 5 Tage idle - Level 8
9765256: 40 Tage idle - Level 3
10189056: 20 Tage idle - Level 1
8634456: 82 Tage idle - Level 9
10067456: 12 Tage idle - Level 9
8928756: 88 Tage idle - Level 3
10118456: 6 Tage idle - Level 1
9127656: 3 Tage idle - Level 9
10386956: 10 Tage idle - Level 1
8589756: 19 Tage idle - Level 10
10184056: 14 Tage idle - Level 3
8052156: 34 Tage idle - Level 13
9897856: 0 Tage idle - Level 1
10310656: 4 Tage idle - Level 1
8068056: 2 Tage idle - Level 7
9244256: 17 Tage idle - Level 7
9041456: 0 Tage idle - Level 11
9340356: 21 Tage idle - Level 7
8139656: 25 Tage idle - Level 7
7955656: 0 Tage idle - Level 29 (KEEP_CHARACTER)
10443156: 6 Tage idle - Level 1
8696756: 4 Tage idle - Level 5
9417556: 20 Tage idle - Level 3
9559756: 0 Tage idle - Level 8
9022156: 77 Tage idle - Level 4
7996756: 70 Tage idle - Level 1 (KEEP_CHARACTER)
8059056: 42 Tage idle - Level 17
8018656: 107 Tage idle - Level 13
8155156: 1 Tage idle - Level 7
8443856: 86 Tage idle - Level 3
8697356: 24 Tage idle - Level 5
9706856: 0 Tage idle - Level 8
8043856: 13 Tage idle - Level 5
8905056: 58 Tage idle - Level 1 (KEEP_CHARACTER)
10464356: 5 Tage idle - Level 1
8621056: 0 Tage idle - Level 19
9261056: 70 Tage idle - Level 7
8789456: 82 Tage idle - Level 10
8950856: 30 Tage idle - Level 1 => LOESCHEN
7951956: 4 Tage idle - Level 11 (KEEP_CHARACTER)
10150856: 0 Tage idle - Level 23
10520656: 0 Tage idle - Level 4
10318856: 12 Tage idle - Level 1
9819456: 41 Tage idle - Level 1 => LOESCHEN
10526256: 2 Tage idle - Level 2
9626956: 0 Tage idle - Level 4
9140056: 76 Tage idle - Level 2 => LOESCHEN
9641856: 42 Tage idle - Level 1 => LOESCHEN
8632656: 7 Tage idle - Level 19 (KEEP_CHARACTER)
9520156: 59 Tage idle - Level 1 => LOESCHEN
8268456: 51 Tage idle - Level 1 (KEEP_CHARACTER)
9936056: 30 Tage idle - Level 7
10283356: 0 Tage idle - Level 4
9328656: 0 Tage idle - Level 1
9997056: 22 Tage idle - Level 1
9379356: 0 Tage idle - Level 1
10334356: 2 Tage idle - Level 1
10177656: 21 Tage idle - Level 1
9349156: 57 Tage idle - Level 1 => LOESCHEN
10344656: 1 Tage idle - Level 5
8754956: 0 Tage idle - Level 17
9561256: 2 Tage idle - Level 17
8060656: 37 Tage idle - Level 1 => LOESCHEN
10152056: 19 Tage idle - Level 3
9116156: 52 Tage idle - Level 3
8897056: 7 Tage idle - Level 3
9678956: 3 Tage idle - Level 15
8016156: 1 Tage idle - Level 6
9982456: 1 Tage idle - Level 9
8725356: 93 Tage idle - Level 9
9531756: 20 Tage idle - Level 1
8897756: 90 Tage idle - Level 10
8077156: 23 Tage idle - Level 3
8158356: 59 Tage idle - Level 11
10168656: 0 Tage idle - Level 9
8081856: 29 Tage idle - Level 1 (KEEP_CHARACTER)
9673956: 48 Tage idle - Level 5
9304356: 66 Tage idle - Level 3
7994956: 14 Tage idle - Level 21
9689856: 50 Tage idle - Level 1 => LOESCHEN
9942656: 12 Tage idle - Level 11
8811856: 96 Tage idle - Level 5
10498356: 2 Tage idle - Level 1
8452256: 102 Tage idle - Level 7
9897956: 38 Tage idle - Level 1 => LOESCHEN
9112456: 0 Tage idle - Level 8
8275656: 70 Tage idle - Level 2 => LOESCHEN
8402156: 89 Tage idle - Level 6
8879056: 6 Tage idle - Level 7
10351856: 3 Tage idle - Level 1
8635856: 48 Tage idle - Level 1 => LOESCHEN
9776956: 0 Tage idle - Level 7
8103956: 5 Tage idle - Level 14
9082656: 1 Tage idle - Level 11
10327256: 1 Tage idle - Level 3
9832556: 0 Tage idle - Level 11
9594656: 3 Tage idle - Level 13 (KEEP_CHARACTER)
9391856: 0 Tage idle - Level 12
9635356: 51 Tage idle - Level 1 => LOESCHEN
9280456: 16 Tage idle - Level 1
8722256: 100 Tage idle - Level 3 => LOESCHEN
10409056: 0 Tage idle - Level 3
9387856: 6 Tage idle - Level 4
10545656: 0 Tage idle - Level 1
9640656: 15 Tage idle - Level 13
8231456: 22 Tage idle - Level 4
10115456: 0 Tage idle - Level 4
10160556: 21 Tage idle - Level 5
9616056: 3 Tage idle - Level 1
9742356: 45 Tage idle - Level 3
10328556: 6 Tage idle - Level 1
9626356: 8 Tage idle - Level 10
10465056: 5 Tage idle - Level 2
8181056: 51 Tage idle - Level 16 (KEEP_CHARACTER)
9104756: 33 Tage idle - Level 3
10434956: 0 Tage idle - Level 1
8146256: 4 Tage idle - Level 14
10075356: 27 Tage idle - Level 1
8804756: 9 Tage idle - Level 6
8232056: 60 Tage idle - Level 1 => LOESCHEN
8485656: 68 Tage idle - Level 3
9373156: 51 Tage idle - Level 2
10146956: 23 Tage idle - Level 1
8222456: 8 Tage idle - Level 3
8856056: 46 Tage idle - Level 6
8992656: 21 Tage idle - Level 11
8633356: 2 Tage idle - Level 24
8192656: 43 Tage idle - Level 10 (KEEP_CHARACTER)
9171656: 45 Tage idle - Level 5
9911256: 37 Tage idle - Level 1 => LOESCHEN
10046456: 20 Tage idle - Level 8
8269856: 85 Tage idle - Level 5 (KEEP_CHARACTER)
10026556: 9 Tage idle - Level 8
8020956: 0 Tage idle - Level 19
10315156: 14 Tage idle - Level 1
8355656: 17 Tage idle - Level 1
9942056: 4 Tage idle - Level 11
8821556: 57 Tage idle - Level 7 (KEEP_CHARACTER)
8249956: 89 Tage idle - Level 11
8092156: 84 Tage idle - Level 8
8335756: 115 Tage idle - Level 3 => LOESCHEN
9476856: 53 Tage idle - Level 9
8132956: 61 Tage idle - Level 21
8214056: 119 Tage idle - Level 4
8011256: 13 Tage idle - Level 7
10305556: 14 Tage idle - Level 1
9127856: 54 Tage idle - Level 10 (KEEP_CHARACTER)
9542756: 51 Tage idle - Level 1 => LOESCHEN
8088156: 0 Tage idle - Level 23
8169356: 4 Tage idle - Level 6 (KEEP_CHARACTER)
7944956: 1 Tage idle - Level 19
10427856: 8 Tage idle - Level 1
10397356: 0 Tage idle - Level 4
7955156: 4 Tage idle - Level 12
10483156: 3 Tage idle - Level 1
10072956: 27 Tage idle - Level 1
8690656: 15 Tage idle - Level 1
8159756: 136 Tage idle - Level 8
8529556: 12 Tage idle - Level 2
9710356: 41 Tage idle - Level 1 => LOESCHEN
8093456: 87 Tage idle - Level 2 => LOESCHEN
8129556: 0 Tage idle - Level 54 (KEEP_CHARACTER)
10341656: 1 Tage idle - Level 10
10422856: 8 Tage idle - Level 3
8215356: 63 Tage idle - Level 4
9801856: 19 Tage idle - Level 1
8554756: 2 Tage idle - Level 3
10357556: 5 Tage idle - Level 4
8225656: 10 Tage idle - Level 1
8068956: 50 Tage idle - Level 4
10443356: 0 Tage idle - Level 1
9163956: 32 Tage idle - Level 2
9741156: 0 Tage idle - Level 7
9949656: 31 Tage idle - Level 4
8321756: 1 Tage idle - Level 11
9954256: 34 Tage idle - Level 1 => LOESCHEN
8246156: 65 Tage idle - Level 10
9133756: 5 Tage idle - Level 19 (KEEP_CHARACTER)
8089456: 55 Tage idle - Level 3 (KEEP_CHARACTER)
9357056: 21 Tage idle - Level 1
10398656: 0 Tage idle - Level 4
10104656: 10 Tage idle - Level 16
8195856: 94 Tage idle - Level 8
10362856: 3 Tage idle - Level 1
8312056: 44 Tage idle - Level 1 => LOESCHEN
9534356: 58 Tage idle - Level 1 => LOESCHEN
9747456: 0 Tage idle - Level 9
10332656: 12 Tage idle - Level 2
8332656: 91 Tage idle - Level 5
8702456: 27 Tage idle - Level 10
7951456: 47 Tage idle - Level 5
8474856: 1 Tage idle - Level 1
9154956: 13 Tage idle - Level 7
10277656: 5 Tage idle - Level 6
9990356: 32 Tage idle - Level 1 => LOESCHEN
7987956: 1 Tage idle - Level 10
9636756: 0 Tage idle - Level 20
9844156: 0 Tage idle - Level 8
8591456: 21 Tage idle - Level 11
9069756: 0 Tage idle - Level 47 (KEEP_CHARACTER)
7998156: 0 Tage idle - Level 11
8282956: 2 Tage idle - Level 11
10293156: 3 Tage idle - Level 7
8323656: 47 Tage idle - Level 1 (KEEP_CHARACTER)
10045256: 4 Tage idle - Level 1
10126456: 24 Tage idle - Level 2
9920356: 36 Tage idle - Level 1 => LOESCHEN
8222556: 0 Tage idle - Level 12
10111156: 25 Tage idle - Level 1
9926656: 12 Tage idle - Level 1
10481356: 4 Tage idle - Level 2
9445456: 3 Tage idle - Level 21
9860356: 40 Tage idle - Level 1 => LOESCHEN
10451156: 1 Tage idle - Level 7
7939056: 9 Tage idle - Level 14
8335156: 79 Tage idle - Level 5
8385956: 3 Tage idle - Level 4
9111356: 17 Tage idle - Level 1
9157456: 46 Tage idle - Level 1 => LOESCHEN
9942156: 35 Tage idle - Level 1 => LOESCHEN
7964256: 6 Tage idle - Level 30
9531956: 52 Tage idle - Level 1 => LOESCHEN
9992956: 7 Tage idle - Level 6
8492256: 2 Tage idle - Level 1
9958056: 32 Tage idle - Level 1 => LOESCHEN
9917656: 0 Tage idle - Level 11
