Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Mon Aug  1 00:13:00 2005
9293959: 15 Tage idle - Level 13
9836359: 10 Tage idle - Level 1
9639159: 22 Tage idle - Level 1
8720459: 54 Tage idle - Level 1 => LOESCHEN
8928959: 49 Tage idle - Level 9 (KEEP_CHARACTER)
8437459: 42 Tage idle - Level 1 => LOESCHEN
8199559: 25 Tage idle - Level 8
8452359: 78 Tage idle - Level 4
9350159: 31 Tage idle - Level 1 => LOESCHEN
8391759: 0 Tage idle - Level 12
8472959: 76 Tage idle - Level 8 (KEEP_CHARACTER)
7955159: 71 Tage idle - Level 3
8397359: 63 Tage idle - Level 3
9077459: 1 Tage idle - Level 21
8721059: 20 Tage idle - Level 7
8899059: 0 Tage idle - Level 11
8331359: 13 Tage idle - Level 4
8879159: 11 Tage idle - Level 4
8514259: 59 Tage idle - Level 4
8646159: 54 Tage idle - Level 3
9822359: 11 Tage idle - Level 1
8696959: 43 Tage idle - Level 1 => LOESCHEN
9751459: 0 Tage idle - Level 1
9959959: 2 Tage idle - Level 7
9194759: 5 Tage idle - Level 1
8884459: 1 Tage idle - Level 10
8894759: 63 Tage idle - Level 3
9119459: 39 Tage idle - Level 2
9660659: 6 Tage idle - Level 1
9321959: 5 Tage idle - Level 7
8287959: 24 Tage idle - Level 18
8495359: 66 Tage idle - Level 3
8627559: 21 Tage idle - Level 1
9494959: 11 Tage idle - Level 1
8774359: 29 Tage idle - Level 1
9661959: 20 Tage idle - Level 1
8445259: 31 Tage idle - Level 1 => LOESCHEN
8941359: 0 Tage idle - Level 6
9424259: 0 Tage idle - Level 1
8212259: 3 Tage idle - Level 6
8136759: 0 Tage idle - Level 18
9571059: 23 Tage idle - Level 1
8076059: 0 Tage idle - Level 77 (KEEP_CHARACTER)
9668159: 18 Tage idle - Level 1
9211859: 17 Tage idle - Level 1 (KEEP_CHARACTER)
9303259: 6 Tage idle - Level 1
7948759: 0 Tage idle - Level 31 (KEEP_CHARACTER)
9911359: 3 Tage idle - Level 8
9714159: 0 Tage idle - Level 12
8183059: 40 Tage idle - Level 1 => LOESCHEN
8897959: 2 Tage idle - Level 1
8589359: 5 Tage idle - Level 1 (KEEP_CHARACTER)
8963859: 21 Tage idle - Level 5
8224459: 1 Tage idle - Level 8
9609059: 23 Tage idle - Level 1
8974059: 0 Tage idle - Level 5
9613759: 0 Tage idle - Level 4
9538159: 24 Tage idle - Level 1
8741059: 72 Tage idle - Level 5
9467259: 31 Tage idle - Level 1 => LOESCHEN
8007359: 118 Tage idle - Level 6
10017659: 0 Tage idle - Level 2
8351359: 53 Tage idle - Level 7
9239959: 8 Tage idle - Level 1
8893559: 31 Tage idle - Level 10 (KEEP_CHARACTER)
9817159: 7 Tage idle - Level 4
8645659: 36 Tage idle - Level 1 => LOESCHEN
8113759: 43 Tage idle - Level 10
8159859: 5 Tage idle - Level 1
8321159: 32 Tage idle - Level 1 => LOESCHEN
8341759: 89 Tage idle - Level 5
8843459: 40 Tage idle - Level 7
8737759: 2 Tage idle - Level 21
9462959: 2 Tage idle - Level 4
9832760: 1 Tage idle - Level 12
8661160: 0 Tage idle - Level 8 (KEEP_CHARACTER)
8378160: 50 Tage idle - Level 1 => LOESCHEN
8701960: 40 Tage idle - Level 6 (KEEP_CHARACTER)
8053760: 71 Tage idle - Level 17
8307560: 3 Tage idle - Level 3
8773160: 9 Tage idle - Level 1
8809260: 34 Tage idle - Level 8 (KEEP_CHARACTER)
9499360: 29 Tage idle - Level 1
8362960: 35 Tage idle - Level 1 (KEEP_CHARACTER)
8697660: 49 Tage idle - Level 5
8449760: 54 Tage idle - Level 1 => LOESCHEN
9463560: 0 Tage idle - Level 12
9266360: 43 Tage idle - Level 1 => LOESCHEN
9084060: 46 Tage idle - Level 1 => LOESCHEN
8773860: 68 Tage idle - Level 3
8125960: 9 Tage idle - Level 13 (KEEP_CHARACTER)
9641460: 21 Tage idle - Level 1
9312360: 30 Tage idle - Level 1 => LOESCHEN
9854560: 1 Tage idle - Level 1 (KEEP_CHARACTER)
9241460: 44 Tage idle - Level 1 => LOESCHEN
8151060: 0 Tage idle - Level 25
8577260: 60 Tage idle - Level 4
9834660: 7 Tage idle - Level 1
9014060: 58 Tage idle - Level 1 => LOESCHEN
9221560: 38 Tage idle - Level 1 => LOESCHEN
8258460: 6 Tage idle - Level 7 (KEEP_CHARACTER)
8055660: 4 Tage idle - Level 7
9987060: 2 Tage idle - Level 1
8157360: 70 Tage idle - Level 6
9414760: 34 Tage idle - Level 1 (KEEP_CHARACTER)
8815860: 0 Tage idle - Level 14
8410160: 91 Tage idle - Level 4
8127160: 1 Tage idle - Level 1
8208360: 25 Tage idle - Level 3
9556960: 26 Tage idle - Level 1
8714760: 40 Tage idle - Level 5
8684260: 68 Tage idle - Level 6
8927860: 49 Tage idle - Level 1 => LOESCHEN
9329560: 24 Tage idle - Level 5
8664360: 5 Tage idle - Level 1
9425660: 8 Tage idle - Level 10
8871860: 25 Tage idle - Level 2
10010860: 0 Tage idle - Level 1 (KEEP_CHARACTER)
9395160: 28 Tage idle - Level 1
9476360: 3 Tage idle - Level 10
9856460: 1 Tage idle - Level 1
9405760: 35 Tage idle - Level 1 => LOESCHEN
8913160: 31 Tage idle - Level 2
9229060: 45 Tage idle - Level 1 => LOESCHEN
9152560: 50 Tage idle - Level 2
9816660: 11 Tage idle - Level 1
9294760: 41 Tage idle - Level 1 => LOESCHEN
8320660: 95 Tage idle - Level 3 => LOESCHEN
9826960: 4 Tage idle - Level 1
8862860: 35 Tage idle - Level 1 => LOESCHEN
9148560: 0 Tage idle - Level 1
8357060: 9 Tage idle - Level 12
9041860: 0 Tage idle - Level 10
9994260: 1 Tage idle - Level 1
9710560: 18 Tage idle - Level 1
8412760: 63 Tage idle - Level 4 (KEEP_CHARACTER)
9472660: 31 Tage idle - Level 1 => LOESCHEN
8554960: 4 Tage idle - Level 17 (KEEP_CHARACTER)
9078260: 2 Tage idle - Level 6 (KEEP_CHARACTER)
9123660: 40 Tage idle - Level 3
9412260: 5 Tage idle - Level 19 (KEEP_CHARACTER)
9503760: 29 Tage idle - Level 1
9761960: 12 Tage idle - Level 6
9640260: 0 Tage idle - Level 6
8013360: 6 Tage idle - Level 1
8429260: 10 Tage idle - Level 1
9731760: 1 Tage idle - Level 11 (KEEP_CHARACTER)
8398860: 94 Tage idle - Level 1 (KEEP_CHARACTER)
8768660: 9 Tage idle - Level 6
8317960: 0 Tage idle - Level 13
9089160: 9 Tage idle - Level 9
8819660: 35 Tage idle - Level 11
9833460: 11 Tage idle - Level 1
9630660: 0 Tage idle - Level 9
9266460: 0 Tage idle - Level 10
9975660: 0 Tage idle - Level 3
9155060: 49 Tage idle - Level 1 => LOESCHEN
9489860: 7 Tage idle - Level 1
9950060: 4 Tage idle - Level 1
9297260: 14 Tage idle - Level 8
8814660: 12 Tage idle - Level 8
7968160: 3 Tage idle - Level 12 (KEEP_CHARACTER)
9125560: 0 Tage idle - Level 8
8612460: 5 Tage idle - Level 2
9267760: 23 Tage idle - Level 11
9733660: 15 Tage idle - Level 3
8480960: 80 Tage idle - Level 4
8446060: 0 Tage idle - Level 23 (KEEP_CHARACTER)
9379760: 35 Tage idle - Level 1 => LOESCHEN
8375160: 0 Tage idle - Level 12
9309060: 39 Tage idle - Level 1 => LOESCHEN
8507360: 4 Tage idle - Level 2
8223360: 12 Tage idle - Level 11
8101760: 12 Tage idle - Level 3 (KEEP_CHARACTER)
9734260: 8 Tage idle - Level 11
8522260: 0 Tage idle - Level 14
9795260: 11 Tage idle - Level 1
9501260: 19 Tage idle - Level 1
8953060: 46 Tage idle - Level 8
9481060: 1 Tage idle - Level 6
9198060: 1 Tage idle - Level 22 (KEEP_CHARACTER)
8441760: 77 Tage idle - Level 10
9684560: 19 Tage idle - Level 2
9020760: 31 Tage idle - Level 4
8675360: 12 Tage idle - Level 4
7954860: 2 Tage idle - Level 3
8067960: 81 Tage idle - Level 4
9538360: 26 Tage idle - Level 1
8179960: 94 Tage idle - Level 6
9847560: 10 Tage idle - Level 4
10017860: 0 Tage idle - Level 1
9285160: 42 Tage idle - Level 1 => LOESCHEN
9407060: 27 Tage idle - Level 1
8028060: 19 Tage idle - Level 1
9123060: 48 Tage idle - Level 1 => LOESCHEN
9994360: 1 Tage idle - Level 1
9797160: 13 Tage idle - Level 1
8331660: 1 Tage idle - Level 9
7945860: 19 Tage idle - Level 4 (KEEP_CHARACTER)
8676660: 2 Tage idle - Level 3
9493260: 4 Tage idle - Level 2
8691560: 70 Tage idle - Level 5
8772760: 1 Tage idle - Level 40 (KEEP_CHARACTER)
9615160: 8 Tage idle - Level 11
8990460: 34 Tage idle - Level 11
9640360: 16 Tage idle - Level 1
9119760: 34 Tage idle - Level 1 => LOESCHEN
8160260: 0 Tage idle - Level 11
8991060: 1 Tage idle - Level 14
8956260: 2 Tage idle - Level 21
9195660: 37 Tage idle - Level 12
9489960: 30 Tage idle - Level 1 => LOESCHEN
8308360: 91 Tage idle - Level 10
8034660: 22 Tage idle - Level 6 (KEEP_CHARACTER)
9256960: 1 Tage idle - Level 26 (KEEP_CHARACTER)
9626760: 20 Tage idle - Level 5
8044960: 43 Tage idle - Level 1 => LOESCHEN
8176860: 58 Tage idle - Level 2
9718160: 0 Tage idle - Level 3
9064360: 50 Tage idle - Level 1 => LOESCHEN
9970760: 2 Tage idle - Level 1
7992860: 1 Tage idle - Level 11
8364360: 0 Tage idle - Level 24
9961060: 3 Tage idle - Level 1
8466060: 50 Tage idle - Level 1 => LOESCHEN
9561060: 24 Tage idle - Level 1
9363960: 1 Tage idle - Level 18
8567860: 0 Tage idle - Level 12
9171360: 49 Tage idle - Level 1 => LOESCHEN
8405760: 50 Tage idle - Level 1 => LOESCHEN
8091260: 2 Tage idle - Level 34
9303560: 2 Tage idle - Level 13
7994060: 83 Tage idle - Level 7
8162860: 8 Tage idle - Level 20 (KEEP_CHARACTER)
9177660: 1 Tage idle - Level 11
9917260: 0 Tage idle - Level 1 (KEEP_CHARACTER)
9344660: 4 Tage idle - Level 13
8061760: 33 Tage idle - Level 12
9613360: 1 Tage idle - Level 10
9410560: 12 Tage idle - Level 1
9127560: 0 Tage idle - Level 6
8654960: 78 Tage idle - Level 2 => LOESCHEN
8624760: 40 Tage idle - Level 1 => LOESCHEN
8214460: 42 Tage idle - Level 5
9229260: 6 Tage idle - Level 11
8756660: 59 Tage idle - Level 6
9107660: 53 Tage idle - Level 1 => LOESCHEN
8072660: 17 Tage idle - Level 24
8316160: 33 Tage idle - Level 3 (KEEP_CHARACTER)
9041360: 32 Tage idle - Level 10
8078260: 2 Tage idle - Level 10 (KEEP_CHARACTER)
9872160: 1 Tage idle - Level 1
9173260: 49 Tage idle - Level 1 => LOESCHEN
8574360: 0 Tage idle - Level 8
9593860: 24 Tage idle - Level 1
8169760: 40 Tage idle - Level 2
9431760: 0 Tage idle - Level 19
8007660: 96 Tage idle - Level 3 => LOESCHEN
8929960: 8 Tage idle - Level 1
9037360: 43 Tage idle - Level 3
9832360: 11 Tage idle - Level 1
9139060: 5 Tage idle - Level 7
9716360: 7 Tage idle - Level 1 (KEEP_CHARACTER)
9767060: 0 Tage idle - Level 10
8555060: 8 Tage idle - Level 6 (KEEP_CHARACTER)
7956160: 36 Tage idle - Level 1 => LOESCHEN
8524960: 68 Tage idle - Level 3
8651160: 45 Tage idle - Level 1 => LOESCHEN
8079560: 35 Tage idle - Level 1 => LOESCHEN
9828360: 0 Tage idle - Level 4
8783060: 10 Tage idle - Level 4
9625560: 6 Tage idle - Level 8
7946560: 47 Tage idle - Level 1 (KEEP_CHARACTER)
8631260: 19 Tage idle - Level 1
9990060: 0 Tage idle - Level 1
8728360: 60 Tage idle - Level 12 (KEEP_CHARACTER)
8074560: 48 Tage idle - Level 2
9833660: 10 Tage idle - Level 1
9220560: 46 Tage idle - Level 1 => LOESCHEN
8383760: 3 Tage idle - Level 4
8475160: 84 Tage idle - Level 3
8895760: 7 Tage idle - Level 2
7972360: 7 Tage idle - Level 1
9955960: 0 Tage idle - Level 1
8252460: 48 Tage idle - Level 1 => LOESCHEN
9758760: 12 Tage idle - Level 1
8749560: 10 Tage idle - Level 1
8004560: 17 Tage idle - Level 18
9150260: 15 Tage idle - Level 1
8100660: 20 Tage idle - Level 9
9009760: 42 Tage idle - Level 3
9510460: 28 Tage idle - Level 1
9191360: 24 Tage idle - Level 8
8137060: 0 Tage idle - Level 12 (KEEP_CHARACTER)
8714360: 33 Tage idle - Level 1 => LOESCHEN
8304060: 18 Tage idle - Level 3
8800160: 21 Tage idle - Level 3
8354860: 2 Tage idle - Level 16
9323560: 2 Tage idle - Level 17
8608660: 43 Tage idle - Level 2
8040660: 0 Tage idle - Level 4
7943460: 4 Tage idle - Level 41
9394860: 0 Tage idle - Level 21
9070360: 48 Tage idle - Level 1 => LOESCHEN
9490960: 23 Tage idle - Level 1
9161860: 47 Tage idle - Level 1 => LOESCHEN
9785160: 13 Tage idle - Level 1
8938360: 35 Tage idle - Level 1 => LOESCHEN
8446960: 77 Tage idle - Level 7
8573160: 48 Tage idle - Level 1 => LOESCHEN
9005360: 6 Tage idle - Level 1
8821360: 12 Tage idle - Level 1
9263560: 43 Tage idle - Level 1 => LOESCHEN
8801460: 3 Tage idle - Level 1
8518460: 19 Tage idle - Level 1
8563560: 36 Tage idle - Level 1 => LOESCHEN
9745360: 16 Tage idle - Level 1
9790460: 0 Tage idle - Level 8
8381260: 0 Tage idle - Level 15
9223760: 46 Tage idle - Level 2
10011760: 0 Tage idle - Level 1
9431160: 26 Tage idle - Level 13
9932960: 0 Tage idle - Level 7 (KEEP_CHARACTER)
8716260: 17 Tage idle - Level 4
8437960: 74 Tage idle - Level 3
9163060: 49 Tage idle - Level 1 => LOESCHEN
8488660: 77 Tage idle - Level 11
8285860: 60 Tage idle - Level 6
8402060: 1 Tage idle - Level 6
9350660: 38 Tage idle - Level 3
9801660: 0 Tage idle - Level 8
9148860: 35 Tage idle - Level 9
8184760: 0 Tage idle - Level 34
8357360: 5 Tage idle - Level 2
9964360: 1 Tage idle - Level 1
8701660: 45 Tage idle - Level 7 (KEEP_CHARACTER)
9721060: 0 Tage idle - Level 1
9771860: 2 Tage idle - Level 14
9361560: 36 Tage idle - Level 7
8144960: 2 Tage idle - Level 1
9984960: 1 Tage idle - Level 1
8155160: 3 Tage idle - Level 5
9828460: 8 Tage idle - Level 4
9919960: 6 Tage idle - Level 1
8667160: 8 Tage idle - Level 10
8221060: 86 Tage idle - Level 1 (KEEP_CHARACTER)
8682060: 6 Tage idle - Level 6
8029560: 18 Tage idle - Level 1
8318160: 0 Tage idle - Level 17
8495160: 19 Tage idle - Level 5
9256460: 9 Tage idle - Level 8
9337660: 14 Tage idle - Level 1
8586660: 41 Tage idle - Level 1 => LOESCHEN
9661760: 19 Tage idle - Level 1
9459960: 0 Tage idle - Level 14
9515560: 8 Tage idle - Level 2
9854960: 0 Tage idle - Level 15
8648560: 53 Tage idle - Level 1 => LOESCHEN
8729760: 74 Tage idle - Level 5
9379360: 0 Tage idle - Level 11
9014460: 48 Tage idle - Level 1 => LOESCHEN
8501360: 13 Tage idle - Level 4
8137160: 25 Tage idle - Level 1
9024760: 57 Tage idle - Level 1 => LOESCHEN
7953160: 78 Tage idle - Level 1 (KEEP_CHARACTER)
8015560: 6 Tage idle - Level 4
8921960: 12 Tage idle - Level 1
9490360: 9 Tage idle - Level 10
9460160: 0 Tage idle - Level 25
8056660: 0 Tage idle - Level 17
9724260: 0 Tage idle - Level 11
8426460: 0 Tage idle - Level 14
8973260: 12 Tage idle - Level 2
8436760: 91 Tage idle - Level 5
8325360: 70 Tage idle - Level 8
9830660: 9 Tage idle - Level 7
8518560: 55 Tage idle - Level 1 => LOESCHEN
9948260: 0 Tage idle - Level 8
8655060: 29 Tage idle - Level 1 (KEEP_CHARACTER)
9335160: 20 Tage idle - Level 2
8989860: 0 Tage idle - Level 9
9467060: 6 Tage idle - Level 3
9507860: 3 Tage idle - Level 15
8007160: 1 Tage idle - Level 8
8427760: 13 Tage idle - Level 4
7955060: 114 Tage idle - Level 7
9857460: 1 Tage idle - Level 1
9325560: 39 Tage idle - Level 2
8108960: 0 Tage idle - Level 12
9538660: 24 Tage idle - Level 1
9138660: 22 Tage idle - Level 5
10007860: 0 Tage idle - Level 1
9513060: 0 Tage idle - Level 18
9847860: 0 Tage idle - Level 1
8301060: 48 Tage idle - Level 8
8063160: 6 Tage idle - Level 8
9730860: 8 Tage idle - Level 8
8351860: 1 Tage idle - Level 5
8022760: 1 Tage idle - Level 1
8519860: 14 Tage idle - Level 2
9290060: 1 Tage idle - Level 8
9351360: 2 Tage idle - Level 1
9194660: 1 Tage idle - Level 8
8059160: 61 Tage idle - Level 6
8185460: 26 Tage idle - Level 1
9235360: 43 Tage idle - Level 1 => LOESCHEN
8681560: 76 Tage idle - Level 3
7966660: 0 Tage idle - Level 1
8570160: 0 Tage idle - Level 21
8986060: 44 Tage idle - Level 4
8449560: 4 Tage idle - Level 1 (KEEP_CHARACTER)
8905160: 36 Tage idle - Level 15 (KEEP_CHARACTER)
9630360: 9 Tage idle - Level 6
8631460: 71 Tage idle - Level 9
8637060: 51 Tage idle - Level 6
9317160: 40 Tage idle - Level 1 => LOESCHEN
8687860: 40 Tage idle - Level 1 => LOESCHEN
7947360: 57 Tage idle - Level 12
8343460: 0 Tage idle - Level 15 (KEEP_CHARACTER)
9281760: 0 Tage idle - Level 29 (KEEP_CHARACTER)
8860060: 54 Tage idle - Level 2
8171460: 9 Tage idle - Level 21
9966360: 0 Tage idle - Level 5
8587360: 0 Tage idle - Level 11
9302560: 11 Tage idle - Level 1
9682360: 14 Tage idle - Level 1
8961860: 9 Tage idle - Level 2
9024160: 18 Tage idle - Level 1
8678860: 50 Tage idle - Level 13
9814560: 6 Tage idle - Level 7
9166360: 0 Tage idle - Level 14 (KEEP_CHARACTER)
9252160: 44 Tage idle - Level 1 => LOESCHEN
8161860: 109 Tage idle - Level 3 => LOESCHEN
9642560: 7 Tage idle - Level 1
8264160: 58 Tage idle - Level 1 => LOESCHEN
8507760: 11 Tage idle - Level 1
7953960: 0 Tage idle - Level 28 (KEEP_CHARACTER)
8922660: 22 Tage idle - Level 6
8071660: 78 Tage idle - Level 2 => LOESCHEN
9820460: 1 Tage idle - Level 7
8983660: 3 Tage idle - Level 1
8740360: 1 Tage idle - Level 1
8457360: 1 Tage idle - Level 19
8538560: 26 Tage idle - Level 2
8959060: 32 Tage idle - Level 8
9355160: 1 Tage idle - Level 5
8011260: 25 Tage idle - Level 10
8219760: 36 Tage idle - Level 4
8482560: 52 Tage idle - Level 1 => LOESCHEN
8726060: 2 Tage idle - Level 2
9497360: 1 Tage idle - Level 14 (KEEP_CHARACTER)
8295660: 94 Tage idle - Level 3 => LOESCHEN
8827860: 1 Tage idle - Level 17
8128960: 28 Tage idle - Level 8
9518160: 20 Tage idle - Level 1
8472960: 17 Tage idle - Level 13
9983860: 1 Tage idle - Level 1
8103360: 69 Tage idle - Level 2 (KEEP_CHARACTER)
9533060: 25 Tage idle - Level 1
8605060: 15 Tage idle - Level 1
8792360: 11 Tage idle - Level 4
8129560: 22 Tage idle - Level 17
8670760: 22 Tage idle - Level 1 (KEEP_CHARACTER)
9645060: 21 Tage idle - Level 1
9690160: 15 Tage idle - Level 1
8195160: 52 Tage idle - Level 4
7966060: 3 Tage idle - Level 13
8038760: 13 Tage idle - Level 9
8002960: 4 Tage idle - Level 1
8418860: 51 Tage idle - Level 12
8671360: 78 Tage idle - Level 3
8013160: 1 Tage idle - Level 20
8722360: 43 Tage idle - Level 1 => LOESCHEN
9493660: 28 Tage idle - Level 1
9164560: 25 Tage idle - Level 1 (KEEP_CHARACTER)
8170260: 47 Tage idle - Level 8
8505260: 82 Tage idle - Level 2 => LOESCHEN
9808760: 7 Tage idle - Level 2
8652060: 63 Tage idle - Level 8
9378260: 35 Tage idle - Level 1 => LOESCHEN
8252060: 91 Tage idle - Level 6
9681860: 13 Tage idle - Level 1
8500260: 1 Tage idle - Level 18
9023660: 0 Tage idle - Level 8
8678260: 32 Tage idle - Level 8
8713360: 51 Tage idle - Level 1 => LOESCHEN
9074360: 55 Tage idle - Level 1 => LOESCHEN
9570460: 9 Tage idle - Level 7
7972660: 20 Tage idle - Level 1 (KEEP_CHARACTER)
8455560: 0 Tage idle - Level 31
8876060: 33 Tage idle - Level 1 => LOESCHEN
8957260: 7 Tage idle - Level 6
9971060: 3 Tage idle - Level 1
7952760: 0 Tage idle - Level 12
8511160: 1 Tage idle - Level 2
9495560: 29 Tage idle - Level 1
9328860: 3 Tage idle - Level 11
9910760: 0 Tage idle - Level 13
9546560: 0 Tage idle - Level 11 (KEEP_CHARACTER)
8992760: 59 Tage idle - Level 1 => LOESCHEN
8456160: 44 Tage idle - Level 1 => LOESCHEN
8137360: 30 Tage idle - Level 7
8806060: 56 Tage idle - Level 8 (KEEP_CHARACTER)
8162560: 0 Tage idle - Level 30 (KEEP_CHARACTER)
9395060: 21 Tage idle - Level 7
8132360: 89 Tage idle - Level 8
8056860: 4 Tage idle - Level 8
9724460: 17 Tage idle - Level 1
8061460: 49 Tage idle - Level 1 => LOESCHEN
9521660: 8 Tage idle - Level 2 (KEEP_CHARACTER)
8477360: 45 Tage idle - Level 7
9005660: 8 Tage idle - Level 9
8786560: 40 Tage idle - Level 10
9881560: 8 Tage idle - Level 2
8872360: 61 Tage idle - Level 5
8421660: 56 Tage idle - Level 21
8969460: 60 Tage idle - Level 1 => LOESCHEN
8305660: 70 Tage idle - Level 5
8974060: 25 Tage idle - Level 2
8726160: 50 Tage idle - Level 4
8771260: 46 Tage idle - Level 4
9451360: 12 Tage idle - Level 1
8108460: 0 Tage idle - Level 7
9097460: 5 Tage idle - Level 8 (KEEP_CHARACTER)
8822260: 19 Tage idle - Level 1
7985460: 89 Tage idle - Level 5
9441760: 12 Tage idle - Level 3
9047360: 43 Tage idle - Level 8
9543460: 15 Tage idle - Level 1
8053060: 0 Tage idle - Level 14
7950260: 102 Tage idle - Level 11 (KEEP_CHARACTER)
8195260: 47 Tage idle - Level 1 => LOESCHEN
8975360: 59 Tage idle - Level 1 => LOESCHEN
8317160: 8 Tage idle - Level 20 (KEEP_CHARACTER)
9462961: 31 Tage idle - Level 1 => LOESCHEN
8089561: 11 Tage idle - Level 1
8124661: 11 Tage idle - Level 16
9554361: 23 Tage idle - Level 1
8013261: 1 Tage idle - Level 1
8271461: 4 Tage idle - Level 20
8768561: 23 Tage idle - Level 13 (KEEP_CHARACTER)
8317861: 3 Tage idle - Level 11
8160061: 4 Tage idle - Level 7 (KEEP_CHARACTER)
9828761: 4 Tage idle - Level 1
8789061: 0 Tage idle - Level 18
9595461: 9 Tage idle - Level 7
9889761: 0 Tage idle - Level 5
8389061: 60 Tage idle - Level 11
8424161: 31 Tage idle - Level 1 => LOESCHEN
9935061: 3 Tage idle - Level 1
9980161: 0 Tage idle - Level 5
8363561: 19 Tage idle - Level 1
9545361: 24 Tage idle - Level 4
9960261: 0 Tage idle - Level 10
8217361: 102 Tage idle - Level 6
8227661: 103 Tage idle - Level 3 => LOESCHEN
7962461: 7 Tage idle - Level 1
8364161: 61 Tage idle - Level 2 => LOESCHEN
8258461: 4 Tage idle - Level 1
9698461: 18 Tage idle - Level 1
9160961: 2 Tage idle - Level 15
9530761: 2 Tage idle - Level 1
9379661: 28 Tage idle - Level 6
9506161: 4 Tage idle - Level 1
8952361: 0 Tage idle - Level 10
9222161: 40 Tage idle - Level 1 => LOESCHEN
9278561: 22 Tage idle - Level 1
8714761: 5 Tage idle - Level 7
8015861: 83 Tage idle - Level 1 (KEEP_CHARACTER)
8188161: 1 Tage idle - Level 34 (KEEP_CHARACTER)
8101661: 90 Tage idle - Level 7
8355161: 0 Tage idle - Level 12
9405061: 2 Tage idle - Level 3
9744461: 15 Tage idle - Level 1
8410861: 4 Tage idle - Level 15
9921761: 3 Tage idle - Level 1
9066061: 54 Tage idle - Level 1 => LOESCHEN
8467161: 4 Tage idle - Level 16 (KEEP_CHARACTER)
9775261: 13 Tage idle - Level 5
9810361: 0 Tage idle - Level 1
8695161: 9 Tage idle - Level 7
8654761: 75 Tage idle - Level 4
8244461: 65 Tage idle - Level 5
8451961: 66 Tage idle - Level 3
9501861: 28 Tage idle - Level 2 (KEEP_CHARACTER)
8051961: 0 Tage idle - Level 24 (KEEP_CHARACTER)
8219961: 0 Tage idle - Level 4
9152561: 8 Tage idle - Level 6
8305761: 69 Tage idle - Level 1 (KEEP_CHARACTER)
9173061: 39 Tage idle - Level 1 => LOESCHEN
8614961: 3 Tage idle - Level 1
7985561: 24 Tage idle - Level 1
9396461: 7 Tage idle - Level 2
8751461: 22 Tage idle - Level 10 (KEEP_CHARACTER)
8757061: 66 Tage idle - Level 2 => LOESCHEN
8509161: 2 Tage idle - Level 1
9315561: 18 Tage idle - Level 11
9366261: 37 Tage idle - Level 1 => LOESCHEN
8357061: 6 Tage idle - Level 1
8645761: 0 Tage idle - Level 13 (KEEP_CHARACTER)
8245761: 11 Tage idle - Level 2
9133261: 21 Tage idle - Level 1 (KEEP_CHARACTER)
9113361: 23 Tage idle - Level 4
9529261: 2 Tage idle - Level 1
8600261: 39 Tage idle - Level 1 => LOESCHEN
8469761: 0 Tage idle - Level 20
8884661: 1 Tage idle - Level 1
7956661: 6 Tage idle - Level 10 (KEEP_CHARACTER)
9995561: 1 Tage idle - Level 1
8540261: 78 Tage idle - Level 8
9276761: 0 Tage idle - Level 19
8920361: 26 Tage idle - Level 8
8221461: 75 Tage idle - Level 5
8510061: 0 Tage idle - Level 19
9606061: 23 Tage idle - Level 1
8029961: 25 Tage idle - Level 2
8282461: 40 Tage idle - Level 7
9667061: 20 Tage idle - Level 1
9626661: 10 Tage idle - Level 1 (KEEP_CHARACTER)
8991661: 50 Tage idle - Level 1 => LOESCHEN
9342661: 35 Tage idle - Level 1 => LOESCHEN
8044861: 6 Tage idle - Level 3
8262561: 0 Tage idle - Level 22
8475661: 38 Tage idle - Level 13
7957961: 0 Tage idle - Level 40 (KEEP_CHARACTER)
8146561: 96 Tage idle - Level 2 => LOESCHEN
8561461: 47 Tage idle - Level 1 => LOESCHEN
8278461: 54 Tage idle - Level 4 (KEEP_CHARACTER)
8110761: 1 Tage idle - Level 7
9586561: 23 Tage idle - Level 3
8628361: 26 Tage idle - Level 2
8263161: 86 Tage idle - Level 3
8147161: 66 Tage idle - Level 2 => LOESCHEN
8405661: 35 Tage idle - Level 3
9875861: 7 Tage idle - Level 2
8202861: 9 Tage idle - Level 9 (KEEP_CHARACTER)
8618761: 0 Tage idle - Level 13
8826161: 5 Tage idle - Level 4
7943261: 4 Tage idle - Level 27
9313761: 39 Tage idle - Level 4
8714861: 50 Tage idle - Level 3
8020561: 101 Tage idle - Level 11
8775861: 59 Tage idle - Level 8
9126861: 27 Tage idle - Level 6
7979761: 6 Tage idle - Level 1 (KEEP_CHARACTER)
9917161: 2 Tage idle - Level 5
9511561: 0 Tage idle - Level 9
7994661: 53 Tage idle - Level 5 (KEEP_CHARACTER)
9354861: 12 Tage idle - Level 3
7954161: 61 Tage idle - Level 1 (KEEP_CHARACTER)
8102361: 29 Tage idle - Level 14
9279961: 7 Tage idle - Level 8
8716061: 56 Tage idle - Level 8
8488461: 2 Tage idle - Level 10
9396561: 15 Tage idle - Level 2
9558961: 11 Tage idle - Level 5
8919561: 53 Tage idle - Level 1 => LOESCHEN
9169161: 4 Tage idle - Level 10
8696561: 24 Tage idle - Level 4
9376661: 0 Tage idle - Level 1
8666361: 51 Tage idle - Level 1 => LOESCHEN
9310661: 5 Tage idle - Level 8
