Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Wed Feb  1 00:13:00 2006
11502243: 88 Tage idle - Level 5
8118643: 2 Tage idle - Level 5
11599043: 0 Tage idle - Level 16
12314243: 1 Tage idle - Level 16
9138043: 0 Tage idle - Level 9
11811443: 36 Tage idle - Level 1 => LOESCHEN
12871343: 14 Tage idle - Level 1
8062643: 0 Tage idle - Level 25
12213143: 17 Tage idle - Level 3
12304643: 27 Tage idle - Level 6
9791243: 101 Tage idle - Level 7
9953643: 60 Tage idle - Level 12
12846843: 13 Tage idle - Level 2
12101843: 55 Tage idle - Level 1 => LOESCHEN
11553643: 23 Tage idle - Level 1
10063243: 28 Tage idle - Level 1
8225643: 43 Tage idle - Level 1 => LOESCHEN
12340043: 18 Tage idle - Level 1
9781643: 191 Tage idle - Level 7
9468443: 138 Tage idle - Level 10
12609843: 29 Tage idle - Level 1
10429043: 0 Tage idle - Level 26
9848543: 138 Tage idle - Level 8
13010543: 2 Tage idle - Level 5
12797043: 18 Tage idle - Level 1
11412743: 39 Tage idle - Level 8
8287243: 114 Tage idle - Level 7
12032143: 15 Tage idle - Level 7
8094743: 45 Tage idle - Level 10
8590843: 29 Tage idle - Level 8
12868643: 0 Tage idle - Level 8
9853843: 100 Tage idle - Level 6
9362343: 143 Tage idle - Level 21
10936043: 0 Tage idle - Level 1 (KEEP_CHARACTER)
8520143: 10 Tage idle - Level 8 (KEEP_CHARACTER)
9636743: 83 Tage idle - Level 9 (KEEP_CHARACTER)
8591443: 4 Tage idle - Level 16 (KEEP_CHARACTER)
12944843: 5 Tage idle - Level 1
8753843: 76 Tage idle - Level 20
12250543: 0 Tage idle - Level 11
12331743: 44 Tage idle - Level 1 => LOESCHEN
12048743: 7 Tage idle - Level 1 (KEEP_CHARACTER)
10024743: 23 Tage idle - Level 8 (KEEP_CHARACTER)
8931043: 13 Tage idle - Level 2
11956143: 0 Tage idle - Level 15
11550543: 58 Tage idle - Level 1 => LOESCHEN
10628143: 40 Tage idle - Level 1 => LOESCHEN
12778443: 1 Tage idle - Level 6
8911143: 153 Tage idle - Level 12
12610743: 0 Tage idle - Level 26 (KEEP_CHARACTER)
12165343: 34 Tage idle - Level 8
12742643: 3 Tage idle - Level 3
12297243: 23 Tage idle - Level 2 (KEEP_CHARACTER)
12256843: 0 Tage idle - Level 26
11997243: 1 Tage idle - Level 13
8860843: 0 Tage idle - Level 30
9211843: 185 Tage idle - Level 6 => LOESCHEN
8460843: 10 Tage idle - Level 11 (KEEP_CHARACTER)
12611343: 25 Tage idle - Level 2
10395543: 31 Tage idle - Level 8
8015743: 95 Tage idle - Level 3 => LOESCHEN
10273943: 79 Tage idle - Level 6
12702843: 24 Tage idle - Level 1
8152243: 16 Tage idle - Level 8
12014143: 27 Tage idle - Level 10
12064943: 0 Tage idle - Level 8
9911343: 6 Tage idle - Level 17
10958543: 26 Tage idle - Level 8
11354643: 9 Tage idle - Level 5
12814843: 17 Tage idle - Level 2
8183043: 3 Tage idle - Level 9 (KEEP_CHARACTER)
10193343: 127 Tage idle - Level 8
10851843: 52 Tage idle - Level 1 => LOESCHEN
11820543: 54 Tage idle - Level 7
11663843: 53 Tage idle - Level 1 => LOESCHEN
8107843: 3 Tage idle - Level 7
8330143: 40 Tage idle - Level 18 (KEEP_CHARACTER)
8092243: 1 Tage idle - Level 66
12045643: 0 Tage idle - Level 8
7954643: 44 Tage idle - Level 11 (KEEP_CHARACTER)
9497443: 6 Tage idle - Level 10
8082643: 2 Tage idle - Level 16
8088243: 24 Tage idle - Level 5
8007343: 9 Tage idle - Level 18
11898043: 15 Tage idle - Level 3
11315443: 17 Tage idle - Level 6
12040643: 4 Tage idle - Level 3
8710943: 5 Tage idle - Level 8
12871443: 1 Tage idle - Level 1
7955243: 34 Tage idle - Level 16
8842843: 172 Tage idle - Level 17
12568543: 31 Tage idle - Level 1 => LOESCHEN
9756543: 0 Tage idle - Level 2
13050443: 4 Tage idle - Level 1
11574243: 0 Tage idle - Level 36
12416743: 12 Tage idle - Level 4
12882343: 14 Tage idle - Level 1
10286743: 19 Tage idle - Level 8
12715643: 3 Tage idle - Level 7
11422443: 35 Tage idle - Level 2
12356043: 42 Tage idle - Level 1 => LOESCHEN
11757143: 21 Tage idle - Level 1
11721343: 27 Tage idle - Level 7
7950943: 0 Tage idle - Level 51
11782343: 64 Tage idle - Level 3
12543643: 1 Tage idle - Level 1
11823043: 55 Tage idle - Level 1 => LOESCHEN
12756743: 0 Tage idle - Level 12
8600843: 68 Tage idle - Level 15
11833343: 10 Tage idle - Level 6
12442543: 16 Tage idle - Level 1
12812343: 3 Tage idle - Level 5
12493243: 20 Tage idle - Level 3
10677743: 0 Tage idle - Level 10
12747044: 17 Tage idle - Level 8
10358944: 86 Tage idle - Level 7
11246444: 62 Tage idle - Level 4
8312844: 204 Tage idle - Level 11
12058444: 60 Tage idle - Level 1 => LOESCHEN
12063044: 34 Tage idle - Level 1 => LOESCHEN
9748144: 2 Tage idle - Level 3
8495444: 69 Tage idle - Level 11
11469844: 72 Tage idle - Level 12
12438544: 31 Tage idle - Level 1 => LOESCHEN
9677244: 131 Tage idle - Level 15
11849944: 0 Tage idle - Level 14 (KEEP_CHARACTER)
12327144: 41 Tage idle - Level 1 => LOESCHEN
9697844: 44 Tage idle - Level 10
11991044: 57 Tage idle - Level 1 => LOESCHEN
8232244: 45 Tage idle - Level 23
11950644: 24 Tage idle - Level 16
10202044: 17 Tage idle - Level 4
9003844: 18 Tage idle - Level 7 (KEEP_CHARACTER)
11424344: 15 Tage idle - Level 6
12606144: 29 Tage idle - Level 1
8460244: 14 Tage idle - Level 1
9560944: 112 Tage idle - Level 7
11779644: 40 Tage idle - Level 1 => LOESCHEN
12256944: 20 Tage idle - Level 8
12342744: 0 Tage idle - Level 17
12631344: 1 Tage idle - Level 1
10005544: 2 Tage idle - Level 22
13043344: 0 Tage idle - Level 8
13018844: 4 Tage idle - Level 2
12759244: 21 Tage idle - Level 1
9293444: 8 Tage idle - Level 6
11668944: 75 Tage idle - Level 8
8127844: 3 Tage idle - Level 15
12404644: 39 Tage idle - Level 1 => LOESCHEN
12865644: 6 Tage idle - Level 1
9689444: 103 Tage idle - Level 8
10148344: 44 Tage idle - Level 2
10229544: 2 Tage idle - Level 11
9699744: 25 Tage idle - Level 12
11866744: 17 Tage idle - Level 2
8518144: 1 Tage idle - Level 10
12880544: 0 Tage idle - Level 1
13105244: 1 Tage idle - Level 1
10614244: 9 Tage idle - Level 2
12313844: 6 Tage idle - Level 1
9507444: 2 Tage idle - Level 7 (KEEP_CHARACTER)
10710344: 43 Tage idle - Level 14
8878044: 133 Tage idle - Level 4 => LOESCHEN
8386644: 101 Tage idle - Level 8
10761044: 136 Tage idle - Level 4 => LOESCHEN
12998144: 7 Tage idle - Level 1 (KEEP_CHARACTER)
8923444: 48 Tage idle - Level 3
8862844: 10 Tage idle - Level 6 (KEEP_CHARACTER)
12562344: 14 Tage idle - Level 7
9213844: 58 Tage idle - Level 8
9199244: 0 Tage idle - Level 10 (KEEP_CHARACTER)
8777644: 27 Tage idle - Level 9
11138944: 11 Tage idle - Level 2
8124044: 102 Tage idle - Level 12
11848044: 29 Tage idle - Level 1
10220144: 148 Tage idle - Level 13
13050544: 0 Tage idle - Level 4
12902644: 0 Tage idle - Level 3
12593844: 23 Tage idle - Level 1
8109844: 8 Tage idle - Level 4
12923144: 2 Tage idle - Level 1
9129244: 130 Tage idle - Level 6
10043544: 12 Tage idle - Level 1
12315744: 44 Tage idle - Level 1 => LOESCHEN
10469744: 41 Tage idle - Level 4
7991444: 16 Tage idle - Level 15
8013344: 0 Tage idle - Level 23
12047644: 3 Tage idle - Level 6
9524244: 10 Tage idle - Level 8
7966944: 2 Tage idle - Level 51
10160144: 174 Tage idle - Level 5 => LOESCHEN
8074344: 0 Tage idle - Level 6
9048744: 4 Tage idle - Level 8
12848244: 13 Tage idle - Level 1
12934044: 11 Tage idle - Level 1
13092244: 2 Tage idle - Level 1
8140244: 2 Tage idle - Level 27
8429944: 268 Tage idle - Level 13
9697244: 0 Tage idle - Level 13
11084144: 76 Tage idle - Level 6
11089844: 67 Tage idle - Level 5
12605644: 29 Tage idle - Level 1
9884844: 30 Tage idle - Level 5
8394444: 72 Tage idle - Level 3
10729444: 35 Tage idle - Level 1 => LOESCHEN
12681544: 25 Tage idle - Level 1
10618044: 38 Tage idle - Level 11
12980444: 8 Tage idle - Level 1
11642144: 65 Tage idle - Level 6
8263144: 33 Tage idle - Level 9
12742844: 22 Tage idle - Level 3
8015244: 3 Tage idle - Level 15
10111344: 36 Tage idle - Level 4
12429644: 0 Tage idle - Level 13
8815944: 243 Tage idle - Level 11
12399144: 11 Tage idle - Level 11
11835344: 0 Tage idle - Level 6
12150244: 7 Tage idle - Level 4
10669444: 43 Tage idle - Level 1 (KEEP_CHARACTER)
12282144: 15 Tage idle - Level 2
11283244: 17 Tage idle - Level 1
9197444: 204 Tage idle - Level 10
7969444: 12 Tage idle - Level 5
10162744: 104 Tage idle - Level 9
10410944: 125 Tage idle - Level 9
12729144: 17 Tage idle - Level 8
8046744: 17 Tage idle - Level 39
10259844: 4 Tage idle - Level 10
10431444: 0 Tage idle - Level 8
12587344: 10 Tage idle - Level 5
12835544: 16 Tage idle - Level 1
8487844: 205 Tage idle - Level 27
11881744: 0 Tage idle - Level 25
12157144: 33 Tage idle - Level 1 => LOESCHEN
9598744: 57 Tage idle - Level 11
11066844: 38 Tage idle - Level 7
11193044: 89 Tage idle - Level 18
12795444: 0 Tage idle - Level 16 (KEEP_CHARACTER)
9365744: 23 Tage idle - Level 19
11740144: 3 Tage idle - Level 5
11411044: 2 Tage idle - Level 7
8234944: 22 Tage idle - Level 30
12147544: 0 Tage idle - Level 20
9750444: 9 Tage idle - Level 9
9837244: 11 Tage idle - Level 12
8458244: 4 Tage idle - Level 21
10767444: 135 Tage idle - Level 9
12208844: 50 Tage idle - Level 1 => LOESCHEN
12669844: 25 Tage idle - Level 1
8513944: 1 Tage idle - Level 24
13025444: 5 Tage idle - Level 1
12552844: 32 Tage idle - Level 1 => LOESCHEN
10656044: 1 Tage idle - Level 2
9179444: 0 Tage idle - Level 23
10747544: 77 Tage idle - Level 7
12897844: 6 Tage idle - Level 1
11802044: 37 Tage idle - Level 2
11519044: 87 Tage idle - Level 3
9513444: 2 Tage idle - Level 12
12411244: 40 Tage idle - Level 1 => LOESCHEN
12791044: 2 Tage idle - Level 1
12827144: 14 Tage idle - Level 1
11452844: 41 Tage idle - Level 3
9320944: 42 Tage idle - Level 7
11123744: 40 Tage idle - Level 20
10240844: 136 Tage idle - Level 8
8281244: 29 Tage idle - Level 20
12923244: 2 Tage idle - Level 8
8697144: 259 Tage idle - Level 8 => LOESCHEN
13076844: 2 Tage idle - Level 2
12766544: 1 Tage idle - Level 1
13122144: 0 Tage idle - Level 1
12098444: 8 Tage idle - Level 9
12690644: 2 Tage idle - Level 8
13006844: 6 Tage idle - Level 1
12463244: 4 Tage idle - Level 11
11864344: 0 Tage idle - Level 33
12554744: 32 Tage idle - Level 1 => LOESCHEN
9955844: 2 Tage idle - Level 6
12772444: 11 Tage idle - Level 13
7988144: 0 Tage idle - Level 1
8591744: 69 Tage idle - Level 14
8272944: 136 Tage idle - Level 6
11961044: 56 Tage idle - Level 7
11267844: 0 Tage idle - Level 8
12697544: 2 Tage idle - Level 9
12033744: 1 Tage idle - Level 3
10840544: 13 Tage idle - Level 7
8709644: 0 Tage idle - Level 35
12454244: 1 Tage idle - Level 14
8101144: 53 Tage idle - Level 1 => LOESCHEN
9652544: 42 Tage idle - Level 6
12054244: 37 Tage idle - Level 18
9329044: 111 Tage idle - Level 6
10035944: 71 Tage idle - Level 4
8319944: 70 Tage idle - Level 8
12804144: 2 Tage idle - Level 1
10745044: 1 Tage idle - Level 1
9709144: 59 Tage idle - Level 8
8172444: 42 Tage idle - Level 7
9713844: 137 Tage idle - Level 4 => LOESCHEN
8299744: 17 Tage idle - Level 21
8912044: 5 Tage idle - Level 9
8213144: 38 Tage idle - Level 8
10188344: 153 Tage idle - Level 7
8836544: 18 Tage idle - Level 5
10223444: 24 Tage idle - Level 8
8263944: 21 Tage idle - Level 4
8806344: 177 Tage idle - Level 6
12764044: 14 Tage idle - Level 1
11269044: 0 Tage idle - Level 14
12652744: 26 Tage idle - Level 1
10396444: 60 Tage idle - Level 1 => LOESCHEN
12207644: 8 Tage idle - Level 2
8061744: 58 Tage idle - Level 8
9613344: 93 Tage idle - Level 6
12597744: 0 Tage idle - Level 20
12840244: 12 Tage idle - Level 3
12967544: 0 Tage idle - Level 10
11259444: 4 Tage idle - Level 10
10340744: 95 Tage idle - Level 9
13004344: 0 Tage idle - Level 1
11770444: 61 Tage idle - Level 6
12785244: 0 Tage idle - Level 7
8397044: 3 Tage idle - Level 19
10690344: 27 Tage idle - Level 8
7965144: 42 Tage idle - Level 11 (KEEP_CHARACTER)
10285744: 0 Tage idle - Level 12
9705444: 0 Tage idle - Level 33
10012244: 0 Tage idle - Level 28
10300944: 70 Tage idle - Level 8
11898344: 0 Tage idle - Level 11
8397744: 98 Tage idle - Level 16
12877344: 9 Tage idle - Level 2
12213544: 26 Tage idle - Level 1
9781344: 121 Tage idle - Level 16
11376744: 17 Tage idle - Level 5
10078944: 12 Tage idle - Level 10 (KEEP_CHARACTER)
8899444: 241 Tage idle - Level 8 => LOESCHEN
12390544: 40 Tage idle - Level 1 => LOESCHEN
13070644: 0 Tage idle - Level 1
12730144: 21 Tage idle - Level 3
12579044: 30 Tage idle - Level 4
10924944: 85 Tage idle - Level 5 (KEEP_CHARACTER)
8839044: 162 Tage idle - Level 14
9934044: 0 Tage idle - Level 5
7956144: 2 Tage idle - Level 5
11863144: 70 Tage idle - Level 3
8640944: 15 Tage idle - Level 10
12421644: 0 Tage idle - Level 8
9119144: 87 Tage idle - Level 19
10535144: 85 Tage idle - Level 10
11503944: 2 Tage idle - Level 41
10626644: 14 Tage idle - Level 1
12574044: 30 Tage idle - Level 2
12290044: 14 Tage idle - Level 8
13097444: 2 Tage idle - Level 1
11899644: 0 Tage idle - Level 10 (KEEP_CHARACTER)
12903444: 6 Tage idle - Level 1
10155744: 5 Tage idle - Level 6
8444344: 1 Tage idle - Level 21
11707344: 21 Tage idle - Level 14
10580944: 9 Tage idle - Level 9
8611344: 6 Tage idle - Level 2
10905644: 9 Tage idle - Level 5
9590044: 48 Tage idle - Level 4
9626144: 0 Tage idle - Level 41
10267744: 28 Tage idle - Level 16 (KEEP_CHARACTER)
9803444: 1 Tage idle - Level 10
11317644: 0 Tage idle - Level 19
10399644: 0 Tage idle - Level 6 (KEEP_CHARACTER)
11241044: 0 Tage idle - Level 36
11864444: 71 Tage idle - Level 2 => LOESCHEN
8434744: 20 Tage idle - Level 2
11332544: 89 Tage idle - Level 3
10323344: 31 Tage idle - Level 15
12605844: 29 Tage idle - Level 1
12650944: 26 Tage idle - Level 1
9647344: 147 Tage idle - Level 14
8025044: 17 Tage idle - Level 15 (KEEP_CHARACTER)
10364444: 5 Tage idle - Level 19 (KEEP_CHARACTER)
11044544: 0 Tage idle - Level 21
12393044: 0 Tage idle - Level 1
11465044: 35 Tage idle - Level 9
12687344: 25 Tage idle - Level 1
12894844: 11 Tage idle - Level 1
11718944: 0 Tage idle - Level 1
12986244: 2 Tage idle - Level 9
13134444: 0 Tage idle - Level 1
7953044: 152 Tage idle - Level 10
11997644: 17 Tage idle - Level 8
12064644: 50 Tage idle - Level 1 => LOESCHEN
9794844: 19 Tage idle - Level 7
12115644: 54 Tage idle - Level 1 => LOESCHEN
7949044: 10 Tage idle - Level 62
10968544: 8 Tage idle - Level 10
8887344: 85 Tage idle - Level 8
11815644: 16 Tage idle - Level 1
10932744: 9 Tage idle - Level 7 (KEEP_CHARACTER)
11612844: 30 Tage idle - Level 1 => LOESCHEN
12845344: 0 Tage idle - Level 4
11673844: 62 Tage idle - Level 2 => LOESCHEN
12607744: 25 Tage idle - Level 1
11152144: 0 Tage idle - Level 10
10072044: 44 Tage idle - Level 9
8563544: 44 Tage idle - Level 9
10730544: 1 Tage idle - Level 1 (KEEP_CHARACTER)
11588644: 8 Tage idle - Level 1
12430044: 13 Tage idle - Level 1
9881944: 3 Tage idle - Level 19
10675544: 111 Tage idle - Level 3 => LOESCHEN
11315144: 77 Tage idle - Level 8 (KEEP_CHARACTER)
11031144: 3 Tage idle - Level 8
9938544: 164 Tage idle - Level 5 => LOESCHEN
12005544: 3 Tage idle - Level 10 (KEEP_CHARACTER)
12131844: 55 Tage idle - Level 1 => LOESCHEN
8316244: 42 Tage idle - Level 15
12355144: 1 Tage idle - Level 12
10412344: 5 Tage idle - Level 18
12400544: 4 Tage idle - Level 5
8463044: 17 Tage idle - Level 6
12816444: 0 Tage idle - Level 18
9766544: 92 Tage idle - Level 5
10144244: 134 Tage idle - Level 8
12056944: 60 Tage idle - Level 1 => LOESCHEN
11336344: 80 Tage idle - Level 6
8869344: 15 Tage idle - Level 12
7950644: 36 Tage idle - Level 16
8717544: 164 Tage idle - Level 8
9731344: 0 Tage idle - Level 15
8069344: 8 Tage idle - Level 24
9418144: 0 Tage idle - Level 16 (KEEP_CHARACTER)
12812044: 17 Tage idle - Level 1
12579844: 26 Tage idle - Level 1
12787244: 2 Tage idle - Level 6
7951244: 257 Tage idle - Level 12
9646144: 127 Tage idle - Level 7
11671344: 38 Tage idle - Level 7
12032644: 6 Tage idle - Level 8
10834844: 0 Tage idle - Level 14 (KEEP_CHARACTER)
8383844: 16 Tage idle - Level 8
7951944: 5 Tage idle - Level 18 (KEEP_CHARACTER)
12174844: 52 Tage idle - Level 1 => LOESCHEN
11996444: 59 Tage idle - Level 1 => LOESCHEN
9864544: 136 Tage idle - Level 10
11332644: 60 Tage idle - Level 7
8075244: 0 Tage idle - Level 17
13108744: 0 Tage idle - Level 6
9424044: 39 Tage idle - Level 12
8045044: 265 Tage idle - Level 13
10961744: 14 Tage idle - Level 20
12575444: 25 Tage idle - Level 6
11698144: 6 Tage idle - Level 11 (KEEP_CHARACTER)
11125844: 2 Tage idle - Level 16
10242944: 101 Tage idle - Level 6
9703044: 196 Tage idle - Level 8
9794244: 173 Tage idle - Level 13
9753844: 147 Tage idle - Level 5
10709844: 2 Tage idle - Level 9
13048744: 5 Tage idle - Level 1
8592544: 6 Tage idle - Level 16
8425844: 103 Tage idle - Level 7
7953144: 6 Tage idle - Level 10
7963444: 102 Tage idle - Level 6
8025844: 40 Tage idle - Level 1 (KEEP_CHARACTER)
12150544: 0 Tage idle - Level 1
12930644: 0 Tage idle - Level 11
11678944: 18 Tage idle - Level 9
11927044: 9 Tage idle - Level 2
7949144: 27 Tage idle - Level 14
10800944: 48 Tage idle - Level 1 => LOESCHEN
8887444: 8 Tage idle - Level 8
10851644: 0 Tage idle - Level 6
8193144: 63 Tage idle - Level 17
10603744: 144 Tage idle - Level 8
8603744: 128 Tage idle - Level 6
8694944: 157 Tage idle - Level 7
9952244: 187 Tage idle - Level 8
12100444: 3 Tage idle - Level 7
11592744: 40 Tage idle - Level 7
12450044: 0 Tage idle - Level 10
11932344: 5 Tage idle - Level 8
8234544: 15 Tage idle - Level 9
12840444: 16 Tage idle - Level 1
11264244: 59 Tage idle - Level 1 => LOESCHEN
13085444: 0 Tage idle - Level 10
9836944: 42 Tage idle - Level 7
12491144: 35 Tage idle - Level 1 => LOESCHEN
9142644: 161 Tage idle - Level 8
12243244: 49 Tage idle - Level 1 => LOESCHEN
11851844: 12 Tage idle - Level 1 (KEEP_CHARACTER)
12121644: 52 Tage idle - Level 1 => LOESCHEN
10062544: 5 Tage idle - Level 15
12202844: 49 Tage idle - Level 3
10149344: 158 Tage idle - Level 7
8062544: 4 Tage idle - Level 24
8923844: 158 Tage idle - Level 10
9811344: 11 Tage idle - Level 11
12507344: 16 Tage idle - Level 9
10818044: 9 Tage idle - Level 14
8818044: 95 Tage idle - Level 7
12810944: 17 Tage idle - Level 1
7985944: 5 Tage idle - Level 8 (KEEP_CHARACTER)
12491844: 4 Tage idle - Level 6 (KEEP_CHARACTER)
9062044: 71 Tage idle - Level 43
12613744: 12 Tage idle - Level 1
11366644: 8 Tage idle - Level 15
12796344: 4 Tage idle - Level 1
10727244: 119 Tage idle - Level 6
12912644: 5 Tage idle - Level 8
8788244: 23 Tage idle - Level 8
13121844: 0 Tage idle - Level 1
8792944: 136 Tage idle - Level 7
12325744: 26 Tage idle - Level 12
12406944: 26 Tage idle - Level 1
12254844: 12 Tage idle - Level 1
12427444: 1 Tage idle - Level 6
10378644: 2 Tage idle - Level 24 (KEEP_CHARACTER)
9215444: 6 Tage idle - Level 8
12807544: 7 Tage idle - Level 5
12361144: 41 Tage idle - Level 1 => LOESCHEN
12812144: 1 Tage idle - Level 15
9889544: 113 Tage idle - Level 26
12817844: 17 Tage idle - Level 1
11788444: 34 Tage idle - Level 6
10900144: 90 Tage idle - Level 9 (KEEP_CHARACTER)
12103644: 57 Tage idle - Level 1 => LOESCHEN
8865044: 9 Tage idle - Level 38
12564644: 31 Tage idle - Level 1 => LOESCHEN
8125744: 32 Tage idle - Level 4
10916044: 35 Tage idle - Level 4
12448644: 37 Tage idle - Level 1 => LOESCHEN
11023544: 1 Tage idle - Level 2
9925244: 1 Tage idle - Level 25 (KEEP_CHARACTER)
11809244: 68 Tage idle - Level 2 => LOESCHEN
12707044: 23 Tage idle - Level 1
12833344: 16 Tage idle - Level 1
13103144: 0 Tage idle - Level 1
12514544: 22 Tage idle - Level 1
12069144: 51 Tage idle - Level 4
12975544: 8 Tage idle - Level 6
12565244: 31 Tage idle - Level 1 (KEEP_CHARACTER)
12853944: 14 Tage idle - Level 1
8916744: 3 Tage idle - Level 3
8262944: 26 Tage idle - Level 4
8713944: 54 Tage idle - Level 7
12829344: 1 Tage idle - Level 1
8982344: 1 Tage idle - Level 24
10866344: 54 Tage idle - Level 4
11632244: 0 Tage idle - Level 1
11637944: 87 Tage idle - Level 3
12697844: 24 Tage idle - Level 1
9602044: 114 Tage idle - Level 8
9319044: 2 Tage idle - Level 7
9739644: 32 Tage idle - Level 6
11880844: 58 Tage idle - Level 7
10871644: 8 Tage idle - Level 6
11921544: 3 Tage idle - Level 1
9506644: 0 Tage idle - Level 18
10010644: 5 Tage idle - Level 8
12465444: 2 Tage idle - Level 1
12551244: 0 Tage idle - Level 14
8857344: 0 Tage idle - Level 5
12561544: 1 Tage idle - Level 1 (KEEP_CHARACTER)
12197344: 51 Tage idle - Level 1 => LOESCHEN
9547744: 129 Tage idle - Level 9
11887044: 51 Tage idle - Level 3
9010144: 161 Tage idle - Level 8
8842044: 23 Tage idle - Level 16
8766544: 51 Tage idle - Level 1 => LOESCHEN
10655144: 0 Tage idle - Level 32
8655144: 1 Tage idle - Level 13
9958644: 21 Tage idle - Level 10
9593444: 190 Tage idle - Level 15
12602944: 29 Tage idle - Level 1
10432444: 146 Tage idle - Level 6
9071844: 0 Tage idle - Level 10
12958144: 1 Tage idle - Level 10
12547944: 18 Tage idle - Level 1
12629044: 24 Tage idle - Level 1
12061044: 4 Tage idle - Level 3 (KEEP_CHARACTER)
9411444: 0 Tage idle - Level 8
9467844: 120 Tage idle - Level 5
8377444: 46 Tage idle - Level 1 => LOESCHEN
8751944: 70 Tage idle - Level 10
12416644: 28 Tage idle - Level 1 (KEEP_CHARACTER)
11817744: 33 Tage idle - Level 3 (KEEP_CHARACTER)
8808544: 4 Tage idle - Level 18
13025844: 3 Tage idle - Level 1
8945044: 1 Tage idle - Level 7
10185544: 5 Tage idle - Level 1
12295344: 44 Tage idle - Level 1 => LOESCHEN
13066944: 0 Tage idle - Level 8 (KEEP_CHARACTER)
9124044: 9 Tage idle - Level 5
9377644: 122 Tage idle - Level 8
12113344: 0 Tage idle - Level 7 (KEEP_CHARACTER)
11640744: 87 Tage idle - Level 2 => LOESCHEN
11803044: 0 Tage idle - Level 9
12944144: 0 Tage idle - Level 6
10190844: 2 Tage idle - Level 2
10692544: 101 Tage idle - Level 4
8525844: 90 Tage idle - Level 2 => LOESCHEN
10703044: 58 Tage idle - Level 15
9677144: 111 Tage idle - Level 13
12331744: 43 Tage idle - Level 1 => LOESCHEN
12256144: 48 Tage idle - Level 1 => LOESCHEN
13062544: 3 Tage idle - Level 1
8146344: 235 Tage idle - Level 13
10110544: 0 Tage idle - Level 20 (KEEP_CHARACTER)
10815044: 130 Tage idle - Level 8
7972644: 26 Tage idle - Level 6
9702644: 143 Tage idle - Level 9
12449344: 0 Tage idle - Level 34 (KEEP_CHARACTER)
11110044: 120 Tage idle - Level 4 => LOESCHEN
8425344: 9 Tage idle - Level 11
10435644: 155 Tage idle - Level 7
8192044: 1 Tage idle - Level 36
8931744: 169 Tage idle - Level 7
11951144: 15 Tage idle - Level 5
8521444: 242 Tage idle - Level 14
9171044: 211 Tage idle - Level 12
11961444: 5 Tage idle - Level 7
12069944: 59 Tage idle - Level 1 => LOESCHEN
10876744: 120 Tage idle - Level 3 => LOESCHEN
TReadScriptFile::~TReadScriptFile: Datei ist noch offen.
LoadPlayerData: Kann Gegenstände des Spielers 8045944 nicht laden.
# Fehler: unknown object type
8045944: 0 Tage idle - Level 88 (KEEP_CHARACTER)
10212944: 12 Tage idle - Level 2
12084844: 9 Tage idle - Level 5 (KEEP_CHARACTER)
9435144: 21 Tage idle - Level 6
9480244: 28 Tage idle - Level 5
9278444: 112 Tage idle - Level 7
7953344: 1 Tage idle - Level 8 (KEEP_CHARACTER)
8152244: 1 Tage idle - Level 13
12550744: 32 Tage idle - Level 1 => LOESCHEN
10036244: 130 Tage idle - Level 8
12520544: 26 Tage idle - Level 1
8461444: 4 Tage idle - Level 32 (KEEP_CHARACTER)
12404544: 32 Tage idle - Level 10
10552944: 141 Tage idle - Level 6
8507844: 253 Tage idle - Level 8 => LOESCHEN
12709044: 23 Tage idle - Level 1
10695044: 0 Tage idle - Level 8
8857444: 34 Tage idle - Level 6
9430844: 8 Tage idle - Level 11
8756344: 13 Tage idle - Level 4
12050244: 0 Tage idle - Level 26
12258744: 48 Tage idle - Level 1 => LOESCHEN
9578644: 5 Tage idle - Level 17
13105844: 1 Tage idle - Level 1
8315944: 196 Tage idle - Level 8
10255244: 16 Tage idle - Level 10
10316544: 88 Tage idle - Level 4
12345144: 1 Tage idle - Level 7
11953744: 0 Tage idle - Level 6 (KEEP_CHARACTER)
9254844: 159 Tage idle - Level 8
11346244: 33 Tage idle - Level 4
11888444: 4 Tage idle - Level 1
10260544: 23 Tage idle - Level 12
8504044: 165 Tage idle - Level 7
10104044: 0 Tage idle - Level 11
8144544: 51 Tage idle - Level 4
10691344: 2 Tage idle - Level 20
11680644: 0 Tage idle - Level 4
12492644: 35 Tage idle - Level 1 => LOESCHEN
9306444: 188 Tage idle - Level 11
9513944: 3 Tage idle - Level 19
8879944: 6 Tage idle - Level 18
13051044: 0 Tage idle - Level 7
12047544: 6 Tage idle - Level 8
12756744: 4 Tage idle - Level 4
8160044: 23 Tage idle - Level 13
10616744: 0 Tage idle - Level 18
11266344: 0 Tage idle - Level 19
8125244: 236 Tage idle - Level 19
12078344: 0 Tage idle - Level 21
7941245: 243 Tage idle - Level 9
11772745: 2 Tage idle - Level 1
8308145: 23 Tage idle - Level 12
8698245: 35 Tage idle - Level 12
11707745: 0 Tage idle - Level 20
12280845: 46 Tage idle - Level 1 => LOESCHEN
9393245: 0 Tage idle - Level 36 (KEEP_CHARACTER)
11986445: 3 Tage idle - Level 7 (KEEP_CHARACTER)
12256245: 48 Tage idle - Level 1 => LOESCHEN
8369845: 180 Tage idle - Level 9
7988645: 4 Tage idle - Level 54
8835745: 23 Tage idle - Level 16
10309445: 7 Tage idle - Level 13 (KEEP_CHARACTER)
