Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Mon May  1 00:13:00 2006
12365555: 114 Tage idle - Level 3 (KEEP_CHARACTER)
12993555: 65 Tage idle - Level 2 => LOESCHEN
13425755: 3 Tage idle - Level 12
8509555: 94 Tage idle - Level 3 => LOESCHEN
13506955: 2 Tage idle - Level 5
13840655: 0 Tage idle - Level 9
13967955: 3 Tage idle - Level 1
9326155: 0 Tage idle - Level 42 (KEEP_CHARACTER)
9452455: 4 Tage idle - Level 47
9787155: 24 Tage idle - Level 1
13649055: 0 Tage idle - Level 2
13694155: 21 Tage idle - Level 1
14374255: 5 Tage idle - Level 1
14536655: 12 Tage idle - Level 1
11184355: 32 Tage idle - Level 6
7986555: 57 Tage idle - Level 2 (KEEP_CHARACTER)
12447355: 28 Tage idle - Level 5
12370855: 128 Tage idle - Level 4 => LOESCHEN
13633855: 3 Tage idle - Level 1
14729855: 1 Tage idle - Level 1
8565555: 299 Tage idle - Level 10
13360055: 10 Tage idle - Level 3
12923555: 57 Tage idle - Level 7
13989055: 7 Tage idle - Level 1
9504055: 2 Tage idle - Level 11
12361155: 125 Tage idle - Level 5
13041255: 4 Tage idle - Level 1
10671955: 0 Tage idle - Level 15
13538355: 0 Tage idle - Level 30 (KEEP_CHARACTER)
12320755: 95 Tage idle - Level 9
13790955: 52 Tage idle - Level 1 => LOESCHEN
8419355: 345 Tage idle - Level 15
9306955: 2 Tage idle - Level 8
8342855: 0 Tage idle - Level 13 (KEEP_CHARACTER)
8186055: 24 Tage idle - Level 10
11859355: 76 Tage idle - Level 2 => LOESCHEN
13390955: 10 Tage idle - Level 19 (KEEP_CHARACTER)
11367955: 52 Tage idle - Level 9
9788455: 0 Tage idle - Level 10
8409755: 63 Tage idle - Level 6 (KEEP_CHARACTER)
9099855: 1 Tage idle - Level 21
14051055: 10 Tage idle - Level 7 (KEEP_CHARACTER)
8581055: 42 Tage idle - Level 6
12316755: 8 Tage idle - Level 14
12113955: 4 Tage idle - Level 14
10885655: 1 Tage idle - Level 12
9641255: 172 Tage idle - Level 11
14020955: 11 Tage idle - Level 1
10718955: 29 Tage idle - Level 13
9029155: 59 Tage idle - Level 5
10601955: 17 Tage idle - Level 2
14239655: 8 Tage idle - Level 4
14654555: 0 Tage idle - Level 4
8318955: 6 Tage idle - Level 3
12975555: 57 Tage idle - Level 8
9834455: 185 Tage idle - Level 15
9920255: 230 Tage idle - Level 7 => LOESCHEN
14634655: 7 Tage idle - Level 1
9150455: 100 Tage idle - Level 6
14275055: 3 Tage idle - Level 1
9485155: 2 Tage idle - Level 1
14082555: 2 Tage idle - Level 7
13985355: 42 Tage idle - Level 1 => LOESCHEN
13944955: 41 Tage idle - Level 1 => LOESCHEN
12647055: 45 Tage idle - Level 8
10269155: 21 Tage idle - Level 10
14103355: 11 Tage idle - Level 8
13514755: 3 Tage idle - Level 4
8107055: 1 Tage idle - Level 23 (KEEP_CHARACTER)
11830055: 25 Tage idle - Level 6
12926055: 1 Tage idle - Level 1
8117355: 361 Tage idle - Level 12 => LOESCHEN
10208855: 19 Tage idle - Level 19
7953955: 92 Tage idle - Level 8
9653455: 121 Tage idle - Level 8
11253455: 70 Tage idle - Level 4
8522655: 9 Tage idle - Level 6
14089455: 31 Tage idle - Level 1 => LOESCHEN
12977455: 13 Tage idle - Level 7
14382755: 2 Tage idle - Level 4 (KEEP_CHARACTER)
13783855: 0 Tage idle - Level 13
12110855: 131 Tage idle - Level 6
13125655: 5 Tage idle - Level 1
12815355: 91 Tage idle - Level 3 => LOESCHEN
13672455: 1 Tage idle - Level 13
14484455: 12 Tage idle - Level 1
11861555: 83 Tage idle - Level 7
10771155: 3 Tage idle - Level 1
8193955: 3 Tage idle - Level 5
14003555: 31 Tage idle - Level 1 => LOESCHEN
8169355: 195 Tage idle - Level 16
14753155: 0 Tage idle - Level 7
9918155: 170 Tage idle - Level 7
13662855: 21 Tage idle - Level 1
11102255: 77 Tage idle - Level 9
10432455: 0 Tage idle - Level 52
12213155: 1 Tage idle - Level 9
14444655: 10 Tage idle - Level 1
13313855: 76 Tage idle - Level 4
13283355: 61 Tage idle - Level 7
9047255: 234 Tage idle - Level 7 => LOESCHEN
9796955: 26 Tage idle - Level 15
10792355: 161 Tage idle - Level 8
12694755: 27 Tage idle - Level 16
12457055: 3 Tage idle - Level 11
14197055: 29 Tage idle - Level 1
13269055: 53 Tage idle - Level 11
13805955: 32 Tage idle - Level 1 => LOESCHEN
11954255: 9 Tage idle - Level 10
8696955: 30 Tage idle - Level 8 (KEEP_CHARACTER)
8681655: 2 Tage idle - Level 9
12209855: 0 Tage idle - Level 14
10312055: 178 Tage idle - Level 11
14602655: 3 Tage idle - Level 1
11534355: 4 Tage idle - Level 5
10935455: 203 Tage idle - Level 7
10236555: 2 Tage idle - Level 13
12508755: 110 Tage idle - Level 8
11463455: 2 Tage idle - Level 8
14005455: 0 Tage idle - Level 2
14188055: 30 Tage idle - Level 1 => LOESCHEN
7951455: 52 Tage idle - Level 7
13963655: 43 Tage idle - Level 1 => LOESCHEN
12792055: 71 Tage idle - Level 8
13350555: 33 Tage idle - Level 4
14451155: 16 Tage idle - Level 1
11099955: 129 Tage idle - Level 5
13285255: 60 Tage idle - Level 5
10581155: 41 Tage idle - Level 8
9337855: 0 Tage idle - Level 62 (KEEP_CHARACTER)
8232155: 120 Tage idle - Level 7
12220355: 6 Tage idle - Level 4
9910055: 90 Tage idle - Level 8
12276755: 21 Tage idle - Level 1
11647655: 61 Tage idle - Level 4
9312955: 0 Tage idle - Level 11
14356355: 21 Tage idle - Level 1
13301055: 22 Tage idle - Level 9
13270655: 59 Tage idle - Level 1 => LOESCHEN
13934755: 5 Tage idle - Level 12 (KEEP_CHARACTER)
10405455: 73 Tage idle - Level 10
12641555: 17 Tage idle - Level 1
9506055: 4 Tage idle - Level 15 (KEEP_CHARACTER)
8415755: 87 Tage idle - Level 4
8962555: 34 Tage idle - Level 13
12170655: 17 Tage idle - Level 1
13433655: 36 Tage idle - Level 8
14286055: 14 Tage idle - Level 5
10157955: 28 Tage idle - Level 1
11663155: 141 Tage idle - Level 5
13894655: 21 Tage idle - Level 4
13230855: 34 Tage idle - Level 7
9167055: 73 Tage idle - Level 9
14499155: 14 Tage idle - Level 1
13449555: 59 Tage idle - Level 2
9592255: 59 Tage idle - Level 1 => LOESCHEN
14266155: 24 Tage idle - Level 1 (KEEP_CHARACTER)
11197955: 2 Tage idle - Level 7
10431255: 89 Tage idle - Level 11
13839955: 14 Tage idle - Level 8 (KEEP_CHARACTER)
9653555: 0 Tage idle - Level 33 (KEEP_CHARACTER)
12961655: 6 Tage idle - Level 12
13601255: 41 Tage idle - Level 10
13237055: 0 Tage idle - Level 10
11259155: 3 Tage idle - Level 9 (KEEP_CHARACTER)
12025055: 4 Tage idle - Level 8
14555455: 11 Tage idle - Level 1
13708655: 52 Tage idle - Level 1 => LOESCHEN
8057455: 135 Tage idle - Level 11
14773155: 0 Tage idle - Level 1
11831455: 0 Tage idle - Level 11 (KEEP_CHARACTER)
11061655: 197 Tage idle - Level 9
10751355: 8 Tage idle - Level 24
14677755: 2 Tage idle - Level 1 (KEEP_CHARACTER)
10391855: 190 Tage idle - Level 6 => LOESCHEN
14145855: 30 Tage idle - Level 2
8710955: 271 Tage idle - Level 9 => LOESCHEN
13673155: 56 Tage idle - Level 1 => LOESCHEN
8184355: 20 Tage idle - Level 15
12172555: 140 Tage idle - Level 6
12881755: 2 Tage idle - Level 4
13774955: 4 Tage idle - Level 15 (KEEP_CHARACTER)
12558255: 70 Tage idle - Level 13
14540855: 0 Tage idle - Level 2
14668055: 1 Tage idle - Level 7
13253255: 49 Tage idle - Level 1 => LOESCHEN
13673855: 58 Tage idle - Level 1 => LOESCHEN
8717155: 134 Tage idle - Level 11
14602055: 0 Tage idle - Level 13
13927655: 28 Tage idle - Level 1
14652855: 4 Tage idle - Level 1
9817855: 10 Tage idle - Level 3
12599355: 115 Tage idle - Level 8
9295955: 3 Tage idle - Level 26
14177255: 30 Tage idle - Level 2
8205855: 139 Tage idle - Level 11
14673355: 0 Tage idle - Level 1
10008655: 225 Tage idle - Level 8
12447555: 98 Tage idle - Level 4
14430056: 0 Tage idle - Level 2
13213456: 1 Tage idle - Level 12
9767456: 20 Tage idle - Level 35
12786956: 106 Tage idle - Level 4
12949256: 78 Tage idle - Level 2 => LOESCHEN
13219056: 48 Tage idle - Level 1 => LOESCHEN
14202756: 29 Tage idle - Level 1
11833356: 0 Tage idle - Level 8
13816956: 0 Tage idle - Level 6
14177956: 15 Tage idle - Level 1
9260756: 219 Tage idle - Level 30
14628956: 0 Tage idle - Level 10
11849256: 1 Tage idle - Level 23
13796756: 26 Tage idle - Level 3
14198456: 25 Tage idle - Level 1
14279656: 23 Tage idle - Level 2
14694556: 3 Tage idle - Level 1
14111956: 34 Tage idle - Level 1 => LOESCHEN
12757356: 90 Tage idle - Level 1 (KEEP_CHARACTER)
12432956: 111 Tage idle - Level 12
14000556: 14 Tage idle - Level 8
13244956: 13 Tage idle - Level 1
10703156: 71 Tage idle - Level 3
9504956: 0 Tage idle - Level 25
9190456: 92 Tage idle - Level 5 (KEEP_CHARACTER)
14223956: 16 Tage idle - Level 5
10926556: 173 Tage idle - Level 5 => LOESCHEN
13011956: 94 Tage idle - Level 3 => LOESCHEN
13842756: 47 Tage idle - Level 1 (KEEP_CHARACTER)
9530056: 76 Tage idle - Level 16
9783656: 271 Tage idle - Level 10
9996756: 27 Tage idle - Level 17
12889956: 2 Tage idle - Level 1
8815156: 25 Tage idle - Level 3
13863256: 0 Tage idle - Level 17 (KEEP_CHARACTER)
10181956: 9 Tage idle - Level 1
10303856: 9 Tage idle - Level 2
12742756: 109 Tage idle - Level 1 => LOESCHEN
9485356: 15 Tage idle - Level 11
14361056: 5 Tage idle - Level 1
12261556: 73 Tage idle - Level 7
12388856: 7 Tage idle - Level 4
12423956: 4 Tage idle - Level 3
8076156: 4 Tage idle - Level 1 (KEEP_CHARACTER)
14468456: 15 Tage idle - Level 1 (KEEP_CHARACTER)
14757056: 0 Tage idle - Level 1
13752556: 4 Tage idle - Level 4
13803556: 0 Tage idle - Level 7
11951956: 10 Tage idle - Level 8
13312056: 70 Tage idle - Level 10
12196956: 32 Tage idle - Level 7
13657056: 59 Tage idle - Level 1 => LOESCHEN
12526256: 84 Tage idle - Level 6
14479356: 0 Tage idle - Level 6
13960656: 1 Tage idle - Level 2
13261756: 0 Tage idle - Level 33
12825156: 30 Tage idle - Level 8
8922856: 187 Tage idle - Level 6 => LOESCHEN
14028656: 36 Tage idle - Level 4
11663956: 75 Tage idle - Level 8
14494256: 0 Tage idle - Level 10
13277656: 53 Tage idle - Level 1 => LOESCHEN
14291456: 8 Tage idle - Level 5
11552556: 172 Tage idle - Level 6
13946356: 25 Tage idle - Level 7
7944456: 13 Tage idle - Level 6
9973056: 9 Tage idle - Level 9 (KEEP_CHARACTER)
13672656: 59 Tage idle - Level 1 => LOESCHEN
13799956: 5 Tage idle - Level 7
14722556: 0 Tage idle - Level 1
12460656: 90 Tage idle - Level 15
8933756: 126 Tage idle - Level 6
11796456: 0 Tage idle - Level 20
13445256: 2 Tage idle - Level 7
14464756: 15 Tage idle - Level 1 (KEEP_CHARACTER)
11801356: 9 Tage idle - Level 1
14712956: 1 Tage idle - Level 1
9973756: 252 Tage idle - Level 10
8761756: 25 Tage idle - Level 10
13845956: 21 Tage idle - Level 1
14373956: 18 Tage idle - Level 1
10620156: 36 Tage idle - Level 8
11275456: 125 Tage idle - Level 18
12780756: 4 Tage idle - Level 3
11199956: 12 Tage idle - Level 11
14227756: 16 Tage idle - Level 1
13633456: 9 Tage idle - Level 9
13436256: 17 Tage idle - Level 1
13735156: 10 Tage idle - Level 8
13826656: 43 Tage idle - Level 2
12447656: 77 Tage idle - Level 2 => LOESCHEN
11276056: 187 Tage idle - Level 9
12082456: 0 Tage idle - Level 17
13715256: 0 Tage idle - Level 8
11869256: 0 Tage idle - Level 12
10778956: 4 Tage idle - Level 28
8292056: 117 Tage idle - Level 4
14385456: 19 Tage idle - Level 1
11772856: 72 Tage idle - Level 6
14527956: 2 Tage idle - Level 1
14036456: 36 Tage idle - Level 1 => LOESCHEN
11667056: 2 Tage idle - Level 5
8611856: 21 Tage idle - Level 17
13290056: 4 Tage idle - Level 1
8333456: 131 Tage idle - Level 19
10268156: 45 Tage idle - Level 7
10683056: 49 Tage idle - Level 1 => LOESCHEN
14071956: 36 Tage idle - Level 1 => LOESCHEN
14522956: 11 Tage idle - Level 3
12671256: 15 Tage idle - Level 19
8977356: 247 Tage idle - Level 8 => LOESCHEN
9247156: 2 Tage idle - Level 6
11419856: 175 Tage idle - Level 9
13367256: 32 Tage idle - Level 8
11140456: 189 Tage idle - Level 9
14386756: 19 Tage idle - Level 1
8131256: 2 Tage idle - Level 42
11231956: 189 Tage idle - Level 6 => LOESCHEN
13914356: 6 Tage idle - Level 3
8430156: 3 Tage idle - Level 2
8076256: 33 Tage idle - Level 19
8040456: 25 Tage idle - Level 4
13038856: 35 Tage idle - Level 1 (KEEP_CHARACTER)
8167756: 334 Tage idle - Level 14
10669456: 191 Tage idle - Level 10
12779256: 1 Tage idle - Level 7
8385456: 341 Tage idle - Level 12
13216056: 50 Tage idle - Level 5
14103656: 31 Tage idle - Level 1 => LOESCHEN
14519556: 10 Tage idle - Level 1
9288956: 89 Tage idle - Level 8
12505856: 0 Tage idle - Level 10
10091856: 1 Tage idle - Level 7
14625956: 7 Tage idle - Level 1
13170356: 49 Tage idle - Level 1 => LOESCHEN
14266356: 25 Tage idle - Level 1
11111556: 6 Tage idle - Level 1
14484056: 3 Tage idle - Level 8
10644556: 71 Tage idle - Level 2 => LOESCHEN
10776456: 9 Tage idle - Level 19
14286956: 0 Tage idle - Level 1
8199156: 33 Tage idle - Level 15
11299856: 181 Tage idle - Level 6 => LOESCHEN
10989556: 0 Tage idle - Level 57 (KEEP_CHARACTER)
13282356: 48 Tage idle - Level 1 => LOESCHEN
8092456: 3 Tage idle - Level 7
9968556: 72 Tage idle - Level 22
9152656: 48 Tage idle - Level 12
10356556: 197 Tage idle - Level 7
10498756: 237 Tage idle - Level 8
14332956: 22 Tage idle - Level 1
14003856: 24 Tage idle - Level 1
14257356: 0 Tage idle - Level 10
8412156: 0 Tage idle - Level 1 (KEEP_CHARACTER)
13004956: 4 Tage idle - Level 8
14718656: 2 Tage idle - Level 1
9193756: 256 Tage idle - Level 10
12902056: 6 Tage idle - Level 20
7955456: 1 Tage idle - Level 18
10022456: 204 Tage idle - Level 13
12952856: 35 Tage idle - Level 8
14247756: 2 Tage idle - Level 16
12396056: 128 Tage idle - Level 9
11797156: 79 Tage idle - Level 7
14617556: 8 Tage idle - Level 1
14662656: 5 Tage idle - Level 1
12193256: 5 Tage idle - Level 1
12274456: 0 Tage idle - Level 27 (KEEP_CHARACTER)
8904256: 20 Tage idle - Level 10
8418456: 166 Tage idle - Level 15
12041456: 89 Tage idle - Level 11
14272956: 0 Tage idle - Level 1
13218656: 46 Tage idle - Level 1 => LOESCHEN
8063556: 73 Tage idle - Level 21
14648356: 5 Tage idle - Level 1
12011256: 0 Tage idle - Level 8
8691556: 16 Tage idle - Level 5
13897356: 46 Tage idle - Level 1 => LOESCHEN
11265956: 74 Tage idle - Level 8
13406156: 23 Tage idle - Level 2
10748156: 0 Tage idle - Level 78 (KEEP_CHARACTER)
13421056: 58 Tage idle - Level 7
8555656: 75 Tage idle - Level 6
12047756: 2 Tage idle - Level 1
10854556: 85 Tage idle - Level 7
12387056: 32 Tage idle - Level 9
13067156: 26 Tage idle - Level 7
13938756: 20 Tage idle - Level 5
9626056: 7 Tage idle - Level 5
11266556: 6 Tage idle - Level 13
12812556: 0 Tage idle - Level 16
8257356: 329 Tage idle - Level 17
7947056: 113 Tage idle - Level 3 => LOESCHEN
9849456: 19 Tage idle - Level 2
13478056: 38 Tage idle - Level 15
8692856: 10 Tage idle - Level 13
13645056: 40 Tage idle - Level 5
13979856: 41 Tage idle - Level 1 => LOESCHEN
11955856: 3 Tage idle - Level 2
12717056: 8 Tage idle - Level 6
11342756: 0 Tage idle - Level 20
13549656: 0 Tage idle - Level 7
12712056: 0 Tage idle - Level 11
13286156: 45 Tage idle - Level 1 => LOESCHEN
13119456: 84 Tage idle - Level 9
13615556: 4 Tage idle - Level 9 (KEEP_CHARACTER)
11272456: 1 Tage idle - Level 32
8258656: 5 Tage idle - Level 48
13833256: 50 Tage idle - Level 1 => LOESCHEN
12834356: 55 Tage idle - Level 1 => LOESCHEN
8151956: 20 Tage idle - Level 7
14164056: 20 Tage idle - Level 5
10659256: 108 Tage idle - Level 6
8527356: 189 Tage idle - Level 14
11014956: 52 Tage idle - Level 2
8000056: 12 Tage idle - Level 13 (KEEP_CHARACTER)
8172456: 208 Tage idle - Level 13
8887256: 57 Tage idle - Level 15
12181156: 136 Tage idle - Level 4 => LOESCHEN
13722556: 36 Tage idle - Level 1 => LOESCHEN
8441156: 7 Tage idle - Level 21
9901356: 36 Tage idle - Level 5
12140756: 6 Tage idle - Level 6
13986356: 21 Tage idle - Level 1
9501356: 1 Tage idle - Level 8 (KEEP_CHARACTER)
13292056: 2 Tage idle - Level 4
14711856: 0 Tage idle - Level 1 (KEEP_CHARACTER)
8461756: 15 Tage idle - Level 13
10629756: 11 Tage idle - Level 7
13586356: 50 Tage idle - Level 2
8057056: 203 Tage idle - Level 11
13429956: 7 Tage idle - Level 14
13804356: 48 Tage idle - Level 1 => LOESCHEN
9127556: 6 Tage idle - Level 7
14089856: 0 Tage idle - Level 13
10087956: 12 Tage idle - Level 4
13530656: 26 Tage idle - Level 3
10746356: 67 Tage idle - Level 12
8209856: 0 Tage idle - Level 14
9887456: 182 Tage idle - Level 8
13540956: 56 Tage idle - Level 1 => LOESCHEN
8179356: 115 Tage idle - Level 4
12086356: 16 Tage idle - Level 3
9274356: 2 Tage idle - Level 5
7954956: 1 Tage idle - Level 12 (KEEP_CHARACTER)
10437856: 3 Tage idle - Level 2 (KEEP_CHARACTER)
12005456: 144 Tage idle - Level 5
13764256: 21 Tage idle - Level 1
9528156: 5 Tage idle - Level 15
14003956: 35 Tage idle - Level 2
8042456: 53 Tage idle - Level 6 (KEEP_CHARACTER)
14672356: 4 Tage idle - Level 1 (KEEP_CHARACTER)
10893856: 12 Tage idle - Level 8
13015256: 3 Tage idle - Level 8
14075156: 14 Tage idle - Level 1
8103756: 1 Tage idle - Level 26 (KEEP_CHARACTER)
14288256: 24 Tage idle - Level 1
9123156: 7 Tage idle - Level 21
12016356: 99 Tage idle - Level 15
14536456: 12 Tage idle - Level 1
12684856: 0 Tage idle - Level 37
12406756: 13 Tage idle - Level 7
8595556: 338 Tage idle - Level 11 => LOESCHEN
14435356: 17 Tage idle - Level 1
13056356: 89 Tage idle - Level 4
14521156: 12 Tage idle - Level 1
14288956: 14 Tage idle - Level 3
12305656: 7 Tage idle - Level 11
10585956: 3 Tage idle - Level 13
14212656: 29 Tage idle - Level 1
14511556: 1 Tage idle - Level 2
14066156: 24 Tage idle - Level 1
8185956: 1 Tage idle - Level 21
14446256: 1 Tage idle - Level 7
13021156: 27 Tage idle - Level 1 (KEEP_CHARACTER)
9291156: 15 Tage idle - Level 8
8074556: 2 Tage idle - Level 9
12605156: 33 Tage idle - Level 7
13872556: 8 Tage idle - Level 1
9439256: 28 Tage idle - Level 6
12711556: 56 Tage idle - Level 7
8490056: 259 Tage idle - Level 11
8733656: 12 Tage idle - Level 4
14305356: 21 Tage idle - Level 1
12291356: 16 Tage idle - Level 1 (KEEP_CHARACTER)
11698056: 45 Tage idle - Level 1 => LOESCHEN
13139456: 6 Tage idle - Level 7
14528756: 0 Tage idle - Level 6 (KEEP_CHARACTER)
10405156: 10 Tage idle - Level 20
8364456: 0 Tage idle - Level 9
14123056: 12 Tage idle - Level 1
14330556: 14 Tage idle - Level 1
12069656: 95 Tage idle - Level 6
10911556: 17 Tage idle - Level 16
14397156: 19 Tage idle - Level 1
13879456: 47 Tage idle - Level 1 => LOESCHEN
8598056: 350 Tage idle - Level 17
14316256: 5 Tage idle - Level 1
8309756: 222 Tage idle - Level 7 => LOESCHEN
14731156: 0 Tage idle - Level 1
8294156: 31 Tage idle - Level 5
7938856: 396 Tage idle - Level 1 (KEEP_CHARACTER)
11511056: 17 Tage idle - Level 6
12237256: 8 Tage idle - Level 1
11602556: 89 Tage idle - Level 7
12328756: 127 Tage idle - Level 15
14311256: 19 Tage idle - Level 1
9490956: 0 Tage idle - Level 6
9699356: 212 Tage idle - Level 21
8355456: 19 Tage idle - Level 11
8112156: 271 Tage idle - Level 14
8989056: 194 Tage idle - Level 7
7979956: 136 Tage idle - Level 24
13956256: 40 Tage idle - Level 5
9765256: 1 Tage idle - Level 1
11314556: 113 Tage idle - Level 3 => LOESCHEN
14271156: 25 Tage idle - Level 1
10067456: 254 Tage idle - Level 9
13510156: 8 Tage idle - Level 1
14656956: 2 Tage idle - Level 2
13231856: 0 Tage idle - Level 13
13936356: 1 Tage idle - Level 3
9127656: 32 Tage idle - Level 10
14677456: 3 Tage idle - Level 1
8589756: 261 Tage idle - Level 10
8052156: 2 Tage idle - Level 47 (KEEP_CHARACTER)
13683156: 57 Tage idle - Level 1 => LOESCHEN
8068056: 16 Tage idle - Level 7 (KEEP_CHARACTER)
9244256: 155 Tage idle - Level 7
9041456: 11 Tage idle - Level 9
10949956: 5 Tage idle - Level 9 (KEEP_CHARACTER)
12436356: 14 Tage idle - Level 5
14621756: 7 Tage idle - Level 1
9340356: 233 Tage idle - Level 7 => LOESCHEN
13830256: 27 Tage idle - Level 9
14763956: 0 Tage idle - Level 1
7955656: 1 Tage idle - Level 40
13638756: 11 Tage idle - Level 17
12467156: 0 Tage idle - Level 20
14495856: 0 Tage idle - Level 11
11746656: 25 Tage idle - Level 1
8696756: 17 Tage idle - Level 6
11133556: 41 Tage idle - Level 10
13734856: 56 Tage idle - Level 1 => LOESCHEN
9559756: 79 Tage idle - Level 8
13420656: 6 Tage idle - Level 1
8059056: 284 Tage idle - Level 17
14724056: 2 Tage idle - Level 1
8018656: 61 Tage idle - Level 13
11655856: 50 Tage idle - Level 1 (KEEP_CHARACTER)
13891956: 40 Tage idle - Level 4
14242956: 9 Tage idle - Level 3
13938256: 44 Tage idle - Level 1 => LOESCHEN
9706856: 28 Tage idle - Level 8
14501356: 5 Tage idle - Level 1
14709856: 0 Tage idle - Level 5
8621056: 0 Tage idle - Level 38
11802956: 7 Tage idle - Level 12
14679356: 4 Tage idle - Level 1
13624056: 0 Tage idle - Level 1
11073556: 174 Tage idle - Level 10
14562356: 9 Tage idle - Level 1
12001856: 2 Tage idle - Level 14
13153156: 3 Tage idle - Level 11
14172656: 0 Tage idle - Level 17
12974856: 0 Tage idle - Level 7
8789456: 324 Tage idle - Level 10 => LOESCHEN
12119456: 2 Tage idle - Level 3
7951956: 2 Tage idle - Level 13
10150856: 42 Tage idle - Level 7
14694956: 0 Tage idle - Level 4
10520656: 236 Tage idle - Level 8
10526256: 188 Tage idle - Level 6 => LOESCHEN
11332656: 130 Tage idle - Level 8
10967356: 11 Tage idle - Level 17
11692556: 0 Tage idle - Level 28
14766456: 0 Tage idle - Level 1
14102656: 29 Tage idle - Level 1
8632656: 0 Tage idle - Level 19 (KEEP_CHARACTER)
12332156: 24 Tage idle - Level 9
9936056: 22 Tage idle - Level 14
10283356: 10 Tage idle - Level 8
9379356: 8 Tage idle - Level 1
13650556: 14 Tage idle - Level 3
14549356: 11 Tage idle - Level 1
11191456: 5 Tage idle - Level 9
8754956: 12 Tage idle - Level 20
9561256: 244 Tage idle - Level 17
13215756: 0 Tage idle - Level 9
14564256: 1 Tage idle - Level 1
12621456: 110 Tage idle - Level 11
12799456: 46 Tage idle - Level 2
14367056: 19 Tage idle - Level 1
8897056: 101 Tage idle - Level 3 => LOESCHEN
13819156: 51 Tage idle - Level 2
11222556: 29 Tage idle - Level 8
9678956: 78 Tage idle - Level 10
11845956: 1 Tage idle - Level 31 (KEEP_CHARACTER)
13206056: 35 Tage idle - Level 2
14676256: 2 Tage idle - Level 2
12247656: 48 Tage idle - Level 1 => LOESCHEN
8016156: 26 Tage idle - Level 6
9982456: 21 Tage idle - Level 9
10725356: 4 Tage idle - Level 10
12956856: 9 Tage idle - Level 5
13844356: 49 Tage idle - Level 1 => LOESCHEN
14240456: 6 Tage idle - Level 5
12136256: 0 Tage idle - Level 8
8725356: 207 Tage idle - Level 8
12389856: 52 Tage idle - Level 1 => LOESCHEN
12222056: 0 Tage idle - Level 26
8158356: 18 Tage idle - Level 10
13606756: 1 Tage idle - Level 2
10168656: 16 Tage idle - Level 6
14666656: 2 Tage idle - Level 10
13454656: 53 Tage idle - Level 6
11020356: 77 Tage idle - Level 15
11689856: 158 Tage idle - Level 8
13257456: 50 Tage idle - Level 1 => LOESCHEN
7994956: 162 Tage idle - Level 22
12167056: 28 Tage idle - Level 8
13180956: 39 Tage idle - Level 9
12096156: 0 Tage idle - Level 23
10852256: 164 Tage idle - Level 9
13976956: 42 Tage idle - Level 1 => LOESCHEN
14049556: 37 Tage idle - Level 1 => LOESCHEN
13530856: 6 Tage idle - Level 1
14216556: 0 Tage idle - Level 8 (KEEP_CHARACTER)
14641756: 0 Tage idle - Level 4
10802156: 150 Tage idle - Level 5 => LOESCHEN
13678656: 12 Tage idle - Level 18 (KEEP_CHARACTER)
11163156: 11 Tage idle - Level 14
9112456: 11 Tage idle - Level 7
13845656: 27 Tage idle - Level 5
14160556: 0 Tage idle - Level 8 (KEEP_CHARACTER)
13070156: 6 Tage idle - Level 44
14039956: 2 Tage idle - Level 5
14292456: 20 Tage idle - Level 1
14591356: 2 Tage idle - Level 1
13795256: 0 Tage idle - Level 25
8879056: 4 Tage idle - Level 8
12370156: 104 Tage idle - Level 7
11315956: 1 Tage idle - Level 19
13673656: 2 Tage idle - Level 1
13344556: 43 Tage idle - Level 1 => LOESCHEN
14601956: 0 Tage idle - Level 9
9776956: 18 Tage idle - Level 4
8103956: 27 Tage idle - Level 14
9082656: 0 Tage idle - Level 29 (KEEP_CHARACTER)
11832556: 2 Tage idle - Level 12
9832556: 0 Tage idle - Level 12
9594656: 8 Tage idle - Level 13 (KEEP_CHARACTER)
14754356: 0 Tage idle - Level 1
9391856: 146 Tage idle - Level 14
12498056: 0 Tage idle - Level 8 (KEEP_CHARACTER)
14572056: 9 Tage idle - Level 1
11666156: 54 Tage idle - Level 6
13649756: 35 Tage idle - Level 1 => LOESCHEN
11706956: 4 Tage idle - Level 15
12432056: 5 Tage idle - Level 17
10409056: 100 Tage idle - Level 10
13609256: 58 Tage idle - Level 4
11220056: 14 Tage idle - Level 6
13993756: 41 Tage idle - Level 1 => LOESCHEN
13467456: 0 Tage idle - Level 12
11240656: 1 Tage idle - Level 12
14111756: 34 Tage idle - Level 1 => LOESCHEN
11459356: 6 Tage idle - Level 5
10115456: 0 Tage idle - Level 14
11620756: 57 Tage idle - Level 15
13852156: 30 Tage idle - Level 5
9616056: 0 Tage idle - Level 10
12716756: 17 Tage idle - Level 1
10905856: 0 Tage idle - Level 20
13037256: 19 Tage idle - Level 7
9626356: 250 Tage idle - Level 10
14629356: 0 Tage idle - Level 1 (KEEP_CHARACTER)
10465056: 200 Tage idle - Level 9
14360256: 1 Tage idle - Level 14
8146256: 7 Tage idle - Level 14
11945856: 146 Tage idle - Level 5
11621356: 2 Tage idle - Level 12
11049756: 20 Tage idle - Level 6
11677756: 2 Tage idle - Level 7 (KEEP_CHARACTER)
12317356: 0 Tage idle - Level 11
14016956: 40 Tage idle - Level 1 => LOESCHEN
14655156: 2 Tage idle - Level 1
12884756: 7 Tage idle - Level 1
