Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Tue Nov  1 00:13:00 2005
9281760: 76 Tage idle - Level 26
11257160: 20 Tage idle - Level 2
10120760: 0 Tage idle - Level 17
11054360: 32 Tage idle - Level 4
10617860: 58 Tage idle - Level 1 => LOESCHEN
11013960: 3 Tage idle - Level 1
8171460: 88 Tage idle - Level 21
9966360: 0 Tage idle - Level 8
8587360: 1 Tage idle - Level 11
8961860: 48 Tage idle - Level 2
8678860: 142 Tage idle - Level 13
9814560: 2 Tage idle - Level 13
9166360: 8 Tage idle - Level 14 (KEEP_CHARACTER)
11176660: 15 Tage idle - Level 1
10040160: 44 Tage idle - Level 1 => LOESCHEN
11556760: 0 Tage idle - Level 4
10673860: 1 Tage idle - Level 9
10137260: 83 Tage idle - Level 2 => LOESCHEN
10810660: 1 Tage idle - Level 8 (KEEP_CHARACTER)
11298960: 0 Tage idle - Level 9
11258460: 20 Tage idle - Level 1
10051060: 25 Tage idle - Level 12
11065960: 32 Tage idle - Level 1 => LOESCHEN
8507760: 52 Tage idle - Level 1 => LOESCHEN
7953960: 0 Tage idle - Level 26 (KEEP_CHARACTER)
8922660: 76 Tage idle - Level 6
11091060: 1 Tage idle - Level 1
9820460: 17 Tage idle - Level 7
10128260: 23 Tage idle - Level 13 (KEEP_CHARACTER)
8457360: 76 Tage idle - Level 18
11511960: 3 Tage idle - Level 1
8959060: 124 Tage idle - Level 8
9355160: 8 Tage idle - Level 5
8011260: 54 Tage idle - Level 10
8219760: 128 Tage idle - Level 4 => LOESCHEN
10559060: 48 Tage idle - Level 5
10644960: 56 Tage idle - Level 1 => LOESCHEN
8726060: 23 Tage idle - Level 2
9497360: 23 Tage idle - Level 16 (KEEP_CHARACTER)
10118660: 17 Tage idle - Level 3
8827860: 20 Tage idle - Level 20
11102260: 10 Tage idle - Level 1
11199060: 1 Tage idle - Level 8
8472960: 5 Tage idle - Level 12
8103360: 79 Tage idle - Level 2 => LOESCHEN
10448360: 39 Tage idle - Level 5
8605060: 10 Tage idle - Level 1
10828460: 44 Tage idle - Level 1 => LOESCHEN
8792360: 45 Tage idle - Level 8
8129560: 114 Tage idle - Level 17
8670760: 114 Tage idle - Level 1 (KEEP_CHARACTER)
9690160: 8 Tage idle - Level 2
10686660: 49 Tage idle - Level 1 => LOESCHEN
8195160: 144 Tage idle - Level 4 => LOESCHEN
7966060: 50 Tage idle - Level 13
10083860: 9 Tage idle - Level 6
8038760: 55 Tage idle - Level 8
10459260: 0 Tage idle - Level 14
11017760: 21 Tage idle - Level 8
8418860: 143 Tage idle - Level 12
8013160: 9 Tage idle - Level 20 (KEEP_CHARACTER)
10803560: 47 Tage idle - Level 1 => LOESCHEN
10859960: 9 Tage idle - Level 1 (KEEP_CHARACTER)
10409160: 63 Tage idle - Level 2 => LOESCHEN
10540060: 55 Tage idle - Level 1 => LOESCHEN
8170260: 139 Tage idle - Level 8
10631560: 13 Tage idle - Level 1
9808760: 25 Tage idle - Level 10
10287960: 3 Tage idle - Level 10
8652060: 155 Tage idle - Level 8
10749160: 50 Tage idle - Level 1 => LOESCHEN
8252060: 29 Tage idle - Level 6
8500260: 23 Tage idle - Level 22
10349160: 2 Tage idle - Level 8
9023660: 1 Tage idle - Level 8
8678260: 66 Tage idle - Level 8
9570460: 101 Tage idle - Level 7
10080060: 0 Tage idle - Level 21
11464760: 6 Tage idle - Level 1
8455560: 0 Tage idle - Level 46
10638460: 2 Tage idle - Level 1
7952760: 32 Tage idle - Level 12
11034560: 2 Tage idle - Level 1
8511160: 57 Tage idle - Level 2
9328860: 7 Tage idle - Level 11
9910760: 2 Tage idle - Level 21
9546560: 40 Tage idle - Level 11 (KEEP_CHARACTER)
8137360: 69 Tage idle - Level 7 (KEEP_CHARACTER)
8806060: 148 Tage idle - Level 8
10780260: 30 Tage idle - Level 4
10168160: 0 Tage idle - Level 5
8162560: 0 Tage idle - Level 31 (KEEP_CHARACTER)
10380260: 13 Tage idle - Level 1
11480960: 5 Tage idle - Level 1
8132360: 181 Tage idle - Level 8
8056860: 96 Tage idle - Level 8
11076260: 16 Tage idle - Level 2
9521660: 5 Tage idle - Level 2 (KEEP_CHARACTER)
8477360: 137 Tage idle - Level 7
10725560: 52 Tage idle - Level 1 => LOESCHEN
9005660: 80 Tage idle - Level 9
10746060: 13 Tage idle - Level 1
10908460: 0 Tage idle - Level 4
8786560: 132 Tage idle - Level 10
9881560: 27 Tage idle - Level 8
8872360: 153 Tage idle - Level 5 => LOESCHEN
10183760: 81 Tage idle - Level 4
10396860: 0 Tage idle - Level 21 (KEEP_CHARACTER)
8726160: 7 Tage idle - Level 4
8771260: 138 Tage idle - Level 4 => LOESCHEN
9451360: 40 Tage idle - Level 1 => LOESCHEN
8108460: 4 Tage idle - Level 7
10371260: 8 Tage idle - Level 8
11097460: 0 Tage idle - Level 13
10741060: 50 Tage idle - Level 1 => LOESCHEN
9097460: 68 Tage idle - Level 8
10139260: 1 Tage idle - Level 32
9441760: 16 Tage idle - Level 3
11244560: 8 Tage idle - Level 8 (KEEP_CHARACTER)
9047360: 135 Tage idle - Level 8
10615460: 58 Tage idle - Level 1 => LOESCHEN
11265060: 9 Tage idle - Level 3
8053060: 0 Tage idle - Level 14
7950260: 194 Tage idle - Level 11
11539460: 0 Tage idle - Level 5
8317160: 15 Tage idle - Level 17
8089561: 10 Tage idle - Level 1
8124661: 9 Tage idle - Level 13
8013261: 15 Tage idle - Level 1
8271461: 0 Tage idle - Level 24
10728061: 19 Tage idle - Level 10
8768561: 0 Tage idle - Level 35 (KEEP_CHARACTER)
10281761: 2 Tage idle - Level 8
8317861: 0 Tage idle - Level 10
8160061: 82 Tage idle - Level 7
10206461: 72 Tage idle - Level 7
11392661: 1 Tage idle - Level 1
8789061: 10 Tage idle - Level 14
9595461: 72 Tage idle - Level 7
9889761: 19 Tage idle - Level 8
10637261: 9 Tage idle - Level 3 (KEEP_CHARACTER)
10145861: 7 Tage idle - Level 1
9980161: 27 Tage idle - Level 5
8363561: 45 Tage idle - Level 1 => LOESCHEN
11419061: 10 Tage idle - Level 1
10824861: 2 Tage idle - Level 3
9545361: 0 Tage idle - Level 5
9960261: 0 Tage idle - Level 22
8217361: 194 Tage idle - Level 6 => LOESCHEN
10151061: 17 Tage idle - Level 8
10815161: 0 Tage idle - Level 17
11550661: 1 Tage idle - Level 1
9160961: 43 Tage idle - Level 11
9379661: 43 Tage idle - Level 6
8952361: 10 Tage idle - Level 10
8714761: 0 Tage idle - Level 24 (KEEP_CHARACTER)
10101661: 16 Tage idle - Level 8
8015861: 7 Tage idle - Level 1 (KEEP_CHARACTER)
8188161: 0 Tage idle - Level 31
8101661: 182 Tage idle - Level 7
8355161: 2 Tage idle - Level 29
9405061: 1 Tage idle - Level 6
11126761: 8 Tage idle - Level 1
11177461: 0 Tage idle - Level 13
8410861: 8 Tage idle - Level 19
8467161: 11 Tage idle - Level 16
10148361: 43 Tage idle - Level 1 (KEEP_CHARACTER)
9775261: 105 Tage idle - Level 5
9810361: 8 Tage idle - Level 1
10239861: 25 Tage idle - Level 1
10082061: 14 Tage idle - Level 9
8244461: 157 Tage idle - Level 5 => LOESCHEN
11436561: 6 Tage idle - Level 3
8051961: 32 Tage idle - Level 22
8219961: 1 Tage idle - Level 4 (KEEP_CHARACTER)
9152561: 100 Tage idle - Level 6
10645061: 22 Tage idle - Level 3
11538261: 0 Tage idle - Level 4
11173061: 17 Tage idle - Level 1
11132661: 20 Tage idle - Level 1
11264561: 0 Tage idle - Level 2
9396461: 75 Tage idle - Level 2 => LOESCHEN
9315561: 82 Tage idle - Level 11
8357061: 31 Tage idle - Level 1 => LOESCHEN
8645761: 92 Tage idle - Level 13
9133261: 3 Tage idle - Level 1 (KEEP_CHARACTER)
11361261: 7 Tage idle - Level 1
10398161: 63 Tage idle - Level 8
9113361: 115 Tage idle - Level 4
11255561: 20 Tage idle - Level 1
11098861: 30 Tage idle - Level 1 => LOESCHEN
10043561: 0 Tage idle - Level 12
8469761: 3 Tage idle - Level 21
7956661: 18 Tage idle - Level 10 (KEEP_CHARACTER)
11245961: 19 Tage idle - Level 1 (KEEP_CHARACTER)
10692061: 50 Tage idle - Level 2
10449861: 1 Tage idle - Level 7
10702661: 53 Tage idle - Level 1 => LOESCHEN
10672161: 54 Tage idle - Level 1 => LOESCHEN
8540261: 170 Tage idle - Level 8
10054461: 84 Tage idle - Level 8
9276761: 0 Tage idle - Level 21
8920361: 48 Tage idle - Level 6
8221461: 167 Tage idle - Level 5 => LOESCHEN
8510061: 69 Tage idle - Level 19
8282461: 42 Tage idle - Level 8
8044861: 98 Tage idle - Level 3 => LOESCHEN
11271761: 8 Tage idle - Level 1
8262561: 49 Tage idle - Level 21
8475661: 63 Tage idle - Level 13
7957961: 0 Tage idle - Level 41
8278461: 9 Tage idle - Level 4 (KEEP_CHARACTER)
8110761: 9 Tage idle - Level 11
11475161: 3 Tage idle - Level 5
10714161: 44 Tage idle - Level 3
8628361: 17 Tage idle - Level 2
8141561: 22 Tage idle - Level 1
10521661: 29 Tage idle - Level 1
10243261: 43 Tage idle - Level 2
10121661: 55 Tage idle - Level 10
9875861: 15 Tage idle - Level 4
8202861: 1 Tage idle - Level 8 (KEEP_CHARACTER)
8618761: 14 Tage idle - Level 13
8826161: 91 Tage idle - Level 4
7943261: 6 Tage idle - Level 27
9313761: 131 Tage idle - Level 4 => LOESCHEN
8714861: 66 Tage idle - Level 3
8020561: 193 Tage idle - Level 11
11374761: 0 Tage idle - Level 7
11253061: 20 Tage idle - Level 1
11096361: 2 Tage idle - Level 17
9126861: 120 Tage idle - Level 6
7979761: 7 Tage idle - Level 1 (KEEP_CHARACTER)
9917161: 19 Tage idle - Level 8
9511561: 3 Tage idle - Level 12
10715461: 52 Tage idle - Level 1 => LOESCHEN
9354861: 3 Tage idle - Level 3
8102361: 63 Tage idle - Level 13
10781061: 1 Tage idle - Level 8
10244561: 6 Tage idle - Level 1
11466861: 5 Tage idle - Level 1
11137761: 1 Tage idle - Level 1
11182861: 4 Tage idle - Level 4
10908661: 41 Tage idle - Level 1 => LOESCHEN
11517861: 2 Tage idle - Level 1
10918961: 0 Tage idle - Level 9
10305861: 74 Tage idle - Level 3
9279961: 85 Tage idle - Level 8
8716061: 3 Tage idle - Level 12
11046961: 29 Tage idle - Level 1
8488461: 94 Tage idle - Level 10
10655461: 33 Tage idle - Level 1 => LOESCHEN
10533861: 56 Tage idle - Level 1 => LOESCHEN
11264661: 0 Tage idle - Level 8
10832761: 16 Tage idle - Level 9
11558961: 0 Tage idle - Level 1
9396561: 36 Tage idle - Level 2
9558961: 51 Tage idle - Level 5
10062961: 12 Tage idle - Level 18
10802561: 3 Tage idle - Level 14
11163561: 13 Tage idle - Level 1
11047561: 19 Tage idle - Level 9
9169161: 18 Tage idle - Level 15
11462461: 7 Tage idle - Level 1
8696561: 116 Tage idle - Level 4
9376661: 10 Tage idle - Level 1
11011761: 0 Tage idle - Level 7
10058961: 27 Tage idle - Level 24
10392661: 53 Tage idle - Level 9
10681261: 51 Tage idle - Level 1 => LOESCHEN
9310661: 11 Tage idle - Level 8
8565261: 15 Tage idle - Level 7
8378361: 19 Tage idle - Level 11
10135061: 14 Tage idle - Level 4
10768761: 3 Tage idle - Level 1
10738561: 35 Tage idle - Level 1 => LOESCHEN
8576161: 30 Tage idle - Level 15
11392861: 12 Tage idle - Level 1
11063761: 27 Tage idle - Level 1
11352361: 0 Tage idle - Level 10
10180861: 74 Tage idle - Level 3
8631861: 105 Tage idle - Level 7
8196761: 0 Tage idle - Level 60 (KEEP_CHARACTER)
9165461: 0 Tage idle - Level 14 (KEEP_CHARACTER)
11175761: 24 Tage idle - Level 1
9960461: 21 Tage idle - Level 5
9393461: 13 Tage idle - Level 31
8181461: 30 Tage idle - Level 11
9895161: 54 Tage idle - Level 1 => LOESCHEN
10602261: 59 Tage idle - Level 1 => LOESCHEN
10699061: 53 Tage idle - Level 1 => LOESCHEN
11379161: 4 Tage idle - Level 12
8567161: 84 Tage idle - Level 10
8075761: 144 Tage idle - Level 1 (KEEP_CHARACTER)
10784961: 22 Tage idle - Level 1 (KEEP_CHARACTER)
11221761: 2 Tage idle - Level 7
11191261: 1 Tage idle - Level 24
10430261: 1 Tage idle - Level 13 (KEEP_CHARACTER)
10567861: 54 Tage idle - Level 1 => LOESCHEN
10810361: 47 Tage idle - Level 2
11536561: 1 Tage idle - Level 1
9946861: 52 Tage idle - Level 4
9617761: 8 Tage idle - Level 13
8450861: 0 Tage idle - Level 29
11561761: 0 Tage idle - Level 1
11075961: 31 Tage idle - Level 1 => LOESCHEN
8263961: 44 Tage idle - Level 9 (KEEP_CHARACTER)
10973061: 0 Tage idle - Level 5
8158161: 73 Tage idle - Level 8
10578761: 1 Tage idle - Level 3
10705261: 42 Tage idle - Level 1 => LOESCHEN
7939361: 7 Tage idle - Level 15
8091961: 184 Tage idle - Level 9
8461761: 63 Tage idle - Level 3
10918361: 6 Tage idle - Level 1
8629761: 0 Tage idle - Level 23
10224061: 14 Tage idle - Level 12
8193661: 12 Tage idle - Level 13
11040761: 16 Tage idle - Level 6
8933261: 59 Tage idle - Level 6
11461261: 1 Tage idle - Level 4
10381161: 2 Tage idle - Level 11 (KEEP_CHARACTER)
9345261: 28 Tage idle - Level 11
9188561: 1 Tage idle - Level 8
9148061: 82 Tage idle - Level 13
8057761: 10 Tage idle - Level 36 (KEEP_CHARACTER)
9071561: 134 Tage idle - Level 10
9198861: 8 Tage idle - Level 11
10493161: 15 Tage idle - Level 4
9294961: 128 Tage idle - Level 7
8828161: 100 Tage idle - Level 1 => LOESCHEN
11437361: 8 Tage idle - Level 1
8878961: 105 Tage idle - Level 13
11098361: 0 Tage idle - Level 11
10469261: 42 Tage idle - Level 13
8914661: 36 Tage idle - Level 14
11108961: 9 Tage idle - Level 1
10717461: 45 Tage idle - Level 3
11078461: 1 Tage idle - Level 1
11367061: 8 Tage idle - Level 5
11184861: 24 Tage idle - Level 1 (KEEP_CHARACTER)
10793361: 3 Tage idle - Level 1
10008961: 4 Tage idle - Level 20
10550061: 58 Tage idle - Level 3
9068861: 0 Tage idle - Level 14
10970661: 35 Tage idle - Level 1 => LOESCHEN
9731961: 5 Tage idle - Level 8
10439761: 5 Tage idle - Level 1
9291161: 0 Tage idle - Level 14
10642161: 57 Tage idle - Level 1 => LOESCHEN
11165561: 21 Tage idle - Level 1
10658061: 1 Tage idle - Level 8
11464461: 6 Tage idle - Level 2
8455261: 62 Tage idle - Level 2 => LOESCHEN
9059861: 3 Tage idle - Level 39
8551361: 45 Tage idle - Level 1 => LOESCHEN
9155961: 57 Tage idle - Level 11
11530361: 0 Tage idle - Level 8
8075861: 61 Tage idle - Level 5
9956561: 12 Tage idle - Level 2
8167261: 170 Tage idle - Level 5 => LOESCHEN
10460561: 40 Tage idle - Level 1 => LOESCHEN
11475361: 0 Tage idle - Level 5
9516061: 15 Tage idle - Level 5
8679261: 19 Tage idle - Level 1 (KEEP_CHARACTER)
8187861: 11 Tage idle - Level 11
8025761: 18 Tage idle - Level 3
9784561: 0 Tage idle - Level 27
9262961: 132 Tage idle - Level 6
10684561: 54 Tage idle - Level 1 => LOESCHEN
10026361: 0 Tage idle - Level 18 (KEEP_CHARACTER)
10897661: 17 Tage idle - Level 1
10932761: 16 Tage idle - Level 1
10568561: 50 Tage idle - Level 1 => LOESCHEN
8077061: 201 Tage idle - Level 9
10497661: 35 Tage idle - Level 1 => LOESCHEN
10908161: 29 Tage idle - Level 3
8087361: 82 Tage idle - Level 4
10380661: 0 Tage idle - Level 22
10892661: 36 Tage idle - Level 1 => LOESCHEN
8193761: 79 Tage idle - Level 10
10366361: 29 Tage idle - Level 9
10817361: 46 Tage idle - Level 1 => LOESCHEN
11502061: 4 Tage idle - Level 1
9259561: 104 Tage idle - Level 5
9020961: 33 Tage idle - Level 1 => LOESCHEN
8635061: 97 Tage idle - Level 8
9528261: 1 Tage idle - Level 9 (KEEP_CHARACTER)
10488661: 14 Tage idle - Level 1 (KEEP_CHARACTER)
10037961: 9 Tage idle - Level 5
8032261: 31 Tage idle - Level 4 (KEEP_CHARACTER)
10751761: 11 Tage idle - Level 8
10468761: 61 Tage idle - Level 4
7996061: 1 Tage idle - Level 5
7955661: 6 Tage idle - Level 24
10893961: 42 Tage idle - Level 1 => LOESCHEN
9452361: 4 Tage idle - Level 1
11549461: 1 Tage idle - Level 1
11078561: 31 Tage idle - Level 1 => LOESCHEN
8762661: 26 Tage idle - Level 2 (KEEP_CHARACTER)
8514761: 78 Tage idle - Level 7
7960961: 105 Tage idle - Level 1 (KEEP_CHARACTER)
11534161: 0 Tage idle - Level 1
10813661: 43 Tage idle - Level 1 => LOESCHEN
8980361: 130 Tage idle - Level 14
9250161: 130 Tage idle - Level 4 => LOESCHEN
8864361: 0 Tage idle - Level 41
8372961: 185 Tage idle - Level 6 => LOESCHEN
11018161: 35 Tage idle - Level 1 (KEEP_CHARACTER)
8251261: 55 Tage idle - Level 7
9347261: 0 Tage idle - Level 10
10834161: 44 Tage idle - Level 5
9018161: 130 Tage idle - Level 8
8844461: 42 Tage idle - Level 24 (KEEP_CHARACTER)
8271861: 31 Tage idle - Level 1 => LOESCHEN
8606861: 20 Tage idle - Level 5
10328461: 69 Tage idle - Level 4
9747961: 65 Tage idle - Level 7
8170761: 135 Tage idle - Level 21
10009661: 0 Tage idle - Level 8
10550861: 42 Tage idle - Level 1 => LOESCHEN
7947261: 153 Tage idle - Level 16
8880561: 50 Tage idle - Level 7
9641861: 1 Tage idle - Level 13
8886161: 141 Tage idle - Level 4 => LOESCHEN
9363461: 0 Tage idle - Level 33
10106361: 42 Tage idle - Level 1 => LOESCHEN
11379361: 3 Tage idle - Level 4
9328661: 8 Tage idle - Level 2
10744661: 1 Tage idle - Level 10
10830461: 7 Tage idle - Level 1
10425861: 1 Tage idle - Level 1
10470961: 17 Tage idle - Level 9
11298861: 0 Tage idle - Level 14
9374361: 0 Tage idle - Level 9
11100961: 1 Tage idle - Level 10
9638461: 101 Tage idle - Level 4
10760161: 49 Tage idle - Level 1 => LOESCHEN
7953861: 2 Tage idle - Level 8 (KEEP_CHARACTER)
8229261: 8 Tage idle - Level 9
8198861: 31 Tage idle - Level 5
8756161: 24 Tage idle - Level 1
10817461: 39 Tage idle - Level 6
11010761: 8 Tage idle - Level 1
8123161: 15 Tage idle - Level 4
11315261: 16 Tage idle - Level 1
11441561: 1 Tage idle - Level 5
10767061: 45 Tage idle - Level 2
9284861: 58 Tage idle - Level 3
8310761: 30 Tage idle - Level 1 => LOESCHEN
10731261: 3 Tage idle - Level 18
11128361: 28 Tage idle - Level 1
11543261: 0 Tage idle - Level 1
9559161: 32 Tage idle - Level 1 => LOESCHEN
9067761: 43 Tage idle - Level 6
8595061: 1 Tage idle - Level 26
7950061: 22 Tage idle - Level 45
8635861: 106 Tage idle - Level 14
9088261: 131 Tage idle - Level 6
8696861: 19 Tage idle - Level 1
9827961: 98 Tage idle - Level 8
9721161: 43 Tage idle - Level 7
9068361: 30 Tage idle - Level 2
10514861: 25 Tage idle - Level 8
9934261: 19 Tage idle - Level 8
11529661: 2 Tage idle - Level 1
10646761: 5 Tage idle - Level 9
10935361: 1 Tage idle - Level 11
11377561: 1 Tage idle - Level 1
9205161: 1 Tage idle - Level 11
11428561: 0 Tage idle - Level 1
10753061: 0 Tage idle - Level 11
8667261: 130 Tage idle - Level 10
9144561: 5 Tage idle - Level 23
8180461: 2 Tage idle - Level 3 (KEEP_CHARACTER)
10555961: 42 Tage idle - Level 1 => LOESCHEN
10682161: 54 Tage idle - Level 1 => LOESCHEN
8186061: 49 Tage idle - Level 20
11321861: 0 Tage idle - Level 1
11367961: 2 Tage idle - Level 5 (KEEP_CHARACTER)
9732061: 42 Tage idle - Level 21
11332061: 5 Tage idle - Level 1
10779261: 49 Tage idle - Level 1 => LOESCHEN
11256561: 14 Tage idle - Level 4
8525761: 17 Tage idle - Level 1
10409761: 0 Tage idle - Level 18
9545161: 1 Tage idle - Level 1 (KEEP_CHARACTER)
8621861: 12 Tage idle - Level 10
7987861: 37 Tage idle - Level 13
10054861: 22 Tage idle - Level 13
9226361: 59 Tage idle - Level 4
10520761: 1 Tage idle - Level 3
10601961: 0 Tage idle - Level 9
11206461: 0 Tage idle - Level 7 (KEEP_CHARACTER)
8445161: 38 Tage idle - Level 15
11180661: 21 Tage idle - Level 5
11353261: 0 Tage idle - Level 3
10754361: 37 Tage idle - Level 1 => LOESCHEN
9474961: 1 Tage idle - Level 15
9308161: 84 Tage idle - Level 5
7958261: 4 Tage idle - Level 17 (KEEP_CHARACTER)
10151561: 5 Tage idle - Level 17
8941961: 9 Tage idle - Level 19
9004261: 59 Tage idle - Level 1 => LOESCHEN
10582361: 0 Tage idle - Level 14
8658961: 6 Tage idle - Level 13
9485861: 42 Tage idle - Level 1 => LOESCHEN
8141961: 20 Tage idle - Level 19
10527661: 13 Tage idle - Level 7
10456761: 9 Tage idle - Level 1
8208861: 108 Tage idle - Level 6
8836861: 51 Tage idle - Level 12
8426561: 17 Tage idle - Level 12
11283661: 19 Tage idle - Level 1
9157361: 22 Tage idle - Level 1
11537461: 1 Tage idle - Level 1
8568761: 21 Tage idle - Level 4
11137461: 20 Tage idle - Level 1
8203861: 126 Tage idle - Level 7
7939661: 1 Tage idle - Level 21
11487061: 0 Tage idle - Level 10
8523261: 24 Tage idle - Level 18
9871861: 51 Tage idle - Level 6
11183161: 2 Tage idle - Level 10
10417561: 13 Tage idle - Level 6
8832461: 50 Tage idle - Level 4
11006861: 35 Tage idle - Level 1 => LOESCHEN
10407961: 47 Tage idle - Level 7
11502961: 3 Tage idle - Level 1
8245561: 191 Tage idle - Level 6 => LOESCHEN
10584961: 4 Tage idle - Level 13
10418161: 43 Tage idle - Level 8
8377461: 185 Tage idle - Level 8
9183861: 108 Tage idle - Level 5
11310361: 1 Tage idle - Level 1
9969561: 8 Tage idle - Level 1
7950161: 206 Tage idle - Level 3 (KEEP_CHARACTER)
9736561: 50 Tage idle - Level 7
9245061: 96 Tage idle - Level 3 => LOESCHEN
8934861: 2 Tage idle - Level 19
11265661: 10 Tage idle - Level 1
8534861: 32 Tage idle - Level 5
11478761: 5 Tage idle - Level 1
9554261: 9 Tage idle - Level 10
11564561: 0 Tage idle - Level 1
10018861: 10 Tage idle - Level 2
8758161: 101 Tage idle - Level 3 => LOESCHEN
10722361: 1 Tage idle - Level 13
11448561: 2 Tage idle - Level 1
8925161: 0 Tage idle - Level 15
11408061: 10 Tage idle - Level 1
8439361: 162 Tage idle - Level 6
8039361: 56 Tage idle - Level 20
10748561: 50 Tage idle - Level 1 => LOESCHEN
7987261: 48 Tage idle - Level 1 => LOESCHEN
10677661: 37 Tage idle - Level 1 => LOESCHEN
11236061: 22 Tage idle - Level 1
11317261: 16 Tage idle - Level 1
10976561: 37 Tage idle - Level 1 => LOESCHEN
8515561: 105 Tage idle - Level 5
8358861: 72 Tage idle - Level 2 => LOESCHEN
8525861: 152 Tage idle - Level 7
11053861: 9 Tage idle - Level 8
11059461: 0 Tage idle - Level 1
9915061: 44 Tage idle - Level 8
11104861: 19 Tage idle - Level 9
10221961: 36 Tage idle - Level 6 (KEEP_CHARACTER)
11155561: 26 Tage idle - Level 1
8632161: 29 Tage idle - Level 4
10648061: 0 Tage idle - Level 11
9611161: 32 Tage idle - Level 1 => LOESCHEN
11545961: 0 Tage idle - Level 1
8612261: 0 Tage idle - Level 14 (KEEP_CHARACTER)
10415061: 32 Tage idle - Level 5
10500961: 36 Tage idle - Level 1 => LOESCHEN
10689161: 52 Tage idle - Level 4
10440261: 10 Tage idle - Level 11
8486361: 34 Tage idle - Level 3
8648761: 142 Tage idle - Level 6
10815761: 0 Tage idle - Level 3
10577861: 46 Tage idle - Level 1 => LOESCHEN
10167561: 82 Tage idle - Level 1 (KEEP_CHARACTER)
8612961: 66 Tage idle - Level 1 => LOESCHEN
8385261: 17 Tage idle - Level 11
10147661: 3 Tage idle - Level 18
8015761: 3 Tage idle - Level 31
11415261: 2 Tage idle - Level 1
11212461: 1 Tage idle - Level 7
8375661: 1 Tage idle - Level 1
10219161: 18 Tage idle - Level 3
10152961: 5 Tage idle - Level 7
9699661: 19 Tage idle - Level 19
9992961: 10 Tage idle - Level 1
8528361: 22 Tage idle - Level 7
10867761: 43 Tage idle - Level 1 => LOESCHEN
8750761: 24 Tage idle - Level 7
9441061: 6 Tage idle - Level 9
11117661: 5 Tage idle - Level 1
10807361: 2 Tage idle - Level 13
9993561: 4 Tage idle - Level 1
8037561: 29 Tage idle - Level 11
10001761: 4 Tage idle - Level 9
11477561: 3 Tage idle - Level 5
8001761: 46 Tage idle - Level 6
8058061: 34 Tage idle - Level 8
8225061: 2 Tage idle - Level 3
9938861: 48 Tage idle - Level 1 => LOESCHEN
8194661: 17 Tage idle - Level 1
8863361: 63 Tage idle - Level 8
9878161: 1 Tage idle - Level 15
8220061: 143 Tage idle - Level 5
10079261: 49 Tage idle - Level 1 => LOESCHEN
9787361: 8 Tage idle - Level 17
7970862: 17 Tage idle - Level 6 (KEEP_CHARACTER)
10413262: 36 Tage idle - Level 1 (KEEP_CHARACTER)
10874262: 18 Tage idle - Level 6
9761862: 32 Tage idle - Level 1 => LOESCHEN
10504762: 52 Tage idle - Level 1 => LOESCHEN
9306462: 0 Tage idle - Level 9
11109262: 29 Tage idle - Level 1
10352662: 45 Tage idle - Level 8
11453262: 4 Tage idle - Level 6
9656062: 18 Tage idle - Level 7
10424162: 36 Tage idle - Level 1 => LOESCHEN
9803162: 1 Tage idle - Level 12
8844762: 143 Tage idle - Level 5
8809962: 120 Tage idle - Level 6
8074962: 35 Tage idle - Level 5
8940862: 2 Tage idle - Level 18
9829362: 0 Tage idle - Level 11
10586962: 58 Tage idle - Level 1 => LOESCHEN
8095462: 13 Tage idle - Level 2
11312362: 17 Tage idle - Level 1
8632262: 5 Tage idle - Level 24
8971662: 114 Tage idle - Level 3 => LOESCHEN
9697862: 1 Tage idle - Level 52
7962462: 5 Tage idle - Level 1
9338562: 6 Tage idle - Level 9
8547062: 147 Tage idle - Level 14
9282562: 0 Tage idle - Level 41 (KEEP_CHARACTER)
10850662: 0 Tage idle - Level 9
11298462: 4 Tage idle - Level 1
8982562: 39 Tage idle - Level 13
10952362: 3 Tage idle - Level 1
8121562: 19 Tage idle - Level 1
10460962: 50 Tage idle - Level 1 => LOESCHEN
8592862: 39 Tage idle - Level 11
11075762: 30 Tage idle - Level 5
8517562: 163 Tage idle - Level 8
10938062: 39 Tage idle - Level 1 => LOESCHEN
11096262: 1 Tage idle - Level 1
9744462: 100 Tage idle - Level 1 (KEEP_CHARACTER)
9045562: 3 Tage idle - Level 11
10948362: 38 Tage idle - Level 1 => LOESCHEN
10583162: 60 Tage idle - Level 1 => LOESCHEN
10588862: 37 Tage idle - Level 4
8127862: 23 Tage idle - Level 2
7949462: 0 Tage idle - Level 45
11253662: 12 Tage idle - Level 4
11178062: 22 Tage idle - Level 1
10102962: 14 Tage idle - Level 4
9158162: 25 Tage idle - Level 13
8685562: 9 Tage idle - Level 5
10320662: 17 Tage idle - Level 8
8858162: 0 Tage idle - Level 31
11006362: 33 Tage idle - Level 3
8366762: 54 Tage idle - Level 6
8533762: 27 Tage idle - Level 9 (KEEP_CHARACTER)
11142962: 15 Tage idle - Level 7
11477662: 0 Tage idle - Level 1
10468462: 40 Tage idle - Level 5
8716662: 17 Tage idle - Level 7
9447462: 49 Tage idle - Level 13
8154262: 18 Tage idle - Level 9
11173762: 25 Tage idle - Level 1
10408062: 0 Tage idle - Level 12
10873762: 43 Tage idle - Level 1 => LOESCHEN
11062362: 5 Tage idle - Level 4
