Tibia - Graphical Multi-User-Dungeon
Löschen alter User gestartet: Sat Oct  1 00:13:00 2005
8129962: 165 Tage idle - Level 10
10069262: 6 Tage idle - Level 14
10600462: 12 Tage idle - Level 5
8651162: 63 Tage idle - Level 12
8114662: 0 Tage idle - Level 25
8368162: 114 Tage idle - Level 11
8494462: 71 Tage idle - Level 9
9463162: 0 Tage idle - Level 14 (KEEP_CHARACTER)
10955762: 5 Tage idle - Level 8
11068862: 0 Tage idle - Level 1
9767762: 53 Tage idle - Level 6
8970662: 7 Tage idle - Level 1
8271762: 32 Tage idle - Level 2 (KEEP_CHARACTER)
9737562: 0 Tage idle - Level 11
8980962: 0 Tage idle - Level 21
7941562: 12 Tage idle - Level 10
8748962: 0 Tage idle - Level 12
10180962: 50 Tage idle - Level 1 => LOESCHEN
9843962: 35 Tage idle - Level 2
7947162: 0 Tage idle - Level 78 (KEEP_CHARACTER)
9104562: 53 Tage idle - Level 3
9809062: 71 Tage idle - Level 6
8642162: 3 Tage idle - Level 9 (KEEP_CHARACTER)
8024462: 3 Tage idle - Level 7
10282662: 1 Tage idle - Level 8
9610962: 62 Tage idle - Level 2 => LOESCHEN
10662762: 13 Tage idle - Level 3
10835362: 0 Tage idle - Level 2
9064462: 8 Tage idle - Level 7
9241762: 37 Tage idle - Level 1 => LOESCHEN
10729662: 20 Tage idle - Level 1
9743462: 0 Tage idle - Level 1
10673662: 18 Tage idle - Level 2
10182162: 49 Tage idle - Level 3
10714362: 21 Tage idle - Level 1
8304062: 138 Tage idle - Level 4 => LOESCHEN
8932062: 35 Tage idle - Level 6
9455462: 9 Tage idle - Level 8
10582862: 0 Tage idle - Level 7
10745162: 6 Tage idle - Level 1
10466862: 9 Tage idle - Level 1
8385662: 12 Tage idle - Level 13 (KEEP_CHARACTER)
10811062: 0 Tage idle - Level 12
10816762: 7 Tage idle - Level 1
8609262: 141 Tage idle - Level 8
9460762: 32 Tage idle - Level 1 => LOESCHEN
8036662: 0 Tage idle - Level 55 (KEEP_CHARACTER)
10203662: 49 Tage idle - Level 1 => LOESCHEN
9830562: 44 Tage idle - Level 1 (KEEP_CHARACTER)
9507062: 77 Tage idle - Level 8
8958962: 19 Tage idle - Level 1
8548662: 37 Tage idle - Level 4
10715662: 20 Tage idle - Level 3
10604262: 27 Tage idle - Level 1
10740862: 11 Tage idle - Level 1
10052162: 58 Tage idle - Level 1 => LOESCHEN
10959562: 7 Tage idle - Level 1
11031162: 2 Tage idle - Level 1
8690462: 120 Tage idle - Level 8
10448162: 30 Tage idle - Level 3
9993962: 23 Tage idle - Level 1
8078362: 154 Tage idle - Level 10
10412362: 38 Tage idle - Level 1 => LOESCHEN
10584762: 10 Tage idle - Level 1
10747062: 17 Tage idle - Level 4
9421562: 20 Tage idle - Level 7
10129362: 53 Tage idle - Level 1 => LOESCHEN
10063062: 14 Tage idle - Level 1
8919762: 91 Tage idle - Level 8
7955662: 0 Tage idle - Level 38
10311262: 4 Tage idle - Level 1
9159062: 68 Tage idle - Level 11 (KEEP_CHARACTER)
8230062: 20 Tage idle - Level 9 (KEEP_CHARACTER)
8280862: 14 Tage idle - Level 30 (KEEP_CHARACTER)
9376862: 50 Tage idle - Level 1 (KEEP_CHARACTER)
11072962: 0 Tage idle - Level 1
8260962: 33 Tage idle - Level 9
10069362: 2 Tage idle - Level 1
11022862: 1 Tage idle - Level 1
8256962: 81 Tage idle - Level 5
10059762: 58 Tage idle - Level 1 => LOESCHEN
8261562: 19 Tage idle - Level 18 (KEEP_CHARACTER)
8434162: 32 Tage idle - Level 10
10166062: 48 Tage idle - Level 1 => LOESCHEN
8034162: 17 Tage idle - Level 14 (KEEP_CHARACTER)
9590162: 79 Tage idle - Level 4
8409662: 56 Tage idle - Level 8
9636562: 0 Tage idle - Level 18
8009662: 53 Tage idle - Level 3
9975962: 56 Tage idle - Level 3
8920662: 12 Tage idle - Level 16
8024562: 67 Tage idle - Level 10
10698662: 1 Tage idle - Level 1
8282762: 46 Tage idle - Level 2
9338262: 95 Tage idle - Level 5
8475962: 0 Tage idle - Level 14
10070262: 0 Tage idle - Level 19
10896462: 10 Tage idle - Level 2
9905962: 46 Tage idle - Level 9
9333262: 25 Tage idle - Level 1
10202462: 15 Tage idle - Level 1 (KEEP_CHARACTER)
9621962: 29 Tage idle - Level 4
10663462: 24 Tage idle - Level 1
9181162: 64 Tage idle - Level 7 (KEEP_CHARACTER)
10187962: 29 Tage idle - Level 11
9723662: 39 Tage idle - Level 8
8633262: 98 Tage idle - Level 12
10436062: 0 Tage idle - Level 11
8147462: 130 Tage idle - Level 10
10982962: 6 Tage idle - Level 2
9825362: 3 Tage idle - Level 12
8942462: 26 Tage idle - Level 14
8659462: 1 Tage idle - Level 14
10907662: 0 Tage idle - Level 7
8091462: 88 Tage idle - Level 6
8755562: 34 Tage idle - Level 7 (KEEP_CHARACTER)
9151662: 52 Tage idle - Level 1 => LOESCHEN
10765862: 19 Tage idle - Level 1
9810062: 55 Tage idle - Level 6
8892062: 0 Tage idle - Level 2
9988062: 62 Tage idle - Level 2 => LOESCHEN
10796662: 14 Tage idle - Level 1
8092062: 29 Tage idle - Level 4
8908262: 83 Tage idle - Level 2 => LOESCHEN
9679562: 78 Tage idle - Level 2 => LOESCHEN
8589162: 72 Tage idle - Level 10
9066462: 111 Tage idle - Level 5
10715762: 21 Tage idle - Level 2 (KEEP_CHARACTER)
8061962: 22 Tage idle - Level 10
7964762: 13 Tage idle - Level 8
8457962: 134 Tage idle - Level 6
9634062: 43 Tage idle - Level 4
10919162: 6 Tage idle - Level 1
10068162: 46 Tage idle - Level 3
8275662: 71 Tage idle - Level 15
8650062: 2 Tage idle - Level 15 (KEEP_CHARACTER)
10371762: 27 Tage idle - Level 2
8326662: 0 Tage idle - Level 24
10873462: 10 Tage idle - Level 4
9801762: 65 Tage idle - Level 2 => LOESCHEN
10680962: 0 Tage idle - Level 15
9437562: 5 Tage idle - Level 7
10022762: 30 Tage idle - Level 5
10646062: 2 Tage idle - Level 14
10742162: 20 Tage idle - Level 1
10002862: 30 Tage idle - Level 1 => LOESCHEN
10342162: 0 Tage idle - Level 6
8758062: 15 Tage idle - Level 15
8200662: 24 Tage idle - Level 6
11018262: 2 Tage idle - Level 1
7987162: 0 Tage idle - Level 5
9270862: 14 Tage idle - Level 8
9398062: 2 Tage idle - Level 6
9849062: 64 Tage idle - Level 10
10687862: 5 Tage idle - Level 1
9165062: 82 Tage idle - Level 6
8282162: 0 Tage idle - Level 40
10495262: 0 Tage idle - Level 10
9829162: 35 Tage idle - Level 1 => LOESCHEN
10516062: 19 Tage idle - Level 1
11044062: 2 Tage idle - Level 1
9140162: 32 Tage idle - Level 11
8668562: 2 Tage idle - Level 28
10262962: 46 Tage idle - Level 1 => LOESCHEN
9809962: 40 Tage idle - Level 1 => LOESCHEN
10313962: 39 Tage idle - Level 5
10334462: 1 Tage idle - Level 11
10466362: 20 Tage idle - Level 1
7948662: 0 Tage idle - Level 8 (KEEP_CHARACTER)
7999362: 118 Tage idle - Level 1 (KEEP_CHARACTER)
8679462: 11 Tage idle - Level 11
10527662: 0 Tage idle - Level 9
9248162: 7 Tage idle - Level 9
9460262: 30 Tage idle - Level 1 => LOESCHEN
10410662: 24 Tage idle - Level 1 (KEEP_CHARACTER)
10102062: 39 Tage idle - Level 1 => LOESCHEN
9157362: 2 Tage idle - Level 1
8573362: 12 Tage idle - Level 8
10376162: 18 Tage idle - Level 1
9917562: 45 Tage idle - Level 1 => LOESCHEN
9344962: 64 Tage idle - Level 11
10219762: 48 Tage idle - Level 1 => LOESCHEN
10264862: 5 Tage idle - Level 1
8340362: 31 Tage idle - Level 17
10715862: 0 Tage idle - Level 11
10224362: 0 Tage idle - Level 15
8350662: 11 Tage idle - Level 15
9446662: 0 Tage idle - Level 18
10569362: 28 Tage idle - Level 1
8852362: 104 Tage idle - Level 4
10082562: 14 Tage idle - Level 15
9871862: 2 Tage idle - Level 10
8123262: 174 Tage idle - Level 1 (KEEP_CHARACTER)
10098462: 53 Tage idle - Level 1 => LOESCHEN
8001662: 51 Tage idle - Level 1 => LOESCHEN
10139162: 53 Tage idle - Level 1 => LOESCHEN
10391762: 5 Tage idle - Level 1
7955162: 2 Tage idle - Level 15
9695162: 0 Tage idle - Level 8 (KEEP_CHARACTER)
9943362: 0 Tage idle - Level 18
8771862: 102 Tage idle - Level 7
8164362: 107 Tage idle - Level 8
9006862: 1 Tage idle - Level 12
10215362: 1 Tage idle - Level 1
9189462: 13 Tage idle - Level 1
8883862: 123 Tage idle - Level 4 => LOESCHEN
7955862: 15 Tage idle - Level 1
8894062: 0 Tage idle - Level 20
11068462: 0 Tage idle - Level 1
9397562: 0 Tage idle - Level 8
9478762: 4 Tage idle - Level 7 (KEEP_CHARACTER)
9280562: 96 Tage idle - Level 3 => LOESCHEN
9731562: 44 Tage idle - Level 8
9240062: 0 Tage idle - Level 12
10980562: 6 Tage idle - Level 1
10859962: 13 Tage idle - Level 1
10409162: 19 Tage idle - Level 1
10535462: 0 Tage idle - Level 20 (KEEP_CHARACTER)
10206362: 49 Tage idle - Level 1 => LOESCHEN
10180562: 28 Tage idle - Level 5 (KEEP_CHARACTER)
8758862: 32 Tage idle - Level 6
8186162: 100 Tage idle - Level 3 => LOESCHEN
10641862: 26 Tage idle - Level 1
10495362: 14 Tage idle - Level 8
9099962: 17 Tage idle - Level 2
8956662: 12 Tage idle - Level 11
10080062: 56 Tage idle - Level 1 => LOESCHEN
8815062: 121 Tage idle - Level 5
10622562: 8 Tage idle - Level 1
8349862: 0 Tage idle - Level 9
9865362: 57 Tage idle - Level 8
8283562: 0 Tage idle - Level 33
9211862: 7 Tage idle - Level 10
10137362: 53 Tage idle - Level 1 => LOESCHEN
9556862: 8 Tage idle - Level 1
7948762: 65 Tage idle - Level 5 (KEEP_CHARACTER)
8137362: 11 Tage idle - Level 6
9850062: 26 Tage idle - Level 3
10147662: 53 Tage idle - Level 3
8020362: 112 Tage idle - Level 3 => LOESCHEN
8071062: 86 Tage idle - Level 4
8659662: 21 Tage idle - Level 9
7939062: 113 Tage idle - Level 3 (KEEP_CHARACTER)
10831262: 0 Tage idle - Level 8
8046562: 1 Tage idle - Level 7
9141562: 7 Tage idle - Level 7
10836962: 1 Tage idle - Level 2
8097262: 3 Tage idle - Level 9
9314162: 15 Tage idle - Level 1
9810262: 32 Tage idle - Level 2
8152962: 4 Tage idle - Level 1 (KEEP_CHARACTER)
10735862: 7 Tage idle - Level 1
10391162: 5 Tage idle - Level 8
8340462: 132 Tage idle - Level 9
9932562: 46 Tage idle - Level 8
9081562: 28 Tage idle - Level 4
7964962: 48 Tage idle - Level 2 (KEEP_CHARACTER)
10407362: 0 Tage idle - Level 1
9542862: 5 Tage idle - Level 3
9588962: 16 Tage idle - Level 2
8579762: 4 Tage idle - Level 11
9918262: 0 Tage idle - Level 4
10675862: 23 Tage idle - Level 1
8913762: 103 Tage idle - Level 4
10974762: 6 Tage idle - Level 1
10275862: 0 Tage idle - Level 13
10605162: 4 Tage idle - Level 12
9325762: 100 Tage idle - Level 4
11001262: 4 Tage idle - Level 1
10615462: 20 Tage idle - Level 1
9878162: 0 Tage idle - Level 6
10691362: 23 Tage idle - Level 1
9452663: 10 Tage idle - Level 4
10083963: 48 Tage idle - Level 7
10534963: 32 Tage idle - Level 1 => LOESCHEN
10089563: 56 Tage idle - Level 2
8737763: 31 Tage idle - Level 1 => LOESCHEN
10205863: 42 Tage idle - Level 2
10332063: 21 Tage idle - Level 7
8372563: 62 Tage idle - Level 12
7946263: 65 Tage idle - Level 3
9519563: 54 Tage idle - Level 1 => LOESCHEN
8226363: 0 Tage idle - Level 3 (KEEP_CHARACTER)
8317863: 1 Tage idle - Level 11
9676663: 70 Tage idle - Level 8
8829863: 5 Tage idle - Level 10
10140163: 53 Tage idle - Level 3
8505363: 120 Tage idle - Level 9
8596563: 61 Tage idle - Level 2 => LOESCHEN
8712863: 83 Tage idle - Level 8
8556063: 19 Tage idle - Level 24
8019563: 83 Tage idle - Level 3
10358963: 0 Tage idle - Level 15
10241963: 47 Tage idle - Level 1 => LOESCHEN
9620963: 1 Tage idle - Level 17
10389763: 33 Tage idle - Level 1 => LOESCHEN
8009963: 115 Tage idle - Level 4
8217363: 107 Tage idle - Level 6
9029363: 77 Tage idle - Level 8
8729363: 65 Tage idle - Level 3
10116263: 33 Tage idle - Level 4
8774463: 123 Tage idle - Level 4 => LOESCHEN
8075563: 1 Tage idle - Level 6
9748863: 8 Tage idle - Level 9
10951763: 5 Tage idle - Level 4
8947063: 70 Tage idle - Level 17
10415163: 38 Tage idle - Level 1 => LOESCHEN
8622663: 8 Tage idle - Level 4
9728963: 48 Tage idle - Level 8
10516963: 33 Tage idle - Level 1 => LOESCHEN
9328963: 84 Tage idle - Level 8
8856263: 0 Tage idle - Level 10
10537463: 5 Tage idle - Level 2
9187063: 0 Tage idle - Level 1
10269363: 0 Tage idle - Level 36 (KEEP_CHARACTER)
10511963: 33 Tage idle - Level 1 => LOESCHEN
8426063: 45 Tage idle - Level 4
9161563: 5 Tage idle - Level 14
8030763: 178 Tage idle - Level 1 (KEEP_CHARACTER)
8446663: 19 Tage idle - Level 17
10122163: 54 Tage idle - Level 1 => LOESCHEN
10168263: 4 Tage idle - Level 10
8168263: 136 Tage idle - Level 17
10380363: 0 Tage idle - Level 4
10512563: 13 Tage idle - Level 6
9982763: 53 Tage idle - Level 1 => LOESCHEN
7959763: 13 Tage idle - Level 1
8639863: 6 Tage idle - Level 2
10239863: 43 Tage idle - Level 1 => LOESCHEN
10943363: 5 Tage idle - Level 1
8811463: 122 Tage idle - Level 5
8447263: 5 Tage idle - Level 16
10867863: 13 Tage idle - Level 1
10457563: 3 Tage idle - Level 11
9830963: 43 Tage idle - Level 15
8579163: 118 Tage idle - Level 13
8908563: 26 Tage idle - Level 1 (KEEP_CHARACTER)
9932663: 32 Tage idle - Level 1 => LOESCHEN
8559263: 3 Tage idle - Level 25
9624063: 81 Tage idle - Level 5
8371363: 10 Tage idle - Level 2 (KEEP_CHARACTER)
9563463: 41 Tage idle - Level 1 => LOESCHEN
10478763: 13 Tage idle - Level 1
8509163: 6 Tage idle - Level 8
9199263: 11 Tage idle - Level 28
10564563: 17 Tage idle - Level 3
10726963: 18 Tage idle - Level 4
10934363: 1 Tage idle - Level 8 (KEEP_CHARACTER)
8893663: 0 Tage idle - Level 13
9325863: 2 Tage idle - Level 1
10078763: 2 Tage idle - Level 4
10873763: 12 Tage idle - Level 1
8585063: 127 Tage idle - Level 7
10504163: 7 Tage idle - Level 1 (KEEP_CHARACTER)
9478263: 1 Tage idle - Level 1
10473763: 2 Tage idle - Level 15
7996463: 26 Tage idle - Level 1
8428663: 107 Tage idle - Level 4
10195363: 29 Tage idle - Level 8
10154963: 7 Tage idle - Level 4
8357763: 118 Tage idle - Level 10
10904863: 0 Tage idle - Level 8 (KEEP_CHARACTER)
8945263: 110 Tage idle - Level 6
9751663: 0 Tage idle - Level 7 (KEEP_CHARACTER)
10874363: 1 Tage idle - Level 7
9139563: 53 Tage idle - Level 1 => LOESCHEN
10758363: 19 Tage idle - Level 1
10935663: 9 Tage idle - Level 1
8935663: 6 Tage idle - Level 13
10328163: 23 Tage idle - Level 1
10424263: 14 Tage idle - Level 1
8915763: 73 Tage idle - Level 9
9028863: 6 Tage idle - Level 1 (KEEP_CHARACTER)
10546563: 10 Tage idle - Level 8
8004363: 6 Tage idle - Level 1
9190563: 107 Tage idle - Level 8
7962563: 4 Tage idle - Level 1
8313563: 136 Tage idle - Level 7
10369963: 32 Tage idle - Level 1 => LOESCHEN
9130163: 5 Tage idle - Level 11 (KEEP_CHARACTER)
9434763: 1 Tage idle - Level 8 (KEEP_CHARACTER)
10724463: 0 Tage idle - Level 15
10279063: 46 Tage idle - Level 1 => LOESCHEN
9779763: 54 Tage idle - Level 1 => LOESCHEN
10162063: 12 Tage idle - Level 2
9997463: 5 Tage idle - Level 10
8653563: 123 Tage idle - Level 7
10618763: 27 Tage idle - Level 1
10127263: 36 Tage idle - Level 1 => LOESCHEN
10096863: 56 Tage idle - Level 1 => LOESCHEN
9921163: 42 Tage idle - Level 9
10481563: 1 Tage idle - Level 8 (KEEP_CHARACTER)
10522263: 16 Tage idle - Level 1 (KEEP_CHARACTER)
10983263: 0 Tage idle - Level 4
8775863: 5 Tage idle - Level 9
9090763: 8 Tage idle - Level 9
10948463: 0 Tage idle - Level 2
8325063: 35 Tage idle - Level 1 => LOESCHEN
9258763: 2 Tage idle - Level 9
8203463: 12 Tage idle - Level 13
10471963: 19 Tage idle - Level 1
10760563: 9 Tage idle - Level 9
8715463: 44 Tage idle - Level 11
8061663: 32 Tage idle - Level 12
10528563: 4 Tage idle - Level 3
9790263: 14 Tage idle - Level 7
10579263: 6 Tage idle - Level 8
10128563: 4 Tage idle - Level 2
9466863: 4 Tage idle - Level 6
9841263: 47 Tage idle - Level 1 => LOESCHEN
8685663: 14 Tage idle - Level 5
9325263: 43 Tage idle - Level 13
8032063: 0 Tage idle - Level 20
8939463: 92 Tage idle - Level 1 (KEEP_CHARACTER)
8245163: 12 Tage idle - Level 5
9006463: 32 Tage idle - Level 1 => LOESCHEN
10179963: 14 Tage idle - Level 7
10280663: 8 Tage idle - Level 1
10367463: 41 Tage idle - Level 1 => LOESCHEN
8316763: 47 Tage idle - Level 10
8574963: 17 Tage idle - Level 7
9417363: 87 Tage idle - Level 4
10701463: 11 Tage idle - Level 4
8174963: 50 Tage idle - Level 4
10185163: 50 Tage idle - Level 1 => LOESCHEN
9690463: 6 Tage idle - Level 11
7956063: 24 Tage idle - Level 16
11037963: 0 Tage idle - Level 6
9113463: 66 Tage idle - Level 1 => LOESCHEN
8514563: 0 Tage idle - Level 12
10079463: 55 Tage idle - Level 1 => LOESCHEN
10372763: 0 Tage idle - Level 12
8291563: 17 Tage idle - Level 9
8372763: 5 Tage idle - Level 16 (KEEP_CHARACTER)
10793263: 0 Tage idle - Level 1
9012363: 25 Tage idle - Level 4
7940863: 14 Tage idle - Level 1
8210663: 56 Tage idle - Level 6
8053963: 82 Tage idle - Level 10
8884763: 35 Tage idle - Level 1 => LOESCHEN
10069863: 57 Tage idle - Level 1 => LOESCHEN
10312363: 24 Tage idle - Level 1
9164863: 0 Tage idle - Level 16
8773363: 44 Tage idle - Level 6
10373363: 23 Tage idle - Level 7
8540363: 134 Tage idle - Level 6
7947063: 0 Tage idle - Level 38 (KEEP_CHARACTER)
7992163: 31 Tage idle - Level 7
10642063: 26 Tage idle - Level 1
10359063: 9 Tage idle - Level 1
9996263: 3 Tage idle - Level 4
9297363: 12 Tage idle - Level 15
9459763: 47 Tage idle - Level 3
9064363: 32 Tage idle - Level 1 (KEEP_CHARACTER)
9768963: 4 Tage idle - Level 7
10106163: 46 Tage idle - Level 1 => LOESCHEN
8191763: 163 Tage idle - Level 6 (KEEP_CHARACTER)
8359763: 69 Tage idle - Level 2 => LOESCHEN
10577463: 16 Tage idle - Level 7
8045563: 26 Tage idle - Level 23
8541663: 131 Tage idle - Level 5
8754763: 10 Tage idle - Level 22
9895863: 61 Tage idle - Level 7
9930963: 41 Tage idle - Level 8
8714263: 43 Tage idle - Level 8 (KEEP_CHARACTER)
10689463: 10 Tage idle - Level 7
8719963: 93 Tage idle - Level 7
9571363: 39 Tage idle - Level 1 => LOESCHEN
9166763: 107 Tage idle - Level 5
9379863: 0 Tage idle - Level 26
10461063: 34 Tage idle - Level 3
10795863: 17 Tage idle - Level 1
9425163: 5 Tage idle - Level 6
10420663: 37 Tage idle - Level 1 => LOESCHEN
9759963: 5 Tage idle - Level 8
9886163: 9 Tage idle - Level 5
10355363: 0 Tage idle - Level 10
9035463: 75 Tage idle - Level 10
8522363: 23 Tage idle - Level 8
10370263: 39 Tage idle - Level 1 => LOESCHEN
10203563: 34 Tage idle - Level 5
8659963: 4 Tage idle - Level 2
10826963: 0 Tage idle - Level 6
10908063: 6 Tage idle - Level 1
10796463: 7 Tage idle - Level 1
9228663: 6 Tage idle - Level 11
7994763: 0 Tage idle - Level 39 (KEEP_CHARACTER)
9699963: 0 Tage idle - Level 8
10179363: 1 Tage idle - Level 18
9598863: 6 Tage idle - Level 14
10346363: 42 Tage idle - Level 1 => LOESCHEN
7954963: 19 Tage idle - Level 12
10103063: 0 Tage idle - Level 8
9993863: 2 Tage idle - Level 10
8574363: 102 Tage idle - Level 5
8741363: 0 Tage idle - Level 15
9189163: 2 Tage idle - Level 17
10711163: 19 Tage idle - Level 1
10919663: 2 Tage idle - Level 1
9973963: 0 Tage idle - Level 22
8428163: 57 Tage idle - Level 17
9315763: 79 Tage idle - Level 10
10519663: 29 Tage idle - Level 4
9908963: 62 Tage idle - Level 7
8737363: 50 Tage idle - Level 5
9057963: 20 Tage idle - Level 10
9508963: 34 Tage idle - Level 23
8469263: 144 Tage idle - Level 7
9984863: 4 Tage idle - Level 14
9123863: 45 Tage idle - Level 14
10408963: 32 Tage idle - Level 1 => LOESCHEN
9828363: 72 Tage idle - Level 3
8752963: 31 Tage idle - Level 6
8013563: 1 Tage idle - Level 9
8059663: 118 Tage idle - Level 4
8023863: 132 Tage idle - Level 6
10160363: 49 Tage idle - Level 8 (KEEP_CHARACTER)
10454663: 34 Tage idle - Level 1 => LOESCHEN
10170663: 11 Tage idle - Level 3
9636463: 0 Tage idle - Level 1
10302863: 44 Tage idle - Level 1 => LOESCHEN
9849563: 38 Tage idle - Level 1 => LOESCHEN
7997963: 31 Tage idle - Level 2 (KEEP_CHARACTER)
9358063: 40 Tage idle - Level 7
10064963: 16 Tage idle - Level 1
8566663: 119 Tage idle - Level 5
8652463: 25 Tage idle - Level 6
8343963: 41 Tage idle - Level 1 => LOESCHEN
8678663: 48 Tage idle - Level 1 => LOESCHEN
8100663: 0 Tage idle - Level 5
9298063: 83 Tage idle - Level 8
8699163: 132 Tage idle - Level 6
8805863: 0 Tage idle - Level 20
8233163: 14 Tage idle - Level 8 (KEEP_CHARACTER)
10178163: 7 Tage idle - Level 1
8046263: 7 Tage idle - Level 72
10593063: 28 Tage idle - Level 1
9764663: 51 Tage idle - Level 6
8593063: 0 Tage idle - Level 44 (KEEP_CHARACTER)
8056563: 10 Tage idle - Level 11
8552663: 145 Tage idle - Level 4 => LOESCHEN
9238363: 83 Tage idle - Level 9
9490963: 22 Tage idle - Level 6
9531663: 0 Tage idle - Level 8
8983463: 106 Tage idle - Level 4
8284563: 59 Tage idle - Level 6
10867463: 1 Tage idle - Level 1
10046963: 32 Tage idle - Level 1 => LOESCHEN
9218463: 11 Tage idle - Level 4
8173163: 19 Tage idle - Level 13
9511763: 7 Tage idle - Level 8
8958963: 6 Tage idle - Level 6
9025963: 13 Tage idle - Level 14
10102563: 1 Tage idle - Level 10
8401463: 1 Tage idle - Level 14
10746463: 13 Tage idle - Level 1
11016263: 1 Tage idle - Level 2
10381263: 5 Tage idle - Level 1 (KEEP_CHARACTER)
8068063: 130 Tage idle - Level 12
8103163: 46 Tage idle - Level 7
8275563: 0 Tage idle - Level 6
10119063: 54 Tage idle - Level 1 => LOESCHEN
11051763: 1 Tage idle - Level 1
9923263: 21 Tage idle - Level 8
10802763: 10 Tage idle - Level 1
8686463: 129 Tage idle - Level 6
10154563: 50 Tage idle - Level 1 => LOESCHEN
8073363: 66 Tage idle - Level 8
9533563: 46 Tage idle - Level 5
8859063: 119 Tage idle - Level 7
8402763: 6 Tage idle - Level 3
10377963: 15 Tage idle - Level 8
8828963: 6 Tage idle - Level 6
10843863: 12 Tage idle - Level 1
9726763: 36 Tage idle - Level 1 => LOESCHEN
9818163: 11 Tage idle - Level 1
10606163: 8 Tage idle - Level 9 (KEEP_CHARACTER)
11012563: 1 Tage idle - Level 1
10094563: 49 Tage idle - Level 1 => LOESCHEN
9676363: 6 Tage idle - Level 8
9711463: 54 Tage idle - Level 1 => LOESCHEN
9975263: 58 Tage idle - Level 3 (KEEP_CHARACTER)
7951263: 30 Tage idle - Level 3 (KEEP_CHARACTER)
10844463: 14 Tage idle - Level 1
10570763: 0 Tage idle - Level 11
9504663: 28 Tage idle - Level 6
10217063: 3 Tage idle - Level 8 (KEEP_CHARACTER)
10920663: 0 Tage idle - Level 1
10763963: 5 Tage idle - Level 1
10845063: 14 Tage idle - Level 1
9039363: 0 Tage idle - Level 23 (KEEP_CHARACTER)
10571363: 29 Tage idle - Level 1
8957063: 113 Tage idle - Level 6
9749163: 8 Tage idle - Level 9 (KEEP_CHARACTER)
8090863: 0 Tage idle - Level 1 (KEEP_CHARACTER)
9349163: 0 Tage idle - Level 25
10552063: 10 Tage idle - Level 7
8881163: 6 Tage idle - Level 15
10020163: 30 Tage idle - Level 1 => LOESCHEN
9359463: 14 Tage idle - Level 1
8309863: 147 Tage idle - Level 7
9987463: 38 Tage idle - Level 1 => LOESCHEN
9906563: 9 Tage idle - Level 8
8491463: 8 Tage idle - Level 23
10785763: 2 Tage idle - Level 1
9415063: 6 Tage idle - Level 2 (KEEP_CHARACTER)
9957263: 9 Tage idle - Level 8
10299963: 1 Tage idle - Level 1
9217963: 83 Tage idle - Level 5
10593163: 6 Tage idle - Level 6
10056663: 4 Tage idle - Level 13
7953863: 107 Tage idle - Level 1 (KEEP_CHARACTER)
11080763: 0 Tage idle - Level 1
8684663: 7 Tage idle - Level 4
10370463: 0 Tage idle - Level 10
8041363: 60 Tage idle - Level 3
8087463: 16 Tage idle - Level 9
8168663: 63 Tage idle - Level 13
8624263: 120 Tage idle - Level 5
8831763: 47 Tage idle - Level 11
9643763: 82 Tage idle - Level 3
8634563: 29 Tage idle - Level 3
9314663: 9 Tage idle - Level 11
9810763: 5 Tage idle - Level 6
8108263: 0 Tage idle - Level 1
9902163: 56 Tage idle - Level 8
8320363: 51 Tage idle - Level 3
9826663: 72 Tage idle - Level 1 (KEEP_CHARACTER)
8584163: 60 Tage idle - Level 17 (KEEP_CHARACTER)
9223863: 1 Tage idle - Level 27
8422063: 0 Tage idle - Level 24 (KEEP_CHARACTER)
10351163: 36 Tage idle - Level 1 => LOESCHEN
10645463: 3 Tage idle - Level 1
11011363: 0 Tage idle - Level 11
9918763: 3 Tage idle - Level 10
10341563: 15 Tage idle - Level 1
7945463: 38 Tage idle - Level 19
9305663: 100 Tage idle - Level 7
10473463: 35 Tage idle - Level 1 => LOESCHEN
10230163: 33 Tage idle - Level 1 => LOESCHEN
10438663: 4 Tage idle - Level 1
7960363: 42 Tage idle - Level 1 => LOESCHEN
8073463: 9 Tage idle - Level 1
8934763: 35 Tage idle - Level 1 => LOESCHEN
10448963: 3 Tage idle - Level 1
10782663: 1 Tage idle - Level 7 (KEEP_CHARACTER)
8372363: 102 Tage idle - Level 3 => LOESCHEN
10585463: 8 Tage idle - Level 1
10752463: 12 Tage idle - Level 1
10347863: 3 Tage idle - Level 1
8469463: 150 Tage idle - Level 6
8504563: 23 Tage idle - Level 21
10681563: 4 Tage idle - Level 1
10849563: 11 Tage idle - Level 1
10155263: 52 Tage idle - Level 1 => LOESCHEN
9129663: 27 Tage idle - Level 6
10206263: 35 Tage idle - Level 3
8297463: 96 Tage idle - Level 3 => LOESCHEN
8955963: 2 Tage idle - Level 19
9479263: 0 Tage idle - Level 18
10925763: 9 Tage idle - Level 1
10970863: 0 Tage idle - Level 1
11033163: 0 Tage idle - Level 5
9621363: 1 Tage idle - Level 4
10749763: 15 Tage idle - Level 2
10754363: 6 Tage idle - Level 8
9429863: 20 Tage idle - Level 1
10136663: 51 Tage idle - Level 1 => LOESCHEN
10840163: 1 Tage idle - Level 1
9515663: 83 Tage idle - Level 2 => LOESCHEN
9641963: 81 Tage idle - Level 1 (KEEP_CHARACTER)
10850463: 13 Tage idle - Level 1
8146963: 0 Tage idle - Level 5
